FeatureID	MeanAbundance	Occupancy	Predicted	Lower	Upper	Classification	Migration	MeanLibrary	Detection	RSquared	DisplayTaxon	StandardizedDeviation
OTU_3650	3.05202448232771e-05	0.155555555555556	0.0986378312408909	0.0444444444444444	0.166666666666667	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Bacteroidetes BD2-2	1.8109120641255
OTU_305	0.000882607325281898	0.788888888888889	0.984469078902564	0.955555555555556	1	Below neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Syntrophus	-15.0053618160133
OTU_11016	1.0268947426093e-05	0.122222222222222	0.0338529590838827	0	0.0777777777777778	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Subgroup 18	4.63556373038778
OTU_13742	0.000191855927969237	0.666666666666667	0.512641635058406	0.411111111111111	0.611111111111111	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Comamonadaceae	2.92335401662801
OTU_4502	5.64576071150165e-05	0.211111111111111	0.177590656663525	0.1	0.255555555555556	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Pirellula	0.832102981645124
OTU_5248	1.4770980811947e-05	0.133333333333333	0.0484853939365854	0.0111111111111111	0.1	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Arenimonas	3.74756660639389
OTU_408	0.000630802471711556	0.944444444444444	0.938698135962302	0.888888888888889	0.977777777777778	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Geoalkalibacter	0.227253391588492
OTU_4558	2.80932661423344e-06	0.0333333333333333	0.00932629179609932	0	0.0333333333333333	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	NA	2.16063373835106
OTU_4474	3.94260717068307e-05	0.322222222222222	0.126266656454489	0.0666666666666667	0.2	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Latescibacteria	5.5968679825582
OTU_4716	1.99294241675746e-05	0.111111111111111	0.0650911113326834	0.0222222222222222	0.122222222222222	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Rhodobacteraceae	1.76979261793561
OTU_5004	3.37796416562844e-05	0.288888888888889	0.108811740511146	0.0444444444444444	0.177777777777778	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Chloroflexi	5.48601830861387
OTU_6426	0.000930892619525654	0.966666666666667	0.988204745110429	0.966666666666667	1	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Xanthomonadales Incertae Sedis	-1.89256618654323
OTU_3449	2.70211199941799e-05	0.255555555555556	0.0876364411938736	0.0333333333333333	0.144444444444444	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Pla3 lineage	5.63371739888057
OTU_10128	3.09688686908867e-05	0.2	0.100042404735416	0.0444444444444444	0.166666666666667	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Subgroup 7	3.1603411771237
OTU_75	0.000779076814303051	0.955555555555556	0.972327171745412	0.933333333333333	1	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Rhodocyclaceae	-0.969980905169983
OTU_2069	0.000235661465084298	0.811111111111111	0.594314054762305	0.488888888888889	0.7	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	SC-I-84	4.18862667652631
OTU_356	0.000504578066674105	0.955555555555556	0.88330727707446	0.811111111111111	0.944444444444444	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Halieaceae	2.13486770179763
OTU_825	0.00012547559347601	0.555555555555556	0.364554169307726	0.266666666666667	0.466666666666667	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Anaerolinea	3.76476152941374
OTU_4105	1.88592743844173e-05	0.155555555555556	0.061660340181149	0.0222222222222222	0.111111111111111	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Chthonomonadales	3.70323883955551
OTU_2526	1.62629924372715e-05	0.144444444444444	0.0533060681413276	0.0111111111111111	0.1	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	PHOS-HE51	3.84883612350633
OTU_482	0.000207554219458925	0.466666666666667	0.543314554989157	0.444444444444444	0.644444444444444	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Haloferula	-1.45977927681355
OTU_13756	2.58343544120965e-06	0.0111111111111111	0.00857817900987762	0	0.0333333333333333	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Methylomonas	0.227963889111014
OTU_7092	6.25143787105949e-06	0.0333333333333333	0.0206868963174253	0	0.0555555555555556	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Thermoanaerobaculum	0.842909577364442
OTU_4276	2.08185233971886e-06	0.0111111111111111	0.0069158984826178	0	0.0222222222222222	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	MSBL9	0.377569136564398
OTU_1	0.0101400876374939	0.988888888888889	1	1	1	Below neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Clostridium sensu stricto 13	-0.999999999999996
OTU_2268	0.000120545819529931	0.5	0.352328792939371	0.255555555555556	0.455555555555556	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Coriobacteriaceae	2.93268701541488
OTU_6141	1.29892609832594e-05	0.144444444444444	0.0427099444520741	0.0111111111111111	0.0888888888888889	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Gemmata	4.77312966774914
OTU_3095	3.40786078925113e-05	0.177777777777778	0.109741355275222	0.0444444444444444	0.177777777777778	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	OPB35 soil group	2.06499718866327
OTU_296	0.000275711664583536	0.722222222222222	0.658771869306215	0.555555555555556	0.755555555555556	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Anaerolineaceae	1.26959545885531
OTU_2883	3.58671466835776e-05	0.144444444444444	0.115290077242353	0.0555555555555556	0.188888888888889	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Anaerolineaceae	0.866021073160385
OTU_3998	4.99133889395141e-05	0.366666666666667	0.158107541646918	0.0888888888888889	0.233333333333333	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	ABS-19	5.42307796681559
OTU_1515	0.000160724189714991	0.677777777777778	0.446970747151987	0.344444444444444	0.544444444444444	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Comamonadaceae	4.40409507562346
OTU_6339	2.722140627479e-06	0.0333333333333333	0.00903758403767066	0	0.0333333333333333	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Nitrospinaceae	2.18661743660964
OTU_13667	3.29489571493245e-06	0.0333333333333333	0.0109333480494677	0	0.0333333333333333	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	CCA47	2.01599867554791
OTU_1952	0.000148165189622441	0.511111111111111	0.418603664872498	0.322222222222222	0.522222222222222	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Christensenellaceae R-7 group	1.77893585544644
OTU_3897	4.7625953951914e-05	0.333333333333333	0.151227256512179	0.0777777777777778	0.233333333333333	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	S085	4.82208591517685
OTU_7112	5.80615832622279e-06	0.0555555555555556	0.0192214087064246	0	0.0555555555555556	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	NA	2.51048786536873
OTU_791	7.43888795733748e-05	0.488888888888889	0.229432346520809	0.144444444444444	0.322222222222222	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Gemmatimonadaceae	5.85400609455418
OTU_5644	1.65852695765935e-05	0.111111111111111	0.0543454577152156	0.0111111111111111	0.1	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Bacteroidetes BD2-2	2.37552176535374
OTU_1628	9.39701301531709e-05	0.377777777777778	0.283431979633657	0.188888888888889	0.377777777777778	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Thermoanaerobaculum	1.98605230256432
OTU_4304	0.000153798480697278	0.666666666666667	0.431462973901203	0.333333333333333	0.533333333333333	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Subgroup 6	4.50520178703421
OTU_41	0.00121585047037191	0.955555555555556	0.997824228869486	0.988888888888889	1	Below neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	PeM15	-3.80418059825375
OTU_59	0.00406547288065599	0.944444444444444	0.999999999997788	1	1	Below neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Draconibacteriaceae	-4.99999999980091
OTU_792	0.000169848009179314	0.777777777777778	0.466896573400548	0.366666666666667	0.566666666666667	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Rhizobiales	5.91152649159471
OTU_2733	0.000432180346361283	0.755555555555556	0.83380650468759	0.755555555555556	0.911111111111111	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	RB41	-1.99421150910713
OTU_1844	8.37334695953459e-06	0.1	0.0276534032913372	0	0.0666666666666667	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Syntrophaceae	4.18556911687079
OTU_609	0.000324474227179171	0.511111111111111	0.72536054442352	0.633333333333333	0.811111111111111	Below neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Aminicenantes	-4.55388970187491
OTU_2563	4.13112078211195e-05	0.233333333333333	0.132045897537603	0.0666666666666667	0.2	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	AKYH478	2.83835030741891
OTU_6273	8.0841455211378e-06	0.0777777777777778	0.0267055795224412	0	0.0666666666666667	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	MSBL9	3.00526439223307
OTU_1069	0.00019790198000608	0.666666666666667	0.524645069964401	0.422222222222222	0.622222222222222	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Acidimicrobiales	2.69794968662083
OTU_5789	4.71690658865775e-06	0.0444444444444444	0.0156312972536442	0	0.0444444444444444	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	JG30-KF-AS9	2.20361410194704
OTU_6231	6.72924241011569e-06	0.0555555555555556	0.0222580518577564	0	0.0555555555555556	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Marinilabiaceae	2.14129859236686
OTU_2753	7.52469647155658e-05	0.277777777777778	0.231856064736082	0.144444444444444	0.322222222222222	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Methanobacterium	1.03230683281888
OTU_3210	3.5488952189294e-05	0.233333333333333	0.114118579617722	0.0555555555555556	0.188888888888889	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	vadinBA26	3.55701163038141
OTU_2811	1.06729694719312e-05	0.1	0.0351713752729024	0	0.0777777777777778	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Anaerolineaceae	3.33863005155948
OTU_5031	0.000103308432053425	0.344444444444444	0.30821763098792	0.211111111111111	0.4	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Subgroup 6	0.744282668140694
OTU_3989	1.60112185622732e-05	0.111111111111111	0.0524935951988534	0.0111111111111111	0.1	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Methylobacter	2.49347161453722
OTU_4050	0.000118504874617911	0.266666666666667	0.347216759301889	0.255555555555556	0.444444444444444	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Subgroup 15	-1.60510135462338
OTU_52	0.00152343303859517	0.988888888888889	0.999685860197464	0.988888888888889	1	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Bradyrhizobium	-0.971727417771744
OTU_9583	2.27775662022965e-05	0.144444444444444	0.0741854567336611	0.0222222222222222	0.133333333333333	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Gaiellales	2.54332439049962
OTU_6499	0.000125691617890185	0.477777777777778	0.365085934505098	0.266666666666667	0.466666666666667	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Roseomonas	2.22054057096581
OTU_4147	0.000433677890770335	0.533333333333333	0.834997185062753	0.755555555555556	0.911111111111111	Below neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Halioglobus	-7.71003490689327
OTU_286	8.1917784835077e-05	0.422222222222222	0.250519240979171	0.166666666666667	0.344444444444444	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Sulfuricurvum	3.75922485041947
OTU_23	0.00303544450898655	1	0.999999992883553	1	1	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Alcaligenaceae	6.4048022885288e-07
OTU_4672	1.07513964001553e-05	0.122222222222222	0.0354271803315151	0	0.0777777777777778	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	BSV26	4.4543092734836
OTU_2	0.00821311875531108	1	1	1	1	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Arthrobacter	0
OTU_2399	9.78645874476232e-05	0.422222222222222	0.293844602086992	0.2	0.388888888888889	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Verrucomicrobiaceae	2.67363165803905
OTU_684	0.000193818186657337	0.744444444444444	0.516563673547908	0.411111111111111	0.622222222222222	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Xanthomonadales Incertae Sedis	4.32610805873305
OTU_9721	8.17814103383091e-06	0.0555555555555556	0.0270136964700588	0	0.0666666666666667	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	NA	1.67016024169661
OTU_36	0.00418673390832859	1	0.999999999999172	1	1	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	DA101 soil group	7.45004058444465e-11
OTU_2853	1.86369105992564e-05	0.144444444444444	0.0609465334641725	0.0222222222222222	0.111111111111111	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Anaerolineaceae	3.31113738153325
OTU_161	0.000219371098177782	0.711111111111111	0.565358052707623	0.466666666666667	0.666666666666667	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Chitinophagaceae	2.78940336925662
OTU_2335	0.000122875078296546	0.577777777777778	0.358126698340489	0.255555555555556	0.455555555555556	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	11-24	4.34621885190455
OTU_1761	0.000211586967849167	0.488888888888889	0.550937084470157	0.444444444444444	0.655555555555556	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	SB-5	-1.18343882215861
OTU_13614	5.40992013891799e-06	0.0555555555555556	0.0179162847309906	0	0.0444444444444444	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Halomonas	2.69193285678044
OTU_7321	4.15546321043914e-06	0.0222222222222222	0.0137779326891204	0	0.0444444444444444	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Ardenticatenia	0.687234546954568
OTU_6210	4.72952827857173e-05	0.3	0.150229646416801	0.0777777777777778	0.222222222222222	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Subgroup 18	3.9766603536082
OTU_2721	0.000181657972563122	0.366666666666667	0.491848053930626	0.388888888888889	0.6	Below neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Blastocatella	-2.37546556691109
OTU_192	0.001568265424415	1	0.999765059790352	1	1	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	KD4-96	0.0211446188682884
OTU_3056	0.000117908439863793	0.255555555555556	0.345717235456741	0.244444444444444	0.444444444444444	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Clostridium sensu stricto 1	-1.79845673216536
OTU_9188	3.08375878700863e-05	0.144444444444444	0.0996315239549633	0.0444444444444444	0.166666666666667	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	PHOS-HE51	1.41943652298837
OTU_12498	4.23123246182676e-06	0.0333333333333333	0.0140281664875618	0	0.0444444444444444	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	PBS-18	1.55726349861763
OTU_171	0.000239333175384731	0.733333333333333	0.600616036305913	0.5	0.7	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Anaerolineaceae	2.57072138079218
OTU_471	0.000443384049768513	0.9	0.842530824983388	0.766666666666667	0.911111111111111	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	SC-I-84	1.4968060913515
OTU_4607	2.38848627058106e-06	0.0222222222222222	0.00793228813565721	0	0.0333333333333333	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Fluviicola	1.28609406779085
OTU_1230	9.05717337259422e-06	0.0666666666666667	0.029892470007943	0	0.0666666666666667	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Methanobacterium	2.04867755814456
OTU_5549	7.46438175235858e-06	0.0444444444444444	0.0246726068330325	0	0.0555555555555556	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	BSV40	1.20916497699207
OTU_2714	3.44780208133618e-05	0.222222222222222	0.110982360431519	0.0555555555555556	0.177777777777778	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Caldilineaceae	3.35969248204493
OTU_3620	9.25533656670257e-05	0.411111111111111	0.279617006741088	0.188888888888889	0.377777777777778	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Acidimicrobiales	2.77948298107382
OTU_3	0.00338218625942621	0.9	0.999999999502389	1	1	Below neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Paenisporosarcina	-8.99999995521502
OTU_12367	0.000198176204750613	0.588888888888889	0.525183823517873	0.422222222222222	0.633333333333333	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Microbacteriaceae	1.21025475280111
OTU_7074	5.66520104506443e-06	0.0555555555555556	0.0187572376185876	0	0.0555555555555556	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Anaerolineaceae	2.57321781123737
OTU_605	0.000191975076868609	0.6	0.512880505392164	0.411111111111111	0.611111111111111	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Sva0081 sediment group	1.6535249445509
OTU_2808	0.0004203137662722	0.844444444444444	0.824096364674605	0.744444444444444	0.9	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	SC-I-84	0.507012048124414
OTU_13923	5.33187525008625e-05	0.266666666666667	0.168283083893424	0.1	0.244444444444444	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	KD3-10	2.49480088991649
OTU_94	0.0013980338462898	1	0.999299762596665	0.988888888888889	1	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Comamonadaceae	0.0630213663001922
OTU_1805	4.47307751453431e-05	0.188888888888889	0.142467081244199	0.0777777777777778	0.222222222222222	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	WCHB1-69	1.25997125909587
OTU_123	0.00100328992856638	0.988888888888889	0.992242023465452	0.966666666666667	1	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Subgroup 17	-0.301782111890645
OTU_859	8.52596656422334e-05	0.411111111111111	0.259749465159379	0.166666666666667	0.355555555555556	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Clostridium sensu stricto 1	3.27469156039494
OTU_2317	4.94091371221107e-05	0.322222222222222	0.156593939013399	0.0888888888888889	0.233333333333333	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Lysobacter	4.32364394041871
OTU_6062	3.51376484098394e-06	0.0333333333333333	0.0116572488789932	0	0.0333333333333333	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Aminicenantes	1.91580042018842
OTU_1646	0.00031417756713746	0.555555555555556	0.712315232294139	0.622222222222222	0.8	Below neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Marinicella	-3.2851943288056
OTU_387	0.000359598295713111	0.355555555555556	0.766082209963346	0.677777777777778	0.855555555555556	Below neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Anaerolineaceae	-9.20011593098035
OTU_5862	0.00022514577236818	0.622222222222222	0.575810270743731	0.477777777777778	0.677777777777778	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	OPB35 soil group	0.890904815210081
OTU_37	0.00181022298638549	0.988888888888889	0.999952618173377	1	1	Below neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Subgroup 6	-0.995735635603936
OTU_5586	2.29929888003547e-05	0.144444444444444	0.0748711544020094	0.0222222222222222	0.133333333333333	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Bacteria	2.50787230769627
OTU_4302	1.9259337556929e-05	0.166666666666667	0.062943767312545	0.0222222222222222	0.122222222222222	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	OPB35 soil group	4.05169466495356
OTU_3060	0.000157771742038509	0.511111111111111	0.440400301096628	0.333333333333333	0.544444444444444	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	DEV007	1.35127744356236
OTU_7055	6.33497888125754e-05	0.333333333333333	0.197785514998276	0.122222222222222	0.277777777777778	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	WD2101 soil group	3.22828074425767
OTU_14201	4.5854900132934e-06	0.0444444444444444	0.0151976570907488	0	0.0444444444444444	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Phycisphaerae	2.26796613291598
OTU_2859	4.52088719536473e-05	0.266666666666667	0.143917683170008	0.0777777777777778	0.222222222222222	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	WD2101 soil group	3.31760224606053
OTU_2653	1.20256777175929e-05	0.1	0.0395780292590311	0	0.0888888888888889	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	KD4-96	2.94007233203583
OTU_1494	0.00010250806364005	0.5	0.306117789036338	0.211111111111111	0.4	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	4-29	3.99091113524159
OTU_993	0.000327468790216304	0.211111111111111	0.7290572559363	0.633333333333333	0.822222222222222	Below neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Anaerolineaceae	-11.055700848628
OTU_5177	1.30967070552772e-05	0.111111111111111	0.0430588069754204	0.0111111111111111	0.0888888888888889	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	UASB-TL25	3.18046387971927
OTU_575	6.40553859359198e-05	0.277777777777778	0.19983412453996	0.122222222222222	0.288888888888889	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Anaerolineaceae	1.84917142170604
OTU_4513	8.66357265104797e-05	0.155555555555556	0.263526909441677	0.177777777777778	0.355555555555556	Below neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Marinicella	-2.32508522251116
OTU_12911	6.85792655288342e-05	0.344444444444444	0.212885026011419	0.133333333333333	0.3	Above neutral	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	Gaiella	3.04895879401941
OTU_3800	1.48429410917422e-06	0.0111111111111111	0.00493353117928339	0	0.0222222222222222	Neutral envelope	0.102903264863042	17996.3333333333	5.55668747337421e-05	0.711545466386703	PBS-18	0.555982193864495
