feature_id	frequency	samples_observed	genus_agreement_pattern	silva_taxon	silva_confidence	silva_category	silva_domain	silva_phylum	silva_class	silva_order	silva_family	silva_genus	silva_species	gtdb_taxon	gtdb_confidence	gtdb_category	gtdb_domain	gtdb_phylum	gtdb_class	gtdb_order	gtdb_family	gtdb_genus	gtdb_species	greengenes2_taxon	greengenes2_confidence	greengenes2_category	greengenes2_domain	greengenes2_phylum	greengenes2_class	greengenes2_order	greengenes2_family	greengenes2_genus	greengenes2_species
08e82441af4098baf31f236034ea249b	2	1	Database-specific/renamed genus	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Pseudobdellovibrionaceae; g__Incertae_Sedis	1.0	Bacteria	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Pseudobdellovibrionaceae	Incertae_Sedis		d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__JAMPXM01; g__JANOUF01; s__JANOUF01 sp031416685	1.0	Bacteria	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	JAMPXM01	JANOUF01	JANOUF01 sp031416685	d__Bacteria; p__Bdellovibrionota_473306; c__Bdellovibrionia; o__Bdellovibrionales; f__JAMPXM01; g__Ga0074137; s__Ga0074137 sp001464715	1.0	Bacteria	Bacteria	Bdellovibrionota_473306	Bdellovibrionia	Bdellovibrionales	JAMPXM01	Ga0074137	Ga0074137 sp001464715
096af19a014f877223e5ff2d8b1433c3	5	1	Database-specific/renamed genus	d__Bacteria; p__Patescibacteria; c__ABY1; o__Candidatus_Kerfeldbacteria; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	Patescibacteria	ABY1	Candidatus_Kerfeldbacteria	Incertae_Sedis	Incertae_Sedis		d__Bacteria; p__Patescibacteriota; c__Patescibacteriia; o__2-01-FULL-39-33; f__2-01-FULL-39-33; g__JAKQDP01; s__JAKQDP01 sp964536975	1.0	Bacteria	Bacteria	Patescibacteriota	Patescibacteriia	2-01-FULL-39-33	2-01-FULL-39-33	JAKQDP01	JAKQDP01 sp964536975	d__Bacteria; p__Patescibacteria; c__ABY1; o__2-01-FULL-39-33; f__2-01-FULL-39-33; g__CAISTG01; s__	1.0	Bacteria	Bacteria	Patescibacteria	ABY1	2-01-FULL-39-33	2-01-FULL-39-33	CAISTG01	
0a9c0f5806bd6605a6be8c1c5fab2803	5	1	Database-specific/renamed genus	d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Methylomirabilales; f__Methylomirabilaceae; g__Sh765B-TzT-35	1.0	Bacteria	Bacteria	Methylomirabilota	Methylomirabilia	Methylomirabilales	Methylomirabilaceae	Sh765B-TzT-35		d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Methylomirabilales; f__2-02-FULL-66-22; g__2-02-FULL-66-22; s__2-02-FULL-66-22 sp001771285	1.0	Bacteria	Bacteria	Methylomirabilota	Methylomirabilia	Methylomirabilales	2-02-FULL-66-22	2-02-FULL-66-22	2-02-FULL-66-22 sp001771285	d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Methylomirabilales; f__2-02-FULL-66-22; g__2-02-FULL-66-22; s__2-02-FULL-66-22 sp001771285	1.0	Bacteria	Bacteria	Methylomirabilota	Methylomirabilia	Methylomirabilales	2-02-FULL-66-22	2-02-FULL-66-22	2-02-FULL-66-22 sp001771285
0b3152b92e28d3ab3d32c8247beff2d3	7	1	Database-specific/renamed genus	d__Bacteria; p__Spirochaetota; c__Leptospirae; o__Leptospirales; f__Leptospiraceae; g__Incertae_Sedis	1.0	Bacteria	Bacteria	Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	Incertae_Sedis		d__Bacteria; p__Spirochaetota; c__Leptospiria; o__Leptospirales; f__Leptonemataceae; g__CAZVZS01; s__CAZVZS01 sp964631535	1.0	Bacteria	Bacteria	Spirochaetota	Leptospiria	Leptospirales	Leptonemataceae	CAZVZS01	CAZVZS01 sp964631535	d__Bacteria; p__Spirochaetota; c__Leptospirae; o__Leptospirales; f__Leptonemataceae; g__; s__	1.0	Bacteria	Bacteria	Spirochaetota	Leptospirae	Leptospirales	Leptonemataceae		
0bfb11bc0ab57849fe2c5ec8a5deab88	2	1	Database-specific/renamed genus	d__Bacteria; p__Myxococcota; c__bacteriap25; o__Incertae_Sedis; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	Myxococcota	bacteriap25	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis		d__Bacteria; p__Desulfobacterota; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Solidesulfovibrio; s__Solidesulfovibrio aerotolerans	1.0	Bacteria	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Solidesulfovibrio	Solidesulfovibrio aerotolerans	d__Bacteria	1.0	Bacteria	Bacteria						
0c6ec4d45af4de39069620764467aa05	2	1	Database-specific/renamed genus	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Archaea	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Incertae_Sedis	Incertae_Sedis		d__Archaea; p__Nanobdellota; c__Nanobdellia; o__Woesearchaeales; f__UBA12501; g__WJJV01; s__WJJV01 sp035289765	1.0	Archaea	Archaea	Nanobdellota	Nanobdellia	Woesearchaeales	UBA12501	WJJV01	WJJV01 sp035289765	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales_579	0.667	Archaea	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales_579			
0d6dcaae2682704e655e8c12d0a9e3d2	21	1	Database-specific/renamed genus	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Archaea	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Incertae_Sedis	Incertae_Sedis		d__Archaea; p__Nanobdellota; c__Nanobdellia; o__Woesearchaeales; f__GW2011-AR4	1.0	Archaea	Archaea	Nanobdellota	Nanobdellia	Woesearchaeales	GW2011-AR4			d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales_579; f__CG1-02-33-12; g__PWVO01; s__	1.0	Archaea	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales_579	CG1-02-33-12	PWVO01	
0dfa02006f244358216a64cb34291c06	25	2	Database-specific/renamed genus	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Archaea	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Incertae_Sedis	Incertae_Sedis		d__Archaea; p__Nanobdellota; c__Nanobdellia; o__Woesearchaeales; f__GW2011-AR4; g__JADHVG01; s__JADHVG01 sp016784105	1.0	Archaea	Archaea	Nanobdellota	Nanobdellia	Woesearchaeales	GW2011-AR4	JADHVG01	JADHVG01 sp016784105	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales_579; f__CG1-02-33-12; g__PWVO01; s__	1.0	Archaea	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales_579	CG1-02-33-12	PWVO01	
0e070507abba4160021ce83993fa8988	2	1	Database-specific/renamed genus	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Chthoniobacterales; f__Chthoniobacteraceae; g__Chthoniobacter	1.0	Bacteria	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter		d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Chthoniobacterales; f__Chthoniobacteraceae; g__DASZPK01; s__DASZPK01 sp049692655	1.0	Bacteria	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Chthoniobacteraceae	DASZPK01	DASZPK01 sp049692655	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales; f__Chthoniobacteraceae; g__VFJQ01; s__VFJQ01 sp009885995	1.0	Bacteria	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	VFJQ01	VFJQ01 sp009885995
0e47b1c8584c7a957e4ec39127224c0f	9	1	All three genus labels agree	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium	1.0	Bacteria	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium		d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium; s__	1.0	Bacteria	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium		d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae_486827; g__Novosphingobium; s__Novosphingobium arvoryzae	1.0	Bacteria	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae_486827	Novosphingobium	Novosphingobium arvoryzae
1059d2483862d83ac9f6c0e5d65166ff	8	2	Database-specific/renamed genus	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__Legionella	1.0	Bacteria	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella		d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__CAISUE01; f__CAISUE01; g__CAISUE01; s__CAISUE01 sp903888615	1.0	Bacteria	Bacteria	Pseudomonadota	Gammaproteobacteria	CAISUE01	CAISUE01	CAISUE01	CAISUE01 sp903888615	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__UBA6136; s__UBA6136 sp009922685	1.0	Bacteria	Bacteria	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcaceae	UBA6136	UBA6136 sp009922685
10e1a3b243a63b2e006fff8b588dd89e	5	1	Database-specific/renamed genus	d__Bacteria; p__Verrucomicrobiota; c__Omnitrophia; o__Omnitrophales; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Incertae_Sedis	Incertae_Sedis		d__Bacteria; p__Omnitrophota; c__Omnitrophia; o__Omnitrophales; f__Aquincolibacteriaceae; g__JAUYMS01; s__JAUYMS01 sp030698625	1.0	Bacteria	Bacteria	Omnitrophota	Omnitrophia	Omnitrophales	Aquincolibacteriaceae	JAUYMS01	JAUYMS01 sp030698625	d__Bacteria; p__Omnitrophota; c__Omnitrophia; o__Omnitrophales; f__Aquincolibacteriaceae; g__; s__	1.0	Bacteria	Bacteria	Omnitrophota	Omnitrophia	Omnitrophales	Aquincolibacteriaceae		
1118e439f5e09d71f0ab4a2f93f3eda7	2	1	Database-specific/renamed genus	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__GW2011; g__AR20	1.0	Archaea	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	GW2011	AR20		d__Archaea; p__Nanobdellota; c__Nanobdellia; o__SCGC-AAA011-G17; f__GW2011-AR20; g__DATDYH01; s__DATDYH01 sp035288805	1.0	Archaea	Archaea	Nanobdellota	Nanobdellia	SCGC-AAA011-G17	GW2011-AR20	DATDYH01	DATDYH01 sp035288805	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales_579; f__CG1-02-57-44; g__CG1-02-57-44; s__CG1-02-57-44 sp001871415	1.0	Archaea	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales_579	CG1-02-57-44	CG1-02-57-44	CG1-02-57-44 sp001871415
1304d0f9dc2397bbf02e61577a2f5adc	25	2	Database-specific/renamed genus	d__Bacteria; p__Patescibacteria; c__Berkelbacteria; o__Incertae_Sedis; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	Patescibacteria	Berkelbacteria	Incertae_Sedis	Incertae_Sedis	Incertae_Sedis		Unassigned	1.0	Unassigned								d__Bacteria; p__Patescibacteria; c__UBA1384; o__XYA2-FULL-43-10; f__XYA2-FULL-43-10; g__XYA2-FULL-43-10; s__	1.0	Bacteria	Bacteria	Patescibacteria	UBA1384	XYA2-FULL-43-10	XYA2-FULL-43-10	XYA2-FULL-43-10	
132bee48373460dce6dc3682fc023242	6	1	Database-specific/renamed genus	d__Bacteria; p__Verrucomicrobiota; c__Omnitrophia; o__Omnitrophales; f__Omnitrophaceae; g__Candidatus_Omnitrophus	1.0	Bacteria	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus		d__Bacteria; p__Omnitrophota; c__Gorgyraeia; o__Aquiviventales; f__Aquiviventaceae; g__Aquivivens; s__Aquivivens invisus	1.0	Bacteria	Bacteria	Omnitrophota	Gorgyraeia	Aquiviventales	Aquiviventaceae	Aquivivens	Aquivivens invisus	d__Bacteria; p__Omnitrophota; c__Koll11; o__Aquiviventales; f__Aquiviventaceae; g__Aquivivens; s__Aquivivens invisus	1.0	Bacteria	Bacteria	Omnitrophota	Koll11	Aquiviventales	Aquiviventaceae	Aquivivens	Aquivivens invisus
145c63ee007bff033211e7acb00c2ea4	3	1	Database-specific/renamed genus	d__Bacteria; p__Elusimicrobiota; c__Elusimicrobia; o__MVP-88; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	Elusimicrobiota	Elusimicrobia	MVP-88	Incertae_Sedis	Incertae_Sedis		d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Terriglobales; f__Acidobacteriaceae; g__Silvibacterium; s__Silvibacterium sp963844605	1.0	Bacteria	Bacteria	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Silvibacterium	Silvibacterium sp963844605	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Terriglobales; f__Acidobacteriaceae; g__Granulicella_C_415415; s__	1.0	Bacteria	Bacteria	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Granulicella_C_415415	
145dd81c19bf3ceb88f911840da09753	2	1	Database-specific/renamed genus	d__Bacteria; p__Dependentiae; c__Babeliae; o__Babeliales; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	Dependentiae	Babeliae	Babeliales	Incertae_Sedis	Incertae_Sedis		d__Bacteria; p__Babelota; c__Babeliae; o__Babelales; f__JAUWHS01; g__JAUWHS01; s__JAUWHS01 sp043818275	1.0	Bacteria	Bacteria	Babelota	Babeliae	Babelales	JAUWHS01	JAUWHS01	JAUWHS01 sp043818275	d__Bacteria; p__Dependentiae; c__Babeliae; o__Babeliales; f__UBA12411; g__UBA12411; s__UBA12411 sp003511165	1.0	Bacteria	Bacteria	Dependentiae	Babeliae	Babeliales	UBA12411	UBA12411	UBA12411 sp003511165
153f5dc3a17e6cf9df0cac4a4626f744	3	1	Database-specific/renamed genus	Unassigned	1.0	Unassigned								d__Archaea; p__Nanobdellota; c__Nanobdellia; o__SCGC-AAA011-G17; f__GW2011-AR20; g__JACQNJ01; s__JACQNJ01 sp016181245	1.0	Archaea	Archaea	Nanobdellota	Nanobdellia	SCGC-AAA011-G17	GW2011-AR20	JACQNJ01	JACQNJ01 sp016181245	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__SCGC-AAA011-G17; f__GW2011-AR20; g__GCA-2688355; s__GCA-2688355 sp002688355	1.0	Archaea	Archaea	Nanoarchaeota	Nanoarchaeia	SCGC-AAA011-G17	GW2011-AR20	GCA-2688355	GCA-2688355 sp002688355
157ff7048c408a2243548ccc631e92c7	2	1	Database-specific/renamed genus	d__Bacteria; p__Elusimicrobiota; c__Elusimicrobia; o__Lineage_IV; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	Elusimicrobiota	Elusimicrobia	Lineage_IV	Incertae_Sedis	Incertae_Sedis		d__Bacteria; p__Elusimicrobiota; c__Elusimicrobia; o__JACQPE01; f__JACQPE01; g__JACPAN01; s__JACPAN01 sp016180815	1.0	Bacteria	Bacteria	Elusimicrobiota	Elusimicrobia	JACQPE01	JACQPE01	JACPAN01	JACPAN01 sp016180815	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Micrococcaceae; g__; s__	1.0	Bacteria	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Micrococcaceae		
160083d0a5f65a88f14333860e7aac77	7	2	Database-specific/renamed genus	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Candidatus_Woykebacteria; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	Patescibacteria	Microgenomatia	Candidatus_Woykebacteria	Incertae_Sedis	Incertae_Sedis		d__Bacteria; p__Patescibacteriota; c__Microgenomatia; o__Woykebacterales; f__RBG-16-39-9b; g__DATBWR01; s__DATBWR01 sp036514715	1.0	Bacteria	Bacteria	Patescibacteriota	Microgenomatia	Woykebacterales	RBG-16-39-9b	DATBWR01	DATBWR01 sp036514715	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Woykebacterales; f__RBG-16-39-9b; g__RBG-13-40-15; s__RBG-13-40-15 sp001816655	1.0	Bacteria	Bacteria	Patescibacteria	Microgenomatia	Woykebacterales	RBG-16-39-9b	RBG-13-40-15	RBG-13-40-15 sp001816655
