Metric	SampleID	HabitatClass	Axis1	Axis2	Axis1Explained	Axis2Explained	Correction
Jaccard	TS29	Human-associated	0.3835844819404267	-0.047642340659599075	0.1385912247374287	0.1052680696519533	None
Jaccard	Even1	Mock	0.27430486097203577	-0.02462585318746531	0.1385912247374287	0.1052680696519533	None
Jaccard	Even2	Mock	0.30757384929012743	-0.06240391456179211	0.1385912247374287	0.1052680696519533	None
Jaccard	Even3	Mock	0.3112681619638501	-0.03342751889451532	0.1385912247374287	0.1052680696519533	None
Unweighted UniFrac	CL3	Soil	-0.21663232270288457	-0.35828503311009385	0.18067791789909787	0.12287177379581112	None
Unweighted UniFrac	CC1	Soil	-0.2689315490792668	-0.36471385183818006	0.18067791789909787	0.12287177379581112	None
Unweighted UniFrac	SV1	Soil	-0.18297160323636458	-0.33230468960529064	0.18067791789909787	0.12287177379581112	None
Unweighted UniFrac	M31Fcsw	Human-associated	0.4176834348724706	-0.10584480065125015	0.18067791789909787	0.12287177379581112	None
Unweighted UniFrac	M11Fcsw	Human-associated	0.41691798528608803	-0.094307248924434	0.18067791789909787	0.12287177379581112	None
Unweighted UniFrac	M31Plmr	Human-associated	0.0659125989735087	-0.1451338870285718	0.18067791789909787	0.12287177379581112	None
Unweighted UniFrac	M11Plmr	Human-associated	-0.07620112887169188	-0.18984561180670362	0.18067791789909787	0.12287177379581112	None
Unweighted UniFrac	F21Plmr	Human-associated	-0.05713937375381749	-0.12394080107355127	0.18067791789909787	0.12287177379581112	None
Unweighted UniFrac	M31Tong	Human-associated	0.1562864713155092	0.1648189595836982	0.18067791789909787	0.12287177379581112	None
Unweighted UniFrac	M11Tong	Human-associated	-0.063762534383527	0.09394159584272807	0.18067791789909787	0.12287177379581112	None
Unweighted UniFrac	LMEpi24M	Freshwater	-0.021692175357016074	0.06764494519726176	0.18067791789909787	0.12287177379581112	None
Unweighted UniFrac	SLEpi20M	Freshwater	-0.08644501767856065	0.06476518857140173	0.18067791789909787	0.12287177379581112	None
Unweighted UniFrac	AQC1cm	Freshwater	-0.25098012725585417	0.007657844998051367	0.18067791789909787	0.12287177379581112	None
Unweighted UniFrac	AQC4cm	Freshwater	-0.29294656328506347	0.026015650877543626	0.18067791789909787	0.12287177379581112	None
Unweighted UniFrac	AQC7cm	Freshwater	-0.2998683460149872	-0.009820333220254034	0.18067791789909787	0.12287177379581112	None
Unweighted UniFrac	NP2	Marine/estuarine	-0.09985071629155143	0.33053133366083043	0.18067791789909787	0.12287177379581112	None
Unweighted UniFrac	NP3	Marine/estuarine	-0.052693359226421384	0.3405679686728695	0.18067791789909787	0.12287177379581112	None
Unweighted UniFrac	NP5	Marine/estuarine	-0.0014776232642132647	0.35120847551727263	0.18067791789909787	0.12287177379581112	None
Unweighted UniFrac	TRRsed1	Marine/estuarine	-0.20690150342980987	0.16185722002764488	0.18067791789909787	0.12287177379581112	None
Unweighted UniFrac	TRRsed2	Marine/estuarine	-0.20477771210822188	0.14720452989876517	0.18067791789909787	0.12287177379581112	None
Unweighted UniFrac	TRRsed3	Marine/estuarine	-0.12688539679273178	0.09426305804759459	0.18067791789909787	0.12287177379581112	None
Unweighted UniFrac	TS28	Human-associated	0.38461978065176006	-0.047767680732071584	0.18067791789909787	0.12287177379581112	None
Unweighted UniFrac	TS29	Human-associated	0.373813216153677	-0.05138116631012332	0.18067791789909787	0.12287177379581112	None
Unweighted UniFrac	Even1	Mock	0.19417572902979066	0.0012232304373119966	0.18067791789909787	0.12287177379581112	None
Unweighted UniFrac	Even2	Mock	0.2353239241906443	-0.02887931885202148	0.18067791789909787	0.12287177379581112	None
Unweighted UniFrac	Even3	Mock	0.26542391225853473	5.244218195736059e-4	0.18067791789909787	0.12287177379581112	None
Weighted UniFrac	CL3	Soil	0.12699244033623555	-0.02808528373038915	0.3062737747963581	0.1330620446297396	Lingoes
Weighted UniFrac	CC1	Soil	0.13556386178913038	-0.023930295061486646	0.3062737747963581	0.1330620446297396	Lingoes
Weighted UniFrac	SV1	Soil	0.12244261764472324	-0.013266833629717563	0.3062737747963581	0.1330620446297396	Lingoes
Weighted UniFrac	M31Fcsw	Human-associated	-0.33942098112240315	0.1707184353397455	0.3062737747963581	0.1330620446297396	Lingoes
Weighted UniFrac	M11Fcsw	Human-associated	-0.22964980822693948	0.17926478617619723	0.3062737747963581	0.1330620446297396	Lingoes
Weighted UniFrac	M31Plmr	Human-associated	-0.052773890601416955	-0.2347203989156534	0.3062737747963581	0.1330620446297396	Lingoes
Weighted UniFrac	M11Plmr	Human-associated	0.08638317321784589	-0.1325986470990813	0.3062737747963581	0.1330620446297396	Lingoes
Weighted UniFrac	F21Plmr	Human-associated	-0.02341565078762181	-0.20388290312014914	0.3062737747963581	0.1330620446297396	Lingoes
Weighted UniFrac	M31Tong	Human-associated	-0.011587200912935611	-0.21842212525731916	0.3062737747963581	0.1330620446297396	Lingoes
Weighted UniFrac	M11Tong	Human-associated	-0.035425029665085705	-0.16537878811833837	0.3062737747963581	0.1330620446297396	Lingoes
Weighted UniFrac	LMEpi24M	Freshwater	0.15591327798503724	0.03912323639626533	0.3062737747963581	0.1330620446297396	Lingoes
Weighted UniFrac	SLEpi20M	Freshwater	0.10866613534850932	-0.017742214097611588	0.3062737747963581	0.1330620446297396	Lingoes
Weighted UniFrac	AQC1cm	Freshwater	0.2189560589796333	0.1507984510786866	0.3062737747963581	0.1330620446297396	Lingoes
Weighted UniFrac	AQC4cm	Freshwater	0.2138983992553645	0.1579214849104621	0.3062737747963581	0.1330620446297396	Lingoes
Weighted UniFrac	AQC7cm	Freshwater	0.21228716161141925	0.13539451099783167	0.3062737747963581	0.1330620446297396	Lingoes
Weighted UniFrac	NP2	Marine/estuarine	0.12760596864255355	0.05314027441261443	0.3062737747963581	0.1330620446297396	Lingoes
Weighted UniFrac	NP3	Marine/estuarine	0.03502484900712329	0.12442157105398102	0.3062737747963581	0.1330620446297396	Lingoes
Weighted UniFrac	NP5	Marine/estuarine	0.10759486275093623	0.08846359604166831	0.3062737747963581	0.1330620446297396	Lingoes
Weighted UniFrac	TRRsed1	Marine/estuarine	0.12147242932034347	-0.03261555193757622	0.3062737747963581	0.1330620446297396	Lingoes
Weighted UniFrac	TRRsed2	Marine/estuarine	0.154572967873918	-0.031133854546585366	0.3062737747963581	0.1330620446297396	Lingoes
Weighted UniFrac	TRRsed3	Marine/estuarine	0.10283537110483902	-0.03254920692180632	0.3062737747963581	0.1330620446297396	Lingoes
Weighted UniFrac	TS28	Human-associated	-0.31361193862060066	0.08086161940786926	0.3062737747963581	0.1330620446297396	Lingoes
Weighted UniFrac	TS29	Human-associated	-0.26607045166822474	0.07615894046892836	0.3062737747963581	0.1330620446297396	Lingoes
Weighted UniFrac	Even1	Mock	-0.24983315243712975	-0.03808535503107931	0.3062737747963581	0.1330620446297396	Lingoes
Weighted UniFrac	Even2	Mock	-0.25506572043011805	-0.03954726791497295	0.3062737747963581	0.1330620446297396	Lingoes
Weighted UniFrac	Even3	Mock	-0.25335575039513625	-0.044308180902482897	0.3062737747963581	0.1330620446297396	Lingoes
Aitchison	CL3	Soil	-170.99161420582678	-81.17327563718858	0.23159028181986888	0.19812940328044173	None
Aitchison	CC1	Soil	-203.1960751753655	-72.96590152634009	0.23159028181986888	0.19812940328044173	None
Aitchison	SV1	Soil	-123.80741982262202	-90.46643988482012	0.23159028181986888	0.19812940328044173	None
Aitchison	M31Fcsw	Human-associated	60.52375042869779	-55.96228208903634	0.23159028181986888	0.19812940328044173	None
Aitchison	M11Fcsw	Human-associated	52.78871791330626	-46.992806257445054	0.23159028181986888	0.19812940328044173	None
Aitchison	M31Plmr	Human-associated	16.934603900243594	-54.66203055715674	0.23159028181986888	0.19812940328044173	None
Aitchison	M11Plmr	Human-associated	-14.142961803419272	-53.35630733175275	0.23159028181986888	0.19812940328044173	None
Aitchison	F21Plmr	Human-associated	8.56477699818929	-40.61837279976155	0.23159028181986888	0.19812940328044173	None
Aitchison	M31Tong	Human-associated	41.89685045195456	-2.5043803079504796	0.23159028181986888	0.19812940328044173	None
Aitchison	M11Tong	Human-associated	21.431410243586942	4.009894191403685	0.23159028181986888	0.19812940328044173	None
Aitchison	LMEpi24M	Freshwater	-5.703422563935389	38.52679944776059	0.23159028181986888	0.19812940328044173	None
Aitchison	SLEpi20M	Freshwater	-20.369296717057324	45.81943190411568	0.23159028181986888	0.19812940328044173	None
Aitchison	AQC1cm	Freshwater	-52.455321370479986	131.1930139110014	0.23159028181986888	0.19812940328044173	None
Aitchison	AQC4cm	Freshwater	-74.65475980179303	166.81158971134064	0.23159028181986888	0.19812940328044173	None
Aitchison	AQC7cm	Freshwater	-81.74706089504622	161.93128180071238	0.23159028181986888	0.19812940328044173	None
Aitchison	NP2	Marine/estuarine	32.78360577945253	53.45193741841357	0.23159028181986888	0.19812940328044173	None
Aitchison	NP3	Marine/estuarine	70.90931026954348	39.7192786074474	0.23159028181986888	0.19812940328044173	None
Aitchison	NP5	Marine/estuarine	70.30202283034068	35.69529829062585	0.23159028181986888	0.19812940328044173	None
Aitchison	TRRsed1	Marine/estuarine	55.18402014426209	5.859226770212391	0.23159028181986888	0.19812940328044173	None
Aitchison	TRRsed2	Marine/estuarine	61.16468265613926	8.775918839917532	0.23159028181986888	0.19812940328044173	None
Aitchison	TRRsed3	Marine/estuarine	66.936909874183	-4.356726568205459	0.23159028181986888	0.19812940328044173	None
Aitchison	TS28	Human-associated	64.09687689584355	-47.42426827050382	0.23159028181986888	0.19812940328044173	None
Aitchison	TS29	Human-associated	53.4559227619413	-34.89376768262619	0.23159028181986888	0.19812940328044173	None
Aitchison	Even1	Mock	22.95717081784823	-23.532273951681777	0.23159028181986888	0.19812940328044173	None
Aitchison	Even2	Mock	16.9454071153248	-39.662268157235395	0.23159028181986888	0.19812940328044173	None
Aitchison	Even3	Mock	30.19189327468797	-43.22256987124672	0.23159028181986888	0.19812940328044173	None
Robust Aitchison	CL3	Soil	-2.2603489826444525	-0.40185396596348466	0.3947337024619642	0.3765373732590729	None
Robust Aitchison	CC1	Soil	-2.581377023878429	-0.10295443072184918	0.3947337024619642	0.3765373732590729	None
Robust Aitchison	SV1	Soil	-1.4691349782386425	-0.28923349825663963	0.3947337024619642	0.3765373732590729	None
Robust Aitchison	M31Fcsw	Human-associated	0.4344188802303269	-1.4241309159211752	0.3947337024619642	0.3765373732590729	None
Robust Aitchison	M11Fcsw	Human-associated	0.3210240327165382	-1.1734248710090185	0.3947337024619642	0.3765373732590729	None
Robust Aitchison	M31Plmr	Human-associated	0.32521851988009626	-0.5314728250370189	0.3947337024619642	0.3765373732590729	None
Robust Aitchison	M11Plmr	Human-associated	-0.4364675541636668	-0.36270203008175056	0.3947337024619642	0.3765373732590729	None
Robust Aitchison	F21Plmr	Human-associated	-0.03453353764119005	-0.36479720360360046	0.3947337024619642	0.3765373732590729	None
Robust Aitchison	M31Tong	Human-associated	0.8456440392472081	0.09460389823826404	0.3947337024619642	0.3765373732590729	None
Robust Aitchison	M11Tong	Human-associated	0.3687490275478957	0.1840227780176157	0.3947337024619642	0.3765373732590729	None
Robust Aitchison	LMEpi24M	Freshwater	0.16710355102269892	0.4299904909417928	0.3947337024619642	0.3765373732590729	None
Robust Aitchison	SLEpi20M	Freshwater	-0.0137022860315621	0.6303650223420062	0.3947337024619642	0.3765373732590729	None
Robust Aitchison	AQC1cm	Freshwater	-0.6985156266981396	1.7519532076455542	0.3947337024619642	0.3765373732590729	None
Robust Aitchison	AQC4cm	Freshwater	-0.8168337105026846	2.2969528193535673	0.3947337024619642	0.3765373732590729	None
Robust Aitchison	AQC7cm	Freshwater	-0.9693011911587999	2.1712411701798455	0.3947337024619642	0.3765373732590729	None
Robust Aitchison	NP2	Marine/estuarine	1.3975546313335026	0.9956539150313463	0.3947337024619642	0.3765373732590729	None
Robust Aitchison	NP3	Marine/estuarine	1.7285859231787764	0.8370434650583078	0.3947337024619642	0.3765373732590729	None
Robust Aitchison	NP5	Marine/estuarine	1.9163960652998457	1.045384111019075	0.3947337024619642	0.3765373732590729	None
Robust Aitchison	TRRsed1	Marine/estuarine	0.6313557366683473	-0.08065457341703805	0.3947337024619642	0.3765373732590729	None
Robust Aitchison	TRRsed2	Marine/estuarine	0.674469707588204	-0.11214448659094366	0.3947337024619642	0.3765373732590729	None
Robust Aitchison	TRRsed3	Marine/estuarine	0.5471513715745362	-0.4754180344628318	0.3947337024619642	0.3765373732590729	None
Robust Aitchison	TS28	Human-associated	0.2628133069287647	-1.237584434093978	0.3947337024619642	0.3765373732590729	None
Robust Aitchison	TS29	Human-associated	0.25866949202664635	-1.111822374816362	0.3947337024619642	0.3765373732590729	None
Robust Aitchison	Even1	Mock	-0.2006675267544551	-0.8531379437592865	0.3947337024619642	0.3765373732590729	None
Robust Aitchison	Even2	Mock	-0.25907038515139097	-0.9317411079083415	0.3947337024619642	0.3765373732590729	None
Robust Aitchison	Even3	Mock	-0.1392014823799743	-0.9841381821840518	0.3947337024619642	0.3765373732590729	None
