feature_id	sequence_length	gc_fraction	frequency	samples_observed	in_placements	in_output_tree	in_filtered_table	in_removed_table	candidate_placements	top_likelihood_weight	pendant_length	distal_length	output_tip_branch_length
16f300a764ed32dd3259f6be8ff697de	253	0.592885	7	1	True	True	True	False	1	1.0	0.063057125	0.016551087	0.0630571
178e5b49d1382ecedfaeb479490b0a0b	253	0.517787	2	1	True	True	True	False	7	0.26394352	0.19953221	0.023403574	0.199532
17bcaf5a87036a0156e86b9fd722a418	253	0.505929	4	1	True	True	True	False	7	0.26736474	0.19384526	0.0054391953	0.193845
17cca5dbb858ecc8331af6ce73ecfbbe	253	0.498024	3	1	True	True	True	False	7	0.6035526	0.1786278	0.028978275	0.178628
17df3d296faa86b1b301701e1eebdc7d	254	0.503937	6	1	True	True	True	False	6	0.65408653	0.10255466	0.052892033	0.102555
1878c877726ea800913b57df800be272	253	0.592885	6	1	True	True	True	False	7	0.24994178	6.113515e-06	6.2366435e-06	6.11352e-06
18ff009abc8eccc4c9515ba5d20b2ea9	255	0.47451	8	1	True	True	True	False	1	1.0	0.03605319	0.0037894144	0.0360532
19134cd91473a8716af2fea6515a38ad	254	0.488189	4	1	True	True	True	False	1	1.0	0.01600091	5.989277e-06	0.0160009
1a2c609995e7d735d0d7040ee5bb6e3b	254	0.519685	3	1	True	True	True	False	3	0.45668793	0.23197864	0.1582444	0.231979
1b582e02c5db66d9b19bac42d19cbdfe	253	0.537549	4	1	True	True	True	False	7	0.3279619	0.1516751	0.01578291	0.151675
1c8aaf7ad4d934ef9d673d03d0267425	253	0.581028	2	1	True	True	True	False	2	0.6354023	0.006408925	0.01864502	0.00640893
1e4c881a8860dc325bcfe839a009aebd	253	0.509881	13	1	True	True	True	False	1	1.0	0.027929336	0.019211305	0.0279293
1f35fc598292457fbb482e2b8f4237fd	254	0.519685	4	1	True	True	True	False	7	0.4605916	0.16484922	0.07686696	0.164849
1f8747026500ce37ab66b935d9b1b53e	253	0.521739	131	2	True	True	True	False	1	1.0	0.048536096	0.016493633	0.0485361
1fb6df604938c337483d36ee2e939b92	253	0.501976	4	1	True	True	True	False	1	1.0	0.061733015	0.017226178	0.061733
2062317b64c59a5b7f3844326e77c74a	254	0.480315	2	1	True	True	True	False	4	0.93662333	0.097128086	0.030839382	0.0971281
211f84cff854705248e5f6256a2727a9	254	0.472441	8	2	True	True	True	False	1	1.0	0.104972616	0.08834634	0.104973
219a08aa0eba36293d0eb2bd03fd92de	254	0.511811	3	1	True	True	True	False	7	0.3924513	0.22251093	0.032213215	0.222511
21d6db2bb764f3dcb1826f42e4ceceb7	254	0.527559	5	1	True	True	True	False	7	0.36873242	0.101605184	0.0059494735	0.101605
21f78e2feca8fbd3cde3d8f5f53f0392	253	0.541502	2	1	True	True	True	False	1	1.0	0.06874164	0.05638056	0.0687416
245422d8e5161734680fc1df34efc639	254	0.492126	2	1	True	True	True	False	1	1.0	0.12511739	0.06317226	0.125117
25ac4f5d6d2d91f28705ee0fa3f10bdb	256	0.527344	7	2	True	True	True	False	3	0.9434442	0.099341944	0.0704165	0.0993419
25e119f38effd7d58bf3442bd40eaf00	253	0.533597	62	2	True	True	True	False	5	0.74755764	0.07390383	0.00585993	0.0739038
266d3c050f6688d15024f3c36c9328d8	253	0.608696	19	2	True	True	True	False	1	1.0	6.113515e-06	0.004296684	6.11352e-06
268425f28d1096a853eba13a06210c18	253	0.521739	2	1	True	True	True	False	5	0.2305691	6.113515e-06	6.052492e-06	6.11352e-06
26dbef51cdba97c1f8b84a235ea06f3c	253	0.549407	7	1	True	True	True	False	7	0.14287856	0.0051004146	5.000002e-07	0.00510041
2700161fea3aa737f125e20238356dc6	253	0.533597	50	4	True	True	True	False	5	0.9887028	6.113515e-06	8.240691e-06	6.11352e-06
279be72845ff87119638eed742556e91	253	0.494071	3	1	True	True	True	False	7	0.45094654	0.17500414	8.124683e-06	0.175004
282f2a4eae6189311ff7312c03d5f7d7	253	0.56917	8	1	True	True	True	False	1	1.0	0.06907528	0.009251299	0.0690753
287bbe44da5c1f5deb2b747d3e8dd297	253	0.588933	8	1	True	True	True	False	4	0.5130016	0.0043600183	0.008291697	0.00436002
28c202100ee518d8a495d46af25ed41e	253	0.498024	2	1	True	True	True	False	7	0.39290193	0.09646188	0.09700732	0.0964619
29c348ca28837d49e58c55fc98ac9e80	254	0.535433	7	1	True	True	True	False	3	0.75860065	0.06365337	0.013354627	0.0636534
2a51ac1efc8e7a7807d008295442731e	254	0.511811	7	1	True	True	True	False	4	0.61984986	0.091620594	0.04477882	0.0916206
2abc8c5b975a1b33aec4bffcc84e84c2	253	0.549407	6	1	True	True	True	False	7	0.14285731	6.113515e-06	6.2392064e-06	6.11352e-06
2aeca764af87c7fe4b4ecdfef1e7face	253	0.509881	2	1	True	True	True	False	6	0.35940266	0.09225056	0.012317665	0.0922506
2b1c55727a55a88c4d45510579a1ed1a	253	0.533597	2	1	True	True	True	False	3	0.34023678	0.0038921358	5.7354055e-06	0.00389214
2b9f3a8f685d68714acd248e5e683700	253	0.541502	33	1	True	True	True	False	7	0.14285734	6.113515e-06	5.000002e-07	6.11352e-06
2bfdfef3ab9fe4d267c52f8ee5c80ddd	253	0.537549	30	3	True	True	True	False	1	1.0	0.0104121715	0.0038213176	0.0104122
2cd04b1d0e1b11f8c96708fa90e0def8	253	0.517787	7	1	True	True	True	False	2	0.9968803	6.113515e-06	0.0019203312	6.11352e-06
2dc45b7fb6c25d018ed33151dc488af2	253	0.474308	2	1	True	True	True	False	6	0.5357908	0.09748504	0.0156829	0.097485
2e27723ea895ab1bdef90d3cedae756c	253	0.454545	2	1	True	True	True	False	3	0.9143773	0.15700918	0.07757819	0.157009
2eb524be6fd8ca1d369b90802ec920f7	254	0.551181	11	1	True	True	True	False	6	0.50676143	0.08689242	0.0054461746	0.0868924
321ef9ed6e9912549618aed741da32ae	253	0.521739	4	1	True	True	True	False	4	0.7218176	0.10498688	0.014286917	0.104987
3421464bea79a54e7eef62009457230b	253	0.501976	74	2	True	True	True	False	3	0.6736278	0.12250877	0.029403398	0.122509
34226986d9a7cc490b63dbf9928b9bee	253	0.490119	4	1	True	True	True	False	6	0.724857	0.21127534	8.273126e-06	0.211275
347835f89b2f1d7b5a72588b1b865e37	253	0.513834	2	1	True	True	True	False	4	0.6718796	0.20024203	0.1761544	0.200242
3500fa9dc0abd948eb9ea521d16a0078	253	0.58498	5	1	True	True	True	False	7	0.2684874	0.31570116	0.0047059734	0.315701
35a6f0e22139772d9a3f13bab06a63ef	254	0.480315	2	1	True	True	True	False	7	0.38263482	0.13188249	0.08048644	0.131882
35b5c3571de55e4d911b3b2166603472	254	0.598425	2	1	True	True	True	False	7	0.2768565	0.11732265	0.04996822	0.117323
3715428636032e0e71f8f766bd207496	252	0.539683	6	1	True	True	True	False	3	0.5710173	0.024141278	6.068024e-06	0.0241413
37210dbdd24c1f5b8c4339e77a1dea9f	254	0.527559	9	1	True	True	True	False	1	1.0	0.0063580046	0.039617296	0.006358
37c2360b5cb7a7212a2ff15fba12b270	253	0.537549	4	1	True	True	True	False	7	0.44387183	0.10154517	0.05372	0.101545
38c27ceaed634984c1225a82648cf571	253	0.525692	150	3	True	True	True	False	7	0.14285715	6.113515e-06	5.000002e-07	6.11352e-06
38e47a88b1aa23639981c3b0c41c7cb2	254	0.488189	3	1	True	True	True	False	7	0.7178297	0.17613386	0.04784864	0.176134
3988276297394e687bdf29286da7fade	253	0.505929	3	1	True	True	True	False	1	1.0	0.0077985073	0.0040965304	0.00779851
39d96ded98b9db72e5ce5de3df737669	253	0.450593	4	1	True	True	True	False	3	0.93985415	6.113515e-06	6.8093377e-06	6.11352e-06
3a40f1244d2f3b91b2b6b5032e5f9745	253	0.517787	5	1	True	True	True	False	7	0.14285752	0.11543815	5.000002e-07	0.115438
3aaa89901133838c319d53c68be8fa75	253	0.505929	8	1	True	True	True	False	3	0.46660805	0.016308598	0.033244465	0.0163086
3add7546155d28d51903ff1038f70c36	254	0.523622	20	2	True	True	True	False	3	0.6317469	0.098888144	0.04482933	0.0988881
3b67e7154ea0da9a956643e8984387ff	253	0.58498	5	1	True	True	True	False	4	0.5452491	0.29522616	0.0076570776	0.295226
3b9a01065c42a103da04a5695ff4693f	253	0.604743	3	1	True	True	True	False	3	0.8224605	6.113515e-06	0.0007261521	6.11352e-06
3bc08fee0eec65a1d1aa91483402d80a	253	0.521739	6	1	True	True	True	False	1	1.0	0.06956675	0.02848133	0.0695667
3bf4d00fc2bd96c04242fb5d743b1daf	253	0.529644	12	1	True	True	True	False	1	1.0	6.113515e-06	9.1865895e-06	6.11352e-06
3cfb94dcb6434332475efa51c653318a	254	0.492126	2	1	True	True	True	False	3	0.6127792	0.18988596	0.10506699	0.189886
3cffb8b7f8e218c4e0d2c03d54fdb136	253	0.470356	8	1	True	True	True	False	1	1.0	0.035746895	0.013882758	0.0357469
3d4f0620518694f2572bf2a533bcab57	254	0.492126	3	1	True	True	True	False	4	0.6547547	0.11159329	0.04875468	0.111593
3dbf66ee7707a9c91038139380697b07	253	0.525692	8	1	True	True	True	False	7	0.14285715	6.113515e-06	5.000002e-07	6.11352e-06
3ebe761bfb1238c87195d431f41bf976	253	0.501976	164	3	True	True	True	False	7	0.14285715	6.113515e-06	5.000002e-07	6.11352e-06
41c34e84ce65fba113ea84d635df703e	253	0.55336	4	1	True	True	True	False	1	1.0	6.113515e-06	5.650437e-06	6.11352e-06
42e61a0cfc40a43c642c24c4a280c530	254	0.527559	6	1	True	True	True	False	1	1.0	0.0076519004	0.015472849	0.0076519
42f0e691f302bb1170e2ca8606efe604	254	0.468504	37	2	True	True	True	False	2	0.9717366	0.13646327	0.0064868797	0.136463
44d0ac06b00a1a731a82972d35c27ef7	255	0.45098	3	1	True	True	True	False	2	0.8207606	0.09878409	0.059851915	0.0987841
46bd0a10fe939400736706c91f43717d	254	0.543307	2	1	True	True	True	False	1	1.0	0.10369814	0.03431889	0.103698
46d7d2150b3dcacf1d82862da6c16c1d	253	0.557312	3	1	True	True	True	False	6	0.18044506	0.016642153	6.0977445e-06	0.0166422
472e706255ffc7dcd54a0af2e20c56e3	253	0.545455	3	1	True	True	True	False	1	1.0	0.030592157	0.0285899	0.0305922
47ac5ca58a00fc3761fd3358993649ef	253	0.561265	5	1	True	True	True	False	7	0.18489175	0.0042244	6.098812e-06	0.0042244
483f40d0db4507d1b5793b5a24975841	253	0.494071	3	1	True	True	True	False	6	0.5539366	0.05938103	0.017744023	0.059381
4870859dcfb961dab8ac294550c2ca6c	252	0.535714	2	1	True	True	True	False	7	0.5032547	0.23229225	5.581844e-06	0.232292
48ed1634541c5bcd5f026605416d5be0	253	0.529644	3	1	True	True	True	False	1	1.0	0.10010159	0.042999316	0.100102
48f748d17bb24e9a8e162c71e7eedba3	253	0.470356	13	1	True	True	True	False	5	0.6559841	0.07268414	0.08228357	0.0726841
49a85d1c26f0cadbbe1c36ec5014afa1	253	0.482213	3	1	True	True	True	False	6	0.4996157	0.07670294	0.018084647	0.0767029
4a6524e6dcbe15f3e25bb337b3f3d7ea	254	0.507874	8	1	True	True	True	False	7	0.3358351	0.13615133	0.11189667	0.136151
4a9ba8830a31e244ac9ead09e47dc6cc	255	0.54902	68	2	True	True	True	False	1	1.0	0.03938726	0.043799233	0.0393873
4ad61867e86159b7838ec1e4bdf532fa	253	0.541502	3	1	True	True	True	False	5	0.7366319	0.14043659	0.0053755604	0.140437
4bf17a8e6ba3134f539a2ab3cea0c14b	254	0.570866	3	1	True	True	True	False	3	0.4413933	0.07883505	0.026453806	0.0788351
4cf8382f0c3af4a503676b907ed0c63e	253	0.517787	3	1	True	True	True	False	7	0.27087882	0.10768593	0.00085461396	0.107686
4e2314979e808957a86b1e112676bc20	253	0.505929	7	2	True	True	True	False	7	0.23024845	0.20311433	0.0014793696	0.203114
4e7fc7dc1f2f4ac6d3a0a3e908b145f0	253	0.494071	5	1	True	True	True	False	1	1.0	0.03177045	0.028222399	0.0317704
4f997184acb57f8c74379fa58c8f1693	253	0.545455	3	1	True	True	True	False	2	0.89754564	0.114142895	0.020016879	0.114143
536d7b9c42b621a92014ed3fe67df968	253	0.55336	3	1	True	True	True	False	1	1.0	0.14876798	0.090559736	0.148768
53a1479ccd9e6c5aa96485388699bf94	253	0.517787	5	1	True	True	True	False	7	0.34659356	0.16014278	0.005518128	0.160143
53b99adc639a34045af07c9c873862df	254	0.503937	3	1	True	True	True	False	3	0.7159399	0.12986743	0.13992819	0.129867
54c05a1e59ddd42bd97a0a8f522bf591	253	0.557312	12	2	True	True	True	False	2	0.9839132	0.07523476	0.05157976	0.0752348
54e79fcb0bd002cefdec446685a3d676	253	0.557312	5	1	True	True	True	False	7	0.31321996	0.098141134	0.04885992	0.0981411
5526a476ac2ae4ef08b7bcb1a33d7f53	254	0.472441	3	1	True	True	True	False	4	0.4724409	0.08848984	0.08675876	0.0884898
55c53ff953d747ebfb514235c8c7286c	253	0.541502	3	1	True	True	True	False	7	0.65219474	0.15251201	0.012433808	0.152512
571e0de2d6989f71ebd61045f7277b9a	254	0.531496	13	1	True	True	True	False	1	1.0	0.04275724	0.040777016	0.0427572
575a5bc66f7912c4ad48a34a36ab4774	254	0.452756	5	1	True	True	True	False	6	0.3351306	0.123758964	0.059792474	0.123759
576ec6e8c13362133c1dbe96985d47d1	289	0.557093	19	2	True	True	True	False	1	1.0	0.052484542	0.03086889	0.0524845
586ee8bd7ab4a9a8074517b760b32ace	253	0.525692	87	2	True	True	True	False	1	1.0	0.043686274	0.016597765	0.0436863
58b4bb90ea99ffb8f9c00fced2c0e798	253	0.565217	2	1	True	True	True	False	3	0.5965136	0.056506075	0.0035634157	0.0565061
58dc31ebc41b77888661072e6c799341	254	0.531496	2	1	True	True	True	False	7	0.44323123	0.076574065	0.032746226	0.0765741
59dd6d3f3f896c4309537cf26c3597a3	253	0.545455	49	2	True	True	True	False	7	0.14297512	6.113515e-06	9.279997e-06	6.11352e-06
59e0dff8c0b1047b3e8c35d69f2b203e	253	0.529644	2	1	True	True	True	False	7	0.69218135	0.15603864	0.086128235	0.156039
5a646f256a19b7f4d68dbe74e563b5d9	253	0.588933	5	1	True	True	True	False	3	0.578996	0.044379376	0.03776796	0.0443794
5a7b179b1b45f0fe2282f260bf073f60	253	0.565217	9	1	True	True	True	False	7	0.14285715	6.113515e-06	5.000002e-07	6.11352e-06
5a8eb6a2625d5ae58cfeae791bf73c97	255	0.482353	5	1	True	True	True	False	1	1.0	0.004033424	0.0010559397	0.00403342
5ad2c891084262e1078ff79ed5667653	303	0.514851	3	1	True	True	True	False	7	0.37730584	0.104496576	0.008004845	0.104497
5c5682c8646261d3f1fa51270c21f95d	253	0.458498	4	2	True	True	True	False	5	0.4695162	0.18528928	0.041552413	0.185289
5c92bac0e203e2d9b207cfacf4afd4d8	253	0.498024	6	1	True	True	True	False	1	1.0	6.113515e-06	0.0014340578	6.11352e-06
5da32e051bdda695c26f4cc556c3aede	253	0.505929	198	2	True	True	True	False	7	0.1428799	6.113515e-06	7.181967e-06	6.11352e-06
5ea0169ea1bec162f836ed8493e22f2c	254	0.503937	7	1	True	True	True	False	1	1.0	0.14039592	0.114348225	0.140396
5f3443a78c43d705e1c1749add3951ff	253	0.438735	4	1	True	True	True	False	7	0.40891263	0.058019288	0.045341082	0.0580193
5fe8a79baa0e9601bc73ff3938dbf497	253	0.545455	4	1	True	True	True	False	7	0.14285715	6.113515e-06	5.000002e-07	6.11352e-06
60e788e44b093e436155116d1e8c46c8	253	0.529644	11	1	True	True	True	False	1	1.0	0.0044809906	8.708946e-06	0.00448099
615d65be0a5ba4f62e9d7aa1bffb4277	253	0.56917	34	2	True	True	True	False	4	0.49263948	0.15523852	0.05676021	0.155239
6376ea6dab7d0fde3cd66f53b57e1484	253	0.521739	20	2	True	True	True	False	7	0.14285715	6.113515e-06	5.000002e-07	6.11352e-06
637b9b3f4d1cbb1a10c07817619cdf69	253	0.513834	72	4	True	True	True	False	7	0.14285715	6.113515e-06	5.000002e-07	6.11352e-06
65a75a16ddf0882daec9e72eea3aa180	253	0.533597	28	1	True	True	True	False	7	0.14404151	6.113515e-06	6.258758e-06	6.11352e-06
660000e9af98122dc79d1d5f709757c0	253	0.533597	3	1	True	True	True	False	3	0.9698528	0.11763677	0.062367756	0.117637
66b9c0da2db3f4947f50e1fcd1602dd6	253	0.505929	4	1	True	True	True	False	2	0.9598728	0.029452834	0.07156529	0.0294528
67793ee2b745d7e3f566a720a5e77c26	254	0.527559	13	2	True	True	True	False	3	0.73768216	0.120493494	0.08234764	0.120493
67e959ec1398cee2946858ecda5af98b	253	0.612648	10	2	True	True	True	False	2	0.9857195	0.008139575	8.023811e-06	0.00813957
68f7e28cb4418c9b9994ff0e555addcf	253	0.592885	8	1	True	True	True	False	7	0.27213553	0.01067603	7.2073603e-06	0.010676
6966f7f2054d9694533f9fc7fda04558	253	0.565217	4	1	True	True	True	False	1	1.0	0.019294336	5.3934064e-06	0.0192943
6a511260664430ae24e9249220a4fc8f	253	0.565217	2	1	True	True	True	False	2	0.5010956	0.018605787	0.00038716628	0.0186058
6b3758e874b41b21031413a3ac761acd	253	0.490119	2	1	True	True	True	False	6	0.8043636	0.12574938	0.008230048	0.125749
6b67de2223e4b9c10dc62599f3136206	254	0.559055	53	3	True	True	True	False	3	0.8602463	0.08891474	0.05013349	0.0889147
6c01e6ec2eb4fb3e4dfe43d91bc05a35	254	0.53937	2	1	True	True	True	False	7	0.6310627	0.31665975	0.011228039	0.31666
6d20310fd50f3406d820d66d8ac6bdc5	252	0.527778	2	1	True	True	True	False	3	0.8441861	0.2545801	0.036477786	0.25458
6e2e552c604e2ee6c958b37907379328	253	0.573123	5	1	True	True	True	False	5	0.64103717	0.08008998	0.0057730894	0.08009
6e9dc9ebc7f9f2b9381638ed8c9be6f0	253	0.533597	4	1	True	True	True	False	7	0.29970536	0.1926309	0.008978768	0.192631
6f3f2c4d9a1c514496e5636651b26090	296	0.530405	3	1	True	True	True	False	7	0.36487752	0.1233732	0.07573851	0.123373
70d187eb58572a3bcebecbd95b3a4d38	254	0.484252	3	1	True	True	True	False	7	0.22153346	0.13405307	0.09286481	0.134053
7226e51d3542effad78d066ca9b7cea2	252	0.507937	2	1	True	True	True	False	7	0.35160857	0.18252435	0.039003737	0.182524
7346ee25c4de4df48f80d736342c1c02	253	0.592885	72	4	True	True	True	False	1	1.0	6.113515e-06	0.007389725	6.11352e-06
74b0e284d972ddedb9ca556e2d0ca028	253	0.521739	6	1	True	True	True	False	6	0.17009982	6.113515e-06	8.8574825e-06	6.11352e-06
77ac885dcb1a5ca9272a721191bd908f	254	0.57874	22	2	True	True	True	False	3	0.7394956	0.124102905	0.03699077	0.124103
783ea4aab429fb9aa20a1264074ae60c	253	0.529644	4	1	True	True	True	False	2	0.9898774	0.01861438	7.730306e-06	0.0186144
78daa5588afa4e1f1b1f8696afbb1260	255	0.556863	3	1	True	True	True	False	2	0.98044497	0.15489525	0.035011444	0.154895
7bdac97dd5b3ca2432bb2b20320e5500	253	0.533597	3	1	True	True	True	False	7	0.5394984	0.1115709	6.955344e-06	0.111571
7c2457a2da138c586b4fb5072997efbb	254	0.547244	7	1	True	True	True	False	7	0.37033948	0.045002393	0.011895879	0.0450024
7caa9381452864233f5bc89d1bca5a92	254	0.559055	13	2	True	True	True	False	7	0.5012907	0.09493542	0.00519913	0.0949354
7da5a08a0f3713731b1ec0bdefe97783	253	0.565217	15	2	True	True	True	False	5	0.42747673	0.01879057	0.0022847091	0.0187906
7daff9940d5f6df38a496252eb7dc98a	253	0.470356	3	1	True	True	True	False	1	1.0	0.03924085	0.008483224	0.0392409
7e7deb01f0491d33ecb87427fcbeb1ee	253	0.466403	20	2	True	True	True	False	7	0.142864	6.113515e-06	5.000002e-07	6.11352e-06
7eb03f37e0df2e91756000f54b92a3ff	253	0.462451	7	1	True	True	True	False	5	0.69618994	0.04332623	0.049737077	0.0433262
7fc72bae05914d2a9d0ddadb3af5fbb7	253	0.490119	9	1	True	True	True	False	3	0.7112654	0.105147384	0.030144969	0.105147
7fe5140fabab7789c1dbaa9a5939bedd	253	0.525692	20	1	True	True	True	False	7	0.7401955	0.08437814	0.005245247	0.0843781
80d11785b5400ad33e1293d8c72d736d	253	0.482213	7	1	True	True	True	False	7	0.29959485	0.065531574	0.010561607	0.0655316
80d3501f78a03f9396161c0abd018c18	253	0.478261	14	1	True	True	True	False	2	0.9823228	0.01307477	0.004185858	0.0130748
8180787793ddae9c1ce4a8f5fdd43e42	253	0.501976	6	1	True	True	True	False	1	1.0	0.10267993	0.022389175	0.10268
82c5d781264721f87110d8a4dfb8f8a2	254	0.5	6	1	True	True	True	False	5	0.78376746	0.09448786	0.0841064	0.0944879
82ec53e4344ddf93f89cfc2e583e81e0	254	0.476378	3	1	True	True	True	False	6	0.43217233	0.0784666	0.040897004	0.0784666
844153abf4b2fff43c23531c070afc26	253	0.505929	2	1	True	True	True	False	1	1.0	0.003905187	8.636262e-06	0.00390519
844dbf54e9b6647e87b349fbaa83b78a	254	0.488189	4	1	True	True	True	False	3	0.9624827	0.13524672	0.117478006	0.135247
84d53da3860d39365c990c7a322c4d1f	253	0.482213	2	1	True	True	True	False	1	1.0	0.12183272	0.029341197	0.121833
851e56d6147b8e4d3d28cafb27228449	253	0.561265	7	1	True	True	True	False	1	1.0	0.052968085	0.011340172	0.0529681
855919a3a96c487ce877691029c8f660	253	0.533597	3	1	True	True	True	False	3	0.49886087	0.016507495	5.311908e-06	0.0165075
85ac83daa78930e71ceff45dcd61ee12	253	0.577075	4	1	True	True	True	False	3	0.33379477	6.113515e-06	6.252705e-06	6.11352e-06
8657067009fc7880ffa92458ac4b5103	253	0.474308	7	1	True	True	True	False	7	0.26847345	0.058772158	6.090924e-06	0.0587722
868e0165fe32a8925b7f20afa5e1dbfc	253	0.537549	11	1	True	True	True	False	7	0.14285715	6.113515e-06	5.000002e-07	6.11352e-06
86c85cb7ac8dcefc3644041883421c24	253	0.505929	5	1	True	True	True	False	2	0.98663694	0.05700435	0.020489283	0.0570044
8794266a9850580f5e066fcd3caea9c9	253	0.458498	3	1	True	True	True	False	4	0.5888407	0.14401072	5.2147184e-06	0.144011
87e503bff5c5886e5938a97aa0afb1d5	253	0.501976	22	2	True	True	True	False	7	0.30410758	0.29145652	8.517692e-06	0.291457
87f23dff63ebabb1ee31b6a816a6f2e4	253	0.55336	3	1	True	True	True	False	5	0.6997865	0.18676493	0.021056855	0.186765
880f37c3b162f77eaf2171436908e134	253	0.565217	4	1	True	True	True	False	1	1.0	0.09405811	0.020526398	0.0940581
8820549df4df1d033172dd187319d06f	254	0.496063	4	1	True	True	True	False	1	1.0	6.113515e-06	0.01182296	6.11352e-06
8980c65cc2b3c63bf079e3397ed5ceaf	253	0.474308	8	2	True	True	True	False	3	0.6628161	0.123518005	0.052638087	0.123518
89fa0981707da59c8cede9f5d70afe62	254	0.511811	26	2	True	True	True	False	3	0.86375564	0.095911905	0.011755838	0.0959119
8a42d1b77fa69e52beee81716fc28799	253	0.525692	9	2	True	True	True	False	7	0.65728784	0.29719037	0.12534039	0.29719
8b91e5b1c412877f96a4a342ab6dc680	253	0.498024	32	2	True	True	True	False	7	0.14346386	6.113515e-06	6.101547e-06	6.11352e-06
8c17243ee0487252b481d5550f986696	253	0.517787	3	1	True	True	True	False	3	0.8974804	0.093229294	0.0041020275	0.0932293
8ceae18ee0348d694b1a6f77def3b22e	253	0.466403	21	1	True	True	True	False	1	1.0	6.113515e-06	5.193419e-06	6.11352e-06
