Rank	Taxon	RankQualifiedTaxon	SampleID	RelativeAbundance	Percent	GroupCode	Group
Phylum	Tenericutes	P · Tenericutes	S1	0	0	IW	Inland wetland
Phylum	Thaumarchaeota	P · Thaumarchaeota	S1	0.003132096155351969	0.31320961553519694	IW	Inland wetland
Phylum	Thermotogae	P · Thermotogae	S1	7.830240388379923e-5	0.007830240388379922	IW	Inland wetland
Phylum	TM6	P · TM6	S1	3.5236081747709656e-4	0.035236081747709654	IW	Inland wetland
Phylum	Unknown phylum	P · Unknown phylum	S1	0.0037193641844804636	0.37193641844804637	IW	Inland wetland
Phylum	Verrucomicrobia	P · Verrucomicrobia	S1	0.12023334116357372	12.023334116357372	IW	Inland wetland
Phylum	WCHB1-60	P · WCHB1-60	S1	5.08965625244695e-4	0.0508965625244695	IW	Inland wetland
Phylum	WD272	P · WD272	S1	3.9151201941899614e-4	0.03915120194189962	IW	Inland wetland
Phylum	Woesearchaeota (DHVEG-6)	P · Woesearchaeota (DHVEG-6)	S1	3.5236081747709656e-4	0.035236081747709654	IW	Inland wetland
Phylum	Acetothermia	P · Acetothermia	S2	0	0	IW	Inland wetland
Phylum	Acidobacteria	P · Acidobacteria	S2	0.2476834553878344	24.76834553878344	IW	Inland wetland
Phylum	Actinobacteria	P · Actinobacteria	S2	0.08384396951128381	8.38439695112838	IW	Inland wetland
Phylum	Aerophobetes	P · Aerophobetes	S2	1.1209086833059333e-4	0.011209086833059333	IW	Inland wetland
Phylum	Aminicenantes	P · Aminicenantes	S2	2.9890898221491554e-4	0.029890898221491553	IW	Inland wetland
Phylum	Armatimonadetes	P · Armatimonadetes	S2	0.004334180242116276	0.43341802421162756	IW	Inland wetland
Phylum	Atribacteria	P · Atribacteria	S2	0	0	IW	Inland wetland
Phylum	Bacteroidetes	P · Bacteroidetes	S2	0.03265580630697953	3.265580630697953	IW	Inland wetland
Phylum	Caldiserica	P · Caldiserica	S2	0	0	IW	Inland wetland
Phylum	Candidate division OP3	P · Candidate division OP3	S2	4.8572709609923776e-4	0.04857270960992378	IW	Inland wetland
Phylum	Candidate division SR1	P · Candidate division SR1	S2	0	0	IW	Inland wetland
Phylum	Chlamydiae	P · Chlamydiae	S2	7.472724555372888e-5	0.007472724555372888	IW	Inland wetland
Phylum	Chlorobi	P · Chlorobi	S2	0.00403527125990136	0.403527125990136	IW	Inland wetland
Phylum	Chloroflexi	P · Chloroflexi	S2	0.18838738604095054	18.838738604095052	IW	Inland wetland
Phylum	Cloacimonetes	P · Cloacimonetes	S2	7.472724555372888e-5	0.007472724555372888	IW	Inland wetland
Phylum	Cyanobacteria	P · Cyanobacteria	S2	0.0013824540427439845	0.13824540427439846	IW	Inland wetland
Phylum	Deferribacteres	P · Deferribacteres	S2	3.736362277686444e-5	0.003736362277686444	IW	Inland wetland
Phylum	Deinococcus-Thermus	P · Deinococcus-Thermus	S2	3.7363622776864444e-4	0.03736362277686445	IW	Inland wetland
Phylum	Dictyoglomi	P · Dictyoglomi	S2	0	0	IW	Inland wetland
Phylum	Elusimicrobia	P · Elusimicrobia	S2	0.0016439994021820357	0.16439994021820356	IW	Inland wetland
Phylum	Euryarchaeota	P · Euryarchaeota	S2	1.4945449110745777e-4	0.014945449110745777	IW	Inland wetland
Phylum	Fibrobacteres	P · Fibrobacteres	S2	0	0	IW	Inland wetland
Phylum	Firmicutes	P · Firmicutes	S2	0.013301449708563742	1.3301449708563742	IW	Inland wetland
Phylum	Fusobacteria	P · Fusobacteria	S2	0	0	IW	Inland wetland
Phylum	Gemmatimonadetes	P · Gemmatimonadetes	S2	0.026117172321028247	2.6117172321028246	IW	Inland wetland
Phylum	GOUTA4	P · GOUTA4	S2	0	0	IW	Inland wetland
Phylum	Gracilibacteria	P · Gracilibacteria	S2	3.736362277686444e-5	0.003736362277686444	IW	Inland wetland
Phylum	Hyd24-12	P · Hyd24-12	S2	0	0	IW	Inland wetland
Phylum	Hydrogenedentes	P · Hydrogenedentes	S2	2.615453594380511e-4	0.02615453594380511	IW	Inland wetland
Phylum	JL-ETNP-Z39	P · JL-ETNP-Z39	S2	1.4945449110745777e-4	0.014945449110745777	IW	Inland wetland
Phylum	Latescibacteria	P · Latescibacteria	S2	0.008668360484232552	0.8668360484232551	IW	Inland wetland
Phylum	LCP-89	P · LCP-89	S2	0	0	IW	Inland wetland
Phylum	Lentisphaerae	P · Lentisphaerae	S2	4.8572709609923776e-4	0.04857270960992378	IW	Inland wetland
Phylum	Marinimicrobia (SAR406 clade)	P · Marinimicrobia (SAR406 clade)	S2	0	0	IW	Inland wetland
Phylum	Microgenomates	P · Microgenomates	S2	3.736362277686444e-5	0.003736362277686444	IW	Inland wetland
Phylum	Miscellaneous Crenarchaeotic Group	P · Miscellaneous Crenarchaeotic Group	S2	4.8572709609923776e-4	0.04857270960992378	IW	Inland wetland
Phylum	Nitrospirae	P · Nitrospirae	S2	0.019989538185622477	1.9989538185622477	IW	Inland wetland
Phylum	Omnitrophica	P · Omnitrophica	S2	2.2418173666118667e-4	0.022418173666118667	IW	Inland wetland
Phylum	Parcubacteria	P · Parcubacteria	S2	5.230907188761022e-4	0.05230907188761022	IW	Inland wetland
Phylum	Planctomycetes	P · Planctomycetes	S2	0.04121207592288148	4.121207592288148	IW	Inland wetland
Phylum	Proteobacteria	P · Proteobacteria	S2	0.20497683455387836	20.497683455387836	IW	Inland wetland
Phylum	Saccharibacteria	P · Saccharibacteria	S2	7.472724555372888e-5	0.007472724555372888	IW	Inland wetland
Phylum	SHA-109	P · SHA-109	S2	1.8681811388432222e-4	0.018681811388432223	IW	Inland wetland
Phylum	SM2F11	P · SM2F11	S2	1.8681811388432222e-4	0.018681811388432223	IW	Inland wetland
Phylum	Spirochaetae	P · Spirochaetae	S2	6.7254520998356e-4	0.06725452099835601	IW	Inland wetland
Phylum	Synergistetes	P · Synergistetes	S2	0	0	IW	Inland wetland
Phylum	TA06	P · TA06	S2	3.736362277686444e-5	0.003736362277686444	IW	Inland wetland
Phylum	Tenericutes	P · Tenericutes	S2	0	0	IW	Inland wetland
Phylum	Thaumarchaeota	P · Thaumarchaeota	S2	0.00100881781497534	0.100881781497534	IW	Inland wetland
Phylum	Thermotogae	P · Thermotogae	S2	7.472724555372888e-5	0.007472724555372888	IW	Inland wetland
Phylum	TM6	P · TM6	S2	1.8681811388432222e-4	0.018681811388432223	IW	Inland wetland
Phylum	Unknown phylum	P · Unknown phylum	S2	0.002129726498281273	0.21297264982812733	IW	Inland wetland
Phylum	Verrucomicrobia	P · Verrucomicrobia	S2	0.11268868629502317	11.268868629502316	IW	Inland wetland
Phylum	WCHB1-60	P · WCHB1-60	S2	3.3627260499178e-4	0.033627260499178004	IW	Inland wetland
Phylum	WD272	P · WD272	S2	3.7363622776864444e-4	0.03736362277686445	IW	Inland wetland
Phylum	Woesearchaeota (DHVEG-6)	P · Woesearchaeota (DHVEG-6)	S2	0	0	IW	Inland wetland
Phylum	Acetothermia	P · Acetothermia	S3	0	0	IW	Inland wetland
Phylum	Acidobacteria	P · Acidobacteria	S3	0.24885151444366582	24.88515144436658	IW	Inland wetland
Phylum	Actinobacteria	P · Actinobacteria	S3	0.08837499026707156	8.837499026707157	IW	Inland wetland
Phylum	Aerophobetes	P · Aerophobetes	S3	0	0	IW	Inland wetland
Phylum	Aminicenantes	P · Aminicenantes	S3	3.893171377404033e-4	0.03893171377404033	IW	Inland wetland
Phylum	Armatimonadetes	P · Armatimonadetes	S3	0.0038931713774040333	0.38931713774040333	IW	Inland wetland
Phylum	Atribacteria	P · Atribacteria	S3	0	0	IW	Inland wetland
Phylum	Bacteroidetes	P · Bacteroidetes	S3	0.02694074593163591	2.6940745931635908	IW	Inland wetland
Phylum	Caldiserica	P · Caldiserica	S3	0	0	IW	Inland wetland
Phylum	Candidate division OP3	P · Candidate division OP3	S3	1.5572685509616132e-4	0.015572685509616133	IW	Inland wetland
Phylum	Candidate division SR1	P · Candidate division SR1	S3	0	0	IW	Inland wetland
Phylum	Chlamydiae	P · Chlamydiae	S3	2.33590282644242e-4	0.023359028264424198	IW	Inland wetland
Phylum	Chlorobi	P · Chlorobi	S3	0.006540527914038776	0.6540527914038776	IW	Inland wetland
Phylum	Chloroflexi	P · Chloroflexi	S3	0.16623841781515222	16.62384178151522	IW	Inland wetland
Phylum	Cloacimonetes	P · Cloacimonetes	S3	7.786342754808066e-5	0.007786342754808067	IW	Inland wetland
Phylum	Cyanobacteria	P · Cyanobacteria	S3	0.00116795141322121	0.116795141322121	IW	Inland wetland
Phylum	Deferribacteres	P · Deferribacteres	S3	0	0	IW	Inland wetland
Phylum	Deinococcus-Thermus	P · Deinococcus-Thermus	S3	7.00770847932726e-4	0.0700770847932726	IW	Inland wetland
Phylum	Dictyoglomi	P · Dictyoglomi	S3	0	0	IW	Inland wetland
Phylum	Elusimicrobia	P · Elusimicrobia	S3	0.0010900879856731293	0.10900879856731292	IW	Inland wetland
Phylum	Euryarchaeota	P · Euryarchaeota	S3	3.893171377404033e-4	0.03893171377404033	IW	Inland wetland
Phylum	Fibrobacteres	P · Fibrobacteres	S3	0	0	IW	Inland wetland
Phylum	Firmicutes	P · Firmicutes	S3	0.018297905473798958	1.8297905473798959	IW	Inland wetland
Phylum	Fusobacteria	P · Fusobacteria	S3	0	0	IW	Inland wetland
Phylum	Gemmatimonadetes	P · Gemmatimonadetes	S3	0.021412442575722182	2.141244257572218	IW	Inland wetland
Phylum	GOUTA4	P · GOUTA4	S3	0	0	IW	Inland wetland
Phylum	Gracilibacteria	P · Gracilibacteria	S3	0	0	IW	Inland wetland
Phylum	Hyd24-12	P · Hyd24-12	S3	0	0	IW	Inland wetland
Phylum	Hydrogenedentes	P · Hydrogenedentes	S3	1.5572685509616132e-4	0.015572685509616133	IW	Inland wetland
Phylum	JL-ETNP-Z39	P · JL-ETNP-Z39	S3	7.786342754808066e-5	0.007786342754808067	IW	Inland wetland
Phylum	Latescibacteria	P · Latescibacteria	S3	0.005138986218173324	0.5138986218173324	IW	Inland wetland
Phylum	LCP-89	P · LCP-89	S3	0	0	IW	Inland wetland
Phylum	Lentisphaerae	P · Lentisphaerae	S3	2.33590282644242e-4	0.023359028264424198	IW	Inland wetland
Phylum	Marinimicrobia (SAR406 clade)	P · Marinimicrobia (SAR406 clade)	S3	0	0	IW	Inland wetland
Phylum	Microgenomates	P · Microgenomates	S3	0	0	IW	Inland wetland
Phylum	Miscellaneous Crenarchaeotic Group	P · Miscellaneous Crenarchaeotic Group	S3	0.0015572685509616132	0.15572685509616133	IW	Inland wetland
Phylum	Nitrospirae	P · Nitrospirae	S3	0.022035349996106828	2.203534999610683	IW	Inland wetland
Phylum	Omnitrophica	P · Omnitrophica	S3	7.786342754808066e-5	0.007786342754808067	IW	Inland wetland
Phylum	Parcubacteria	P · Parcubacteria	S3	0.001401541695865452	0.1401541695865452	IW	Inland wetland
Phylum	Planctomycetes	P · Planctomycetes	S3	0.041423343455578916	4.142334345557892	IW	Inland wetland
Phylum	Proteobacteria	P · Proteobacteria	S3	0.2106984349451063	21.06984349451063	IW	Inland wetland
Phylum	Saccharibacteria	P · Saccharibacteria	S3	1.5572685509616132e-4	0.015572685509616133	IW	Inland wetland
Phylum	SHA-109	P · SHA-109	S3	1.5572685509616132e-4	0.015572685509616133	IW	Inland wetland
Phylum	SM2F11	P · SM2F11	S3	0.001635131978509694	0.1635131978509694	IW	Inland wetland
Phylum	Spirochaetae	P · Spirochaetae	S3	4.67180565288484e-4	0.046718056528848396	IW	Inland wetland
Phylum	Synergistetes	P · Synergistetes	S3	0	0	IW	Inland wetland
Phylum	TA06	P · TA06	S3	0	0	IW	Inland wetland
Phylum	Tenericutes	P · Tenericutes	S3	0	0	IW	Inland wetland
Phylum	Thaumarchaeota	P · Thaumarchaeota	S3	0.0010900879856731293	0.10900879856731292	IW	Inland wetland
Phylum	Thermotogae	P · Thermotogae	S3	7.786342754808066e-5	0.007786342754808067	IW	Inland wetland
Phylum	TM6	P · TM6	S3	0.0019465856887020167	0.19465856887020166	IW	Inland wetland
Phylum	Unknown phylum	P · Unknown phylum	S3	0.0031145371019232265	0.31145371019232265	IW	Inland wetland
Phylum	Verrucomicrobia	P · Verrucomicrobia	S3	0.12302421552596746	12.302421552596746	IW	Inland wetland
Phylum	WCHB1-60	P · WCHB1-60	S3	7.786342754808066e-5	0.007786342754808067	IW	Inland wetland
Phylum	WD272	P · WD272	S3	7.00770847932726e-4	0.0700770847932726	IW	Inland wetland
Phylum	Woesearchaeota (DHVEG-6)	P · Woesearchaeota (DHVEG-6)	S3	0	0	IW	Inland wetland
Phylum	Acetothermia	P · Acetothermia	S4	0	0	IW	Inland wetland
Phylum	Acidobacteria	P · Acidobacteria	S4	0.26385542168674697	26.385542168674696	IW	Inland wetland
Phylum	Actinobacteria	P · Actinobacteria	S4	0.08832831325301205	8.832831325301205	IW	Inland wetland
Phylum	Aerophobetes	P · Aerophobetes	S4	1.5060240963855423e-4	0.015060240963855423	IW	Inland wetland
Phylum	Aminicenantes	P · Aminicenantes	S4	1.5060240963855423e-4	0.015060240963855423	IW	Inland wetland
Phylum	Armatimonadetes	P · Armatimonadetes	S4	0.005271084337349397	0.5271084337349398	IW	Inland wetland
Phylum	Atribacteria	P · Atribacteria	S4	0	0	IW	Inland wetland
Phylum	Bacteroidetes	P · Bacteroidetes	S4	0.022439759036144577	2.2439759036144578	IW	Inland wetland
Phylum	Caldiserica	P · Caldiserica	S4	0	0	IW	Inland wetland
Phylum	Candidate division OP3	P · Candidate division OP3	S4	0	0	IW	Inland wetland
Phylum	Candidate division SR1	P · Candidate division SR1	S4	0	0	IW	Inland wetland
Phylum	Chlamydiae	P · Chlamydiae	S4	1.5060240963855423e-4	0.015060240963855423	IW	Inland wetland
Phylum	Chlorobi	P · Chlorobi	S4	0.007981927710843374	0.7981927710843374	IW	Inland wetland
Phylum	Chloroflexi	P · Chloroflexi	S4	0.14909638554216867	14.909638554216867	IW	Inland wetland
Phylum	Cloacimonetes	P · Cloacimonetes	S4	0	0	IW	Inland wetland
Phylum	Cyanobacteria	P · Cyanobacteria	S4	9.789156626506025e-4	0.09789156626506025	IW	Inland wetland
Phylum	Deferribacteres	P · Deferribacteres	S4	0	0	IW	Inland wetland
Phylum	Deinococcus-Thermus	P · Deinococcus-Thermus	S4	4.5180722891566266e-4	0.045180722891566265	IW	Inland wetland
Phylum	Dictyoglomi	P · Dictyoglomi	S4	0	0	IW	Inland wetland
Phylum	Elusimicrobia	P · Elusimicrobia	S4	0.001430722891566265	0.1430722891566265	IW	Inland wetland
Phylum	Euryarchaeota	P · Euryarchaeota	S4	8.283132530120482e-4	0.08283132530120482	IW	Inland wetland
Phylum	Fibrobacteres	P · Fibrobacteres	S4	0	0	IW	Inland wetland
Phylum	Firmicutes	P · Firmicutes	S4	0.01588855421686747	1.5888554216867472	IW	Inland wetland
Phylum	Fusobacteria	P · Fusobacteria	S4	0	0	IW	Inland wetland
Phylum	Gemmatimonadetes	P · Gemmatimonadetes	S4	0.023343373493975902	2.33433734939759	IW	Inland wetland
Phylum	GOUTA4	P · GOUTA4	S4	0	0	IW	Inland wetland
Phylum	Gracilibacteria	P · Gracilibacteria	S4	0	0	IW	Inland wetland
Phylum	Hyd24-12	P · Hyd24-12	S4	0	0	IW	Inland wetland
Phylum	Hydrogenedentes	P · Hydrogenedentes	S4	2.2590361445783133e-4	0.022590361445783132	IW	Inland wetland
Phylum	JL-ETNP-Z39	P · JL-ETNP-Z39	S4	7.530120481927712e-5	0.007530120481927712	IW	Inland wetland
Phylum	Latescibacteria	P · Latescibacteria	S4	0.0017319277108433734	0.17319277108433734	IW	Inland wetland
Phylum	LCP-89	P · LCP-89	S4	7.530120481927712e-5	0.007530120481927712	IW	Inland wetland
Phylum	Lentisphaerae	P · Lentisphaerae	S4	9.789156626506025e-4	0.09789156626506025	IW	Inland wetland
Phylum	Marinimicrobia (SAR406 clade)	P · Marinimicrobia (SAR406 clade)	S4	0	0	IW	Inland wetland
Phylum	Microgenomates	P · Microgenomates	S4	0	0	IW	Inland wetland
Phylum	Miscellaneous Crenarchaeotic Group	P · Miscellaneous Crenarchaeotic Group	S4	6.77710843373494e-4	0.0677710843373494	IW	Inland wetland
Phylum	Nitrospirae	P · Nitrospirae	S4	0.017846385542168674	1.7846385542168675	IW	Inland wetland
Phylum	Omnitrophica	P · Omnitrophica	S4	3.0120481927710846e-4	0.030120481927710847	IW	Inland wetland
Phylum	Parcubacteria	P · Parcubacteria	S4	0.00338855421686747	0.338855421686747	IW	Inland wetland
Phylum	Planctomycetes	P · Planctomycetes	S4	0.035542168674698796	3.5542168674698797	IW	Inland wetland
Phylum	Proteobacteria	P · Proteobacteria	S4	0.25670180722891567	25.670180722891565	IW	Inland wetland
Phylum	Saccharibacteria	P · Saccharibacteria	S4	5.271084337349398e-4	0.05271084337349398	IW	Inland wetland
Phylum	SHA-109	P · SHA-109	S4	2.2590361445783133e-4	0.022590361445783132	IW	Inland wetland
Phylum	SM2F11	P · SM2F11	S4	0.0011295180722891566	0.11295180722891565	IW	Inland wetland
Phylum	Spirochaetae	P · Spirochaetae	S4	6.024096385542169e-4	0.06024096385542169	IW	Inland wetland
Phylum	Synergistetes	P · Synergistetes	S4	0	0	IW	Inland wetland
Phylum	TA06	P · TA06	S4	1.5060240963855423e-4	0.015060240963855423	IW	Inland wetland
Phylum	Tenericutes	P · Tenericutes	S4	0	0	IW	Inland wetland
Phylum	Thaumarchaeota	P · Thaumarchaeota	S4	9.789156626506025e-4	0.09789156626506025	IW	Inland wetland
Phylum	Thermotogae	P · Thermotogae	S4	0	0	IW	Inland wetland
Phylum	TM6	P · TM6	S4	3.7650602409638556e-4	0.03765060240963856	IW	Inland wetland
Phylum	Unknown phylum	P · Unknown phylum	S4	0.0017319277108433734	0.17319277108433734	IW	Inland wetland
Phylum	Verrucomicrobia	P · Verrucomicrobia	S4	0.09412650602409639	9.41265060240964	IW	Inland wetland
Phylum	WCHB1-60	P · WCHB1-60	S4	1.5060240963855423e-4	0.015060240963855423	IW	Inland wetland
Phylum	WD272	P · WD272	S4	0.002108433734939759	0.21084337349397592	IW	Inland wetland
Phylum	Woesearchaeota (DHVEG-6)	P · Woesearchaeota (DHVEG-6)	S4	0	0	IW	Inland wetland
Phylum	Acetothermia	P · Acetothermia	S5	0	0	IW	Inland wetland
Phylum	Acidobacteria	P · Acidobacteria	S5	0.24557823129251702	24.5578231292517	IW	Inland wetland
Phylum	Actinobacteria	P · Actinobacteria	S5	0.07942176870748299	7.942176870748299	IW	Inland wetland
Phylum	Aerophobetes	P · Aerophobetes	S5	0	0	IW	Inland wetland
Phylum	Aminicenantes	P · Aminicenantes	S5	0.0015873015873015873	0.15873015873015872	IW	Inland wetland
Phylum	Armatimonadetes	P · Armatimonadetes	S5	0.006065759637188209	0.6065759637188208	IW	Inland wetland
Phylum	Atribacteria	P · Atribacteria	S5	0	0	IW	Inland wetland
Phylum	Bacteroidetes	P · Bacteroidetes	S5	0.028514739229024942	2.8514739229024944	IW	Inland wetland
Phylum	Caldiserica	P · Caldiserica	S5	0	0	IW	Inland wetland
Phylum	Candidate division OP3	P · Candidate division OP3	S5	1.1337868480725624e-4	0.011337868480725623	IW	Inland wetland
Phylum	Candidate division SR1	P · Candidate division SR1	S5	0	0	IW	Inland wetland
Phylum	Chlamydiae	P · Chlamydiae	S5	5.668934240362812e-5	0.005668934240362812	IW	Inland wetland
Phylum	Chlorobi	P · Chlorobi	S5	0.011678004535147392	1.1678004535147393	IW	Inland wetland
Phylum	Chloroflexi	P · Chloroflexi	S5	0.3111678004535147	31.116780045351472	IW	Inland wetland
Phylum	Cloacimonetes	P · Cloacimonetes	S5	1.1337868480725624e-4	0.011337868480725623	IW	Inland wetland
Phylum	Cyanobacteria	P · Cyanobacteria	S5	0.0012471655328798186	0.12471655328798185	IW	Inland wetland
Phylum	Deferribacteres	P · Deferribacteres	S5	0	0	IW	Inland wetland
Phylum	Deinococcus-Thermus	P · Deinococcus-Thermus	S5	9.63718820861678e-4	0.0963718820861678	IW	Inland wetland
Phylum	Dictyoglomi	P · Dictyoglomi	S5	0	0	IW	Inland wetland
Phylum	Elusimicrobia	P · Elusimicrobia	S5	0.001530612244897959	0.15306122448979592	IW	Inland wetland
Phylum	Euryarchaeota	P · Euryarchaeota	S5	0.0020975056689342404	0.20975056689342403	IW	Inland wetland
Phylum	Fibrobacteres	P · Fibrobacteres	S5	5.668934240362812e-5	0.005668934240362812	IW	Inland wetland
Phylum	Firmicutes	P · Firmicutes	S5	0.014229024943310657	1.4229024943310657	IW	Inland wetland
Phylum	Fusobacteria	P · Fusobacteria	S5	0	0	IW	Inland wetland
Phylum	Gemmatimonadetes	P · Gemmatimonadetes	S5	0.03803854875283447	3.803854875283447	IW	Inland wetland
Phylum	GOUTA4	P · GOUTA4	S5	0	0	IW	Inland wetland
Phylum	Gracilibacteria	P · Gracilibacteria	S5	0	0	IW	Inland wetland
Phylum	Hyd24-12	P · Hyd24-12	S5	0	0	IW	Inland wetland
Phylum	Hydrogenedentes	P · Hydrogenedentes	S5	1.1337868480725624e-4	0.011337868480725623	IW	Inland wetland
Phylum	JL-ETNP-Z39	P · JL-ETNP-Z39	S5	1.1337868480725624e-4	0.011337868480725623	IW	Inland wetland
Phylum	Latescibacteria	P · Latescibacteria	S5	0.0023242630385487528	0.23242630385487528	IW	Inland wetland
Phylum	LCP-89	P · LCP-89	S5	0	0	IW	Inland wetland
Phylum	Lentisphaerae	P · Lentisphaerae	S5	6.235827664399093e-4	0.06235827664399093	IW	Inland wetland
Phylum	Marinimicrobia (SAR406 clade)	P · Marinimicrobia (SAR406 clade)	S5	0	0	IW	Inland wetland
Phylum	Microgenomates	P · Microgenomates	S5	5.668934240362812e-5	0.005668934240362812	IW	Inland wetland
Phylum	Miscellaneous Crenarchaeotic Group	P · Miscellaneous Crenarchaeotic Group	S5	0.006802721088435374	0.6802721088435374	IW	Inland wetland
Phylum	Nitrospirae	P · Nitrospirae	S5	0.014058956916099773	1.4058956916099774	IW	Inland wetland
Phylum	Omnitrophica	P · Omnitrophica	S5	2.2675736961451248e-4	0.022675736961451247	IW	Inland wetland
Phylum	Parcubacteria	P · Parcubacteria	S5	5.668934240362812e-4	0.05668934240362812	IW	Inland wetland
Phylum	Planctomycetes	P · Planctomycetes	S5	0.014569160997732426	1.4569160997732427	IW	Inland wetland
Phylum	Proteobacteria	P · Proteobacteria	S5	0.16785714285714284	16.785714285714285	IW	Inland wetland
Phylum	Saccharibacteria	P · Saccharibacteria	S5	5.668934240362812e-5	0.005668934240362812	IW	Inland wetland
Phylum	SHA-109	P · SHA-109	S5	5.668934240362812e-5	0.005668934240362812	IW	Inland wetland
