feature_id	frequency	samples_observed	naive_bayes_taxon	naive_bayes_confidence	sequence_search_taxon	sequence_search_confidence	domain_naive_bayes	domain_sequence_search	domain_exact_match	phylum_naive_bayes	phylum_sequence_search	phylum_exact_match	class_naive_bayes	class_sequence_search	class_exact_match	order_naive_bayes	order_sequence_search	order_exact_match	family_naive_bayes	family_sequence_search	family_exact_match	genus_naive_bayes	genus_sequence_search	genus_exact_match
08e82441af4098baf31f236034ea249b	2	1	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Pseudobdellovibrionaceae; g__Incertae_Sedis	0.9999988444645279	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Pseudobdellovibrionaceae; g__Incertae_Sedis	1.0	Bacteria	Bacteria	True	Bdellovibrionota	Bdellovibrionota	True	Bdellovibrionia	Bdellovibrionia	True	Bdellovibrionales	Bdellovibrionales	True	Pseudobdellovibrionaceae	Pseudobdellovibrionaceae	True	Incertae_Sedis	Incertae_Sedis	True
096af19a014f877223e5ff2d8b1433c3	5	1	d__Bacteria; p__Patescibacteria; c__ABY1; o__Candidatus_Kerfeldbacteria; f__Incertae_Sedis; g__Incertae_Sedis	0.9999999804995527	d__Bacteria; p__Patescibacteria; c__ABY1; o__Candidatus_Kerfeldbacteria; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	True	Patescibacteria	Patescibacteria	True	ABY1	ABY1	True	Candidatus_Kerfeldbacteria	Candidatus_Kerfeldbacteria	True	Incertae_Sedis	Incertae_Sedis	True	Incertae_Sedis	Incertae_Sedis	True
0a9c0f5806bd6605a6be8c1c5fab2803	5	1	d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Methylomirabilales; f__Methylomirabilaceae; g__Sh765B-TzT-35	0.9999999988194617	d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Methylomirabilales; f__Methylomirabilaceae; g__Sh765B-TzT-35	1.0	Bacteria	Bacteria	True	Methylomirabilota	Methylomirabilota	True	Methylomirabilia	Methylomirabilia	True	Methylomirabilales	Methylomirabilales	True	Methylomirabilaceae	Methylomirabilaceae	True	Sh765B-TzT-35	Sh765B-TzT-35	True
0b3152b92e28d3ab3d32c8247beff2d3	7	1	d__Bacteria; p__Spirochaetota; c__Leptospirae; o__Leptospirales; f__Leptospiraceae; g__Incertae_Sedis	0.9999998157562145	d__Bacteria; p__Spirochaetota; c__Leptospirae; o__Leptospirales; f__Leptospiraceae; g__Incertae_Sedis	1.0	Bacteria	Bacteria	True	Spirochaetota	Spirochaetota	True	Leptospirae	Leptospirae	True	Leptospirales	Leptospirales	True	Leptospiraceae	Leptospiraceae	True	Incertae_Sedis	Incertae_Sedis	True
0bfb11bc0ab57849fe2c5ec8a5deab88	2	1	d__Bacteria	0.9999999982520235	d__Bacteria; p__Myxococcota; c__bacteriap25; o__Incertae_Sedis; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	True		Myxococcota	False		bacteriap25	False		Incertae_Sedis	False		Incertae_Sedis	False		Incertae_Sedis	False
0c6ec4d45af4de39069620764467aa05	2	1	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__Incertae_Sedis; g__Incertae_Sedis	0.9999994544301454	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Archaea	Archaea	True	Nanoarchaeota	Nanoarchaeota	True	Nanoarchaeia	Nanoarchaeia	True	Woesearchaeales	Woesearchaeales	True	Incertae_Sedis	Incertae_Sedis	True	Incertae_Sedis	Incertae_Sedis	True
0d6dcaae2682704e655e8c12d0a9e3d2	21	1	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__Incertae_Sedis; g__Incertae_Sedis	0.9999457966640858	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Archaea	Archaea	True	Nanoarchaeota	Nanoarchaeota	True	Nanoarchaeia	Nanoarchaeia	True	Woesearchaeales	Woesearchaeales	True	Incertae_Sedis	Incertae_Sedis	True	Incertae_Sedis	Incertae_Sedis	True
0dfa02006f244358216a64cb34291c06	25	2	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__Incertae_Sedis; g__Incertae_Sedis	0.9998883978648259	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Archaea	Archaea	True	Nanoarchaeota	Nanoarchaeota	True	Nanoarchaeia	Nanoarchaeia	True	Woesearchaeales	Woesearchaeales	True	Incertae_Sedis	Incertae_Sedis	True	Incertae_Sedis	Incertae_Sedis	True
0e070507abba4160021ce83993fa8988	2	1	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Chthoniobacterales; f__Chthoniobacteraceae; g__Chthoniobacter	0.9999999921829641	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Chthoniobacterales; f__Chthoniobacteraceae; g__Chthoniobacter	1.0	Bacteria	Bacteria	True	Verrucomicrobiota	Verrucomicrobiota	True	Verrucomicrobiia	Verrucomicrobiia	True	Chthoniobacterales	Chthoniobacterales	True	Chthoniobacteraceae	Chthoniobacteraceae	True	Chthoniobacter	Chthoniobacter	True
0e47b1c8584c7a957e4ec39127224c0f	9	1	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium	0.9917012888964655	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium	1.0	Bacteria	Bacteria	True	Pseudomonadota	Pseudomonadota	True	Alphaproteobacteria	Alphaproteobacteria	True	Sphingomonadales	Sphingomonadales	True	Sphingomonadaceae	Sphingomonadaceae	True	Novosphingobium	Novosphingobium	True
1059d2483862d83ac9f6c0e5d65166ff	8	2	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Rickettsiellales; f__Rickettsiellaceae; g__Incertae_Sedis	0.9823460495588304	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__Legionella	1.0	Bacteria	Bacteria	True	Pseudomonadota	Pseudomonadota	True	Gammaproteobacteria	Gammaproteobacteria	True	Rickettsiellales	Legionellales	False	Rickettsiellaceae	Legionellaceae	False	Incertae_Sedis	Legionella	False
10e1a3b243a63b2e006fff8b588dd89e	5	1	d__Bacteria; p__Verrucomicrobiota; c__Omnitrophia; o__Omnitrophales; f__Omnitrophaceae; g__Candidatus_Omnitrophus	0.8517061190531543	d__Bacteria; p__Verrucomicrobiota; c__Omnitrophia; o__Omnitrophales; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	True	Verrucomicrobiota	Verrucomicrobiota	True	Omnitrophia	Omnitrophia	True	Omnitrophales	Omnitrophales	True	Omnitrophaceae	Incertae_Sedis	False	Candidatus_Omnitrophus	Incertae_Sedis	False
1118e439f5e09d71f0ab4a2f93f3eda7	2	1	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__GW2011; g__AR20	0.99774975882871	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__GW2011; g__AR20	1.0	Archaea	Archaea	True	Nanoarchaeota	Nanoarchaeota	True	Nanoarchaeia	Nanoarchaeia	True	Woesearchaeales	Woesearchaeales	True	GW2011	GW2011	True	AR20	AR20	True
1304d0f9dc2397bbf02e61577a2f5adc	25	2	d__Bacteria; p__Patescibacteria; c__Berkelbacteria; o__Incertae_Sedis; f__Incertae_Sedis; g__Incertae_Sedis	0.9999999586883925	d__Bacteria; p__Patescibacteria; c__Berkelbacteria; o__Incertae_Sedis; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	True	Patescibacteria	Patescibacteria	True	Berkelbacteria	Berkelbacteria	True	Incertae_Sedis	Incertae_Sedis	True	Incertae_Sedis	Incertae_Sedis	True	Incertae_Sedis	Incertae_Sedis	True
132bee48373460dce6dc3682fc023242	6	1	d__Bacteria; p__Verrucomicrobiota; c__Omnitrophia; o__Omnitrophales; f__Omnitrophaceae; g__Candidatus_Omnitrophus	0.9994845267506132	d__Bacteria; p__Verrucomicrobiota; c__Omnitrophia; o__Omnitrophales; f__Omnitrophaceae; g__Candidatus_Omnitrophus	1.0	Bacteria	Bacteria	True	Verrucomicrobiota	Verrucomicrobiota	True	Omnitrophia	Omnitrophia	True	Omnitrophales	Omnitrophales	True	Omnitrophaceae	Omnitrophaceae	True	Candidatus_Omnitrophus	Candidatus_Omnitrophus	True
145c63ee007bff033211e7acb00c2ea4	3	1	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria	0.7167336470297145	d__Bacteria; p__Elusimicrobiota; c__Elusimicrobia; o__MVP-88; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	True	Pseudomonadota	Elusimicrobiota	False	Gammaproteobacteria	Elusimicrobia	False		MVP-88	False		Incertae_Sedis	False		Incertae_Sedis	False
145dd81c19bf3ceb88f911840da09753	2	1	d__Bacteria; p__Dependentiae; c__Babeliae; o__Babeliales; f__Incertae_Sedis	0.9999230776648108	d__Bacteria; p__Dependentiae; c__Babeliae; o__Babeliales; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	True	Dependentiae	Dependentiae	True	Babeliae	Babeliae	True	Babeliales	Babeliales	True	Incertae_Sedis	Incertae_Sedis	True		Incertae_Sedis	False
153f5dc3a17e6cf9df0cac4a4626f744	3	1	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__Incertae_Sedis; g__Incertae_Sedis	0.9999911959993877	Unassigned	1.0	Archaea		False	Nanoarchaeota		False	Nanoarchaeia		False	Woesearchaeales		False	Incertae_Sedis		False	Incertae_Sedis		False
157ff7048c408a2243548ccc631e92c7	2	1	d__Bacteria	0.9999997814655535	d__Bacteria; p__Elusimicrobiota; c__Elusimicrobia; o__Lineage_IV; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	True		Elusimicrobiota	False		Elusimicrobia	False		Lineage_IV	False		Incertae_Sedis	False		Incertae_Sedis	False
160083d0a5f65a88f14333860e7aac77	7	2	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Candidatus_Woykebacteria; f__Incertae_Sedis; g__Incertae_Sedis	0.9999999999999858	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Candidatus_Woykebacteria; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	True	Patescibacteria	Patescibacteria	True	Microgenomatia	Microgenomatia	True	Candidatus_Woykebacteria	Candidatus_Woykebacteria	True	Incertae_Sedis	Incertae_Sedis	True	Incertae_Sedis	Incertae_Sedis	True
16f300a764ed32dd3259f6be8ff697de	7	1	d__Archaea; p__Thermoplasmatota; c__Thermoplasmata; o__Marine_Group_II; f__Incertae_Sedis; g__Incertae_Sedis	0.966355807724925	d__Archaea; p__Thermoplasmatota; c__Thermoplasmata; o__Marine_Group_II; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Archaea	Archaea	True	Thermoplasmatota	Thermoplasmatota	True	Thermoplasmata	Thermoplasmata	True	Marine_Group_II	Marine_Group_II	True	Incertae_Sedis	Incertae_Sedis	True	Incertae_Sedis	Incertae_Sedis	True
178e5b49d1382ecedfaeb479490b0a0b	2	1	d__Bacteria; p__Planctomycetota; c__OM190; o__Incertae_Sedis; f__Incertae_Sedis; g__Incertae_Sedis	0.7305785081763868	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__Vicinamibacteraceae; g__Incertae_Sedis	1.0	Bacteria	Bacteria	True	Planctomycetota	Acidobacteriota	False	OM190	Vicinamibacteria	False	Incertae_Sedis	Vicinamibacterales	False	Incertae_Sedis	Vicinamibacteraceae	False	Incertae_Sedis	Incertae_Sedis	True
17bcaf5a87036a0156e86b9fd722a418	4	1	d__Bacteria	0.9999999999099177	d__Bacteria; p__Bdellovibrionota; c__Oligoflexia; o__0319-6G20; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	True		Bdellovibrionota	False		Oligoflexia	False		0319-6G20	False		Incertae_Sedis	False		Incertae_Sedis	False
17cca5dbb858ecc8331af6ce73ecfbbe	3	1	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodospirillales; f__Incertae_Sedis; g__Incertae_Sedis	0.9327131007208198	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__Incertae_Sedis	1.0	Bacteria	Bacteria	True	Pseudomonadota	Pseudomonadota	True	Alphaproteobacteria	Alphaproteobacteria	True	Rhodospirillales	Rickettsiales	False	Incertae_Sedis	Mitochondria	False	Incertae_Sedis	Incertae_Sedis	True
17df3d296faa86b1b301701e1eebdc7d	6	1	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__Incertae_Sedis; g__Incertae_Sedis	0.9998804684131009	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Archaea	Archaea	True	Nanoarchaeota	Nanoarchaeota	True	Nanoarchaeia	Nanoarchaeia	True	Woesearchaeales	Woesearchaeales	True	Incertae_Sedis	Incertae_Sedis	True	Incertae_Sedis	Incertae_Sedis	True
1878c877726ea800913b57df800be272	6	1	d__Bacteria; p__Nitrospirota; c__Nitrospiria; o__Nitrospirales; f__Nitrospiraceae; g__Nitrospira	0.9999999999982379	d__Bacteria; p__Nitrospirota; c__Nitrospiria; o__Nitrospirales; f__Nitrospiraceae; g__Nitrospira	1.0	Bacteria	Bacteria	True	Nitrospirota	Nitrospirota	True	Nitrospiria	Nitrospiria	True	Nitrospirales	Nitrospirales	True	Nitrospiraceae	Nitrospiraceae	True	Nitrospira	Nitrospira	True
18ff009abc8eccc4c9515ba5d20b2ea9	8	1	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__Saccharimonadaceae; g__TM7a	0.8413085678558325	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	True	Patescibacteria	Patescibacteria	True	Saccharimonadia	Saccharimonadia	True	Saccharimonadales	Saccharimonadales	True	Saccharimonadaceae	Incertae_Sedis	False	TM7a	Incertae_Sedis	False
19134cd91473a8716af2fea6515a38ad	4	1	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales	0.9999999999994632	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	True	Patescibacteria	Patescibacteria	True	Saccharimonadia	Saccharimonadia	True	Saccharimonadales	Saccharimonadales	True		Incertae_Sedis	False		Incertae_Sedis	False
1a2c609995e7d735d0d7040ee5bb6e3b	3	1	d__Bacteria; p__Patescibacteria; c__Berkelbacteria; o__Incertae_Sedis; f__Incertae_Sedis; g__Incertae_Sedis	0.9999290388061151	d__Bacteria; p__Patescibacteria; c__Berkelbacteria; o__Incertae_Sedis; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	True	Patescibacteria	Patescibacteria	True	Berkelbacteria	Berkelbacteria	True	Incertae_Sedis	Incertae_Sedis	True	Incertae_Sedis	Incertae_Sedis	True	Incertae_Sedis	Incertae_Sedis	True
1b582e02c5db66d9b19bac42d19cbdfe	4	1	d__Bacteria; p__Verrucomicrobiota; c__Omnitrophia; o__Omnitrophales; f__Omnitrophaceae; g__Candidatus_Omnitrophus	0.9994424387438897	d__Bacteria; p__NB1-j; c__Incertae_Sedis; o__Incertae_Sedis; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	True	Verrucomicrobiota	NB1-j	False	Omnitrophia	Incertae_Sedis	False	Omnitrophales	Incertae_Sedis	False	Omnitrophaceae	Incertae_Sedis	False	Candidatus_Omnitrophus	Incertae_Sedis	False
1c8aaf7ad4d934ef9d673d03d0267425	2	1	d__Bacteria; p__Chloroflexota; c__Dehalococcoidia; o__SAR202_clade; f__Incertae_Sedis; g__Incertae_Sedis	0.9995920064692438	d__Bacteria; p__Chloroflexota; c__Dehalococcoidia; o__SAR202_clade; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	True	Chloroflexota	Chloroflexota	True	Dehalococcoidia	Dehalococcoidia	True	SAR202_clade	SAR202_clade	True	Incertae_Sedis	Incertae_Sedis	True	Incertae_Sedis	Incertae_Sedis	True
1e4c881a8860dc325bcfe839a009aebd	13	1	d__Bacteria; p__Bdellovibrionota; c__Bacteriovoracia; o__Bacteriovoracales; f__Bacteriovoracaceae	0.9999999999292641	d__Bacteria; p__Bdellovibrionota; c__Bacteriovoracia; o__Bacteriovoracales; f__Bacteriovoracaceae; g__Bacteriovorax	1.0	Bacteria	Bacteria	True	Bdellovibrionota	Bdellovibrionota	True	Bacteriovoracia	Bacteriovoracia	True	Bacteriovoracales	Bacteriovoracales	True	Bacteriovoracaceae	Bacteriovoracaceae	True		Bacteriovorax	False
1f35fc598292457fbb482e2b8f4237fd	4	1	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__Incertae_Sedis; g__Incertae_Sedis	0.9998541244507756	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Archaea	Archaea	True	Nanoarchaeota	Nanoarchaeota	True	Nanoarchaeia	Nanoarchaeia	True	Woesearchaeales	Woesearchaeales	True	Incertae_Sedis	Incertae_Sedis	True	Incertae_Sedis	Incertae_Sedis	True
1f8747026500ce37ab66b935d9b1b53e	131	2	d__Bacteria; p__Nitrospirota; c__Thermodesulfovibrionia; o__Incertae_Sedis; f__Incertae_Sedis; g__Incertae_Sedis	0.9999999738872137	d__Bacteria; p__Nitrospirota; c__Thermodesulfovibrionia; o__Incertae_Sedis; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	True	Nitrospirota	Nitrospirota	True	Thermodesulfovibrionia	Thermodesulfovibrionia	True	Incertae_Sedis	Incertae_Sedis	True	Incertae_Sedis	Incertae_Sedis	True	Incertae_Sedis	Incertae_Sedis	True
1fb6df604938c337483d36ee2e939b92	4	1	d__Bacteria; p__Patescibacteria; c__ABY1; o__Candidatus_Kerfeldbacteria; f__Incertae_Sedis; g__Incertae_Sedis	0.9999067991254211	d__Bacteria; p__Patescibacteria; c__ABY1; o__Candidatus_Kerfeldbacteria; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	True	Patescibacteria	Patescibacteria	True	ABY1	ABY1	True	Candidatus_Kerfeldbacteria	Candidatus_Kerfeldbacteria	True	Incertae_Sedis	Incertae_Sedis	True	Incertae_Sedis	Incertae_Sedis	True
2062317b64c59a5b7f3844326e77c74a	2	1	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__Incertae_Sedis; g__Incertae_Sedis	0.9998499973637731	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Archaea	Archaea	True	Nanoarchaeota	Nanoarchaeota	True	Nanoarchaeia	Nanoarchaeia	True	Woesearchaeales	Woesearchaeales	True	Incertae_Sedis	Incertae_Sedis	True	Incertae_Sedis	Incertae_Sedis	True
211f84cff854705248e5f6256a2727a9	8	2	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__Incertae_Sedis; g__Incertae_Sedis	0.9999961181178804	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Archaea	Archaea	True	Nanoarchaeota	Nanoarchaeota	True	Nanoarchaeia	Nanoarchaeia	True	Woesearchaeales	Woesearchaeales	True	Incertae_Sedis	Incertae_Sedis	True	Incertae_Sedis	Incertae_Sedis	True
219a08aa0eba36293d0eb2bd03fd92de	3	1	d__Bacteria; p__Patescibacteria; c__Parcubacteria	0.9974604099164242	d__Bacteria; p__Patescibacteria; c__Parcubacteria; o__Candidatus_Brennerbacteria; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Bacteria	Bacteria	True	Patescibacteria	Patescibacteria	True	Parcubacteria	Parcubacteria	True		Candidatus_Brennerbacteria	False		Incertae_Sedis	False		Incertae_Sedis	False
21d6db2bb764f3dcb1826f42e4ceceb7	5	1	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__Incertae_Sedis; g__Incertae_Sedis	0.9998804516997375	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__Incertae_Sedis; g__Incertae_Sedis	1.0	Archaea	Archaea	True	Nanoarchaeota	Nanoarchaeota	True	Nanoarchaeia	Nanoarchaeia	True	Woesearchaeales	Woesearchaeales	True	Incertae_Sedis	Incertae_Sedis	True	Incertae_Sedis	Incertae_Sedis	True
