SampleID	Group	Shannon	TOC	pH	Conductivity	Temperature	Precipitation	ShannonZ	TOCZ	pHZ	LogECZ	TempZ	PrecipZ	PredictedTOCZ	ResidualTOCZ
S63	CW	6.66191644285626	1.81	8.51	508	9.3	619	0.209115696040127	-0.689534172109189	0.547210952582325	0.310625306924774	0.246488416579986	-0.0919744241185917	-0.811408732127854	0.121874560018665
S65	CW	6.45396913969861	0.91	8.7	230	9.3	619	-0.248242929574225	-1.12314324945127	0.690639942299642	-0.177585217920473	0.246488416579986	-0.0919744241185917	-1.1424236814762	0.0192804320249358
S85	CW	6.07585235513101	1.76	8.25	1659	12.2	585	-1.0798717619061	-0.709698146393512	0.350939703495471	1.0411362712164	0.555190320262215	-0.16668685783319	-0.675150276667597	-0.034547869725915
S86	CW	6.79333865610833	3.06	8.6	531	12.2	585	0.498165286563512	-0.276233890291781	0.61515100034316	0.3379365313202	0.555190320262215	-0.16668685783319	-1.21909869582305	0.942864805531273
S87	CW	5.50872076684605	5.04	8.15	1912	12.2	585	-2.32721914185192	0.169886328753987	0.275450761538988	1.12879765139351	0.555190320262215	-0.16668685783319	-0.565121220856283	0.73500754961027
S88	CW	6.61157375258009	3.37	8.3	2720	12.2	585	0.0983921459636855	-0.193595917012053	0.388684174473712	1.34652301669326	0.555190320262215	-0.16668685783319	-0.566875551985483	0.37327963497343
S89	CW	5.20813132065907	2.75	8.5	1931	12.2	585	-2.98833459704026	-0.365438758197267	0.539662058386677	1.13490502058162	0.555190320262215	-0.16668685783319	-0.736085805215067	0.370647047017799
S112	CW	6.45665612529679	1.51	7.98	2710	15.8	1022	-0.242333182145104	-0.816334466523883	0.147119560212968	1.34424774055976	0.938406476557395	0.793587657851495	-0.173220475534322	-0.643113990989561
S113	CW	4.9302545317381	1.28	7.5	2040	15.8	1022	-3.59949590733951	-0.924272894075808	-0.215227361178149	1.16882146469084	0.938406476557395	0.793587657851495	0.0322274391245582	-0.956500333200365
S114	CW	5.52959253353952	1.47	7.79	3350	15.8	1022	-2.28131384573066	-0.834376672994004	0.0036905704956503	1.47521985943576	0.938406476557395	0.793587657851495	0.0144384331799059	-0.84881510617391
S161	CW	6.68751576159486	2.11	6.84	3310	21.3	1251	0.265418754830322	-0.575608557021549	-0.713454378090935	1.46779900412656	1.52387560423059	1.29679787316452	0.189830867873616	-0.765439424895166
S162	CW	6.81780773017668	2.87	6.81	4160	21.3	1251	0.551982488883626	-0.330062504444079	-0.73610106067788	1.60900704238176	1.52387560423059	1.29679787316452	0.270697580356304	-0.600760084800382
S164	CW	6.6652662736684	3.66	7.41	1547	21.3	1251	0.21648330308775	-0.121433797164117	-0.283167408938984	0.997969099805425	1.52387560423059	1.29679787316452	-0.334906798999929	0.213473001835811
S165	CW	6.83822737908813	4.04	7.23	2150	21.3	1251	0.596893398618235	-0.0333930253717693	-0.419047504460652	1.20126024394971	1.52387560423059	1.29679787316452	-0.146928455451065	0.113535430079296
S166	CW	6.76317088110422	3.69	7.25	2290	21.3	1251	0.431814379847212	-0.114226693077232	-0.403949716069356	1.24022632471942	1.52387560423059	1.29679787316452	-0.136325128750884	0.0220984356736518
S167	CW	7.02477773307556	8.91	7.39	447	22.6	1766	1.00719164347154	0.725980024742428	-0.298265197330281	0.231739207636893	1.66225921622607	2.42847150148858	-0.116486105581515	0.842466130323942
S168	CW	6.93172476034864	3.62	7.14	342	22.6	1766	0.802531236390184	-0.131115781258475	-0.486987552221487	0.0667039405615456	1.66225921622607	2.42847150148858	-0.0643192043334345	-0.0667965769250406
S169	CW	6.7439924522259	3.17	7.17	528	22.6	1766	0.389633405436683	-0.246209902606818	-0.464340869634542	0.334441907682466	1.66225921622607	2.42847150148858	0.0555563265198353	-0.301766229126654
S170	CW	6.62660870334561	1.12	7.41	3120	23.7	1269	0.131459968021875	-1.00598915766124	-0.283167408938984	1.43127929441615	1.77935304176071	1.33635151454284	-0.363655626613162	-0.642333531048079
S171	CW	6.51223808287873	1.56	7.88	3060	23.7	1269	-0.120086404511461	-0.794181811459974	0.0716306182564846	1.41928349296733	1.77935304176071	1.33635151454284	-0.61088583493179	-0.183295976528184
S172	CW	6.71073266129881	2.96	7.7	5530	23.7	1269	0.316481928905614	-0.304242902971814	-0.064249477265184	1.7848878398442	1.77935304176071	1.33635151454284	-0.34453677744417	0.0402938744723563
S173	CW	6.76175406394372	1.9	7.56	2630	23.7	1269	0.428698236769449	-0.654126935771425	-0.16993399600426	1.32573750460241	1.77935304176071	1.33635151454284	-0.496736895317792	-0.157390040453633
S174	CW	6.49232915537942	2.48	7.81	5220	23.7	1269	-0.163874035224981	-0.44936101200512	0.0187883588869465	1.74924385889416	1.77935304176071	1.33635151454284	-0.413218463217132	-0.0361425487879886
S175	CW	6.66339143134039	2.37	7.67	3390	23.7	1269	0.212359780938831	-0.485434580726394	-0.086896159852129	1.48255265742662	1.77935304176071	1.33635151454284	-0.474916280673772	-0.0105183000526227
S176	CW	6.55295769687066	13.04	6.82	3830	24.1	1674	-0.0305278172727553	1.11723105036885	-0.728552166482231	1.55794492155152	1.82193261468239	2.22630844555496	0.540766010799879	0.576465039568974
S177	CW	6.48749807299347	24.55	6.61	10800	24.1	1674	-0.174499502190473	1.78966316763753	-0.887078944590845	2.19847286323361	1.82193261468239	2.22630844555496	0.963758512013446	0.825904655624086
S179	CW	7.04928107691775	5.25	6.08	141.2	24.4	1837	1.06108421862133	0.20827113422183	-1.2871703369602	-0.477411110126861	1.85386729437366	2.58448864248083	0.120308173921689	0.0879629603001409
S182	CW	7.01528592795374	6.83	5.55	225	24.4	1837	0.986315398003614	0.461397308368392	-1.68726172932956	-0.191107952254376	1.85386729437366	2.58448864248083	0.536365212521108	-0.0749679041527157
S187	TW	6.36206153815676	8.64	8.25	1004	4.4	137	-0.450384210977748	0.694956275833998	0.350939703495471	0.731023209065834	-0.275111351710676	-1.15113304324907	0.146045339924979	0.548910935909019
S188	TW	6.20953497779626	9.97	8.16	1725	4.4	137	-0.785850634234393	0.840109688700689	0.282999655734636	1.06523007530059	-0.275111351710676	-1.15113304324907	0.359765461575703	0.480344227124986
S191	TW	6.21796745194218	9.32	7.62	1394	4.4	137	-0.76730427788668	0.77150996773997	-0.12464063083037	0.933657950693113	-0.275111351710676	-1.15113304324907	0.576337950412771	0.195172017327199
S194	TW	5.61794291423657	4.53	9.56	4070	0.8	308	-2.08699630434146	0.0708104363187036	1.33984484312539	1.59549416505399	-0.658327508005856	-0.77537345015506	0.549783369164624	-0.478972932845921
S196	TW	6.02667708506376	6.8	9.92	1657	0.8	308	-1.18802769175299	0.457085966415793	1.61160503416873	1.04039128703968	-0.658327508005856	-0.77537345015506	0.0811063489117111	0.375979617504082
S197	TW	7.30988951320782	2.31	8.85	80.4	0.7	290	1.63426557002733	-0.505610629896075	0.803873355234366	-0.822148207426492	-0.668972401236278	-0.814927091533377	-0.318780606045754	-0.186830023850321
S198	TW	7.29011628234514	2.88	8.78	94.4	0.7	290	1.59077639005727	-0.327164171998246	0.751031095864828	-0.724075230408917	-0.668972401236278	-0.814927091533377	-0.234065593615538	-0.093098578382707
S201	TW	7.14832598071482	7.62	8.01	300	2.1	401	1.27892325950753	0.569352879524104	0.169766242799912	-0.0140146689988555	-0.519943896010374	-0.571012969700425	0.519145606511961	0.0502072730121434
S202	TW	5.96747859117394	4.99	8.19	130.1	2.1	401	-1.31822866763851	0.160550421301005	0.305646338321581	-0.527635618858595	-0.519943896010374	-0.571012969700425	0.207226865182647	-0.0466764438816414
S203	TW	6.0822868333909	3.4	8.21	429	2.1	401	-1.06571979124429	-0.185912170739473	0.320744126712878	0.206397712970128	-0.519943896010374	-0.571012969700425	0.551259508111614	-0.737171678851086
S204	TW	6.76497759296823	2.63	9.21	299	2.1	401	0.43578805607411	-0.40196565885852	1.0756335462777	-0.0160711244731855	-0.519943896010374	-0.571012969700425	-0.0956974683470039	-0.306268190511516
S205	TW	6.4713702477913	0.93	8.56	807	4.9	39	-0.209970988747927	-1.11144415200332	0.584955423560567	0.596195287275132	-0.221886885558567	-1.36648064630879	-0.279286664809925	-0.832157487193397
S206	TW	6.53250797791147	1.59	9.18	86.1	4.9	39	-0.0755048629730497	-0.781096965984505	1.05298686369076	-0.780323388171736	-0.221886885558567	-1.36648064630879	-1.27391793776514	0.492820971780635
S207	TW	6.44640565170844	0.87	9.06	109.5	4.9	39	-0.264878040583164	-1.14691351661707	0.962400133342981	-0.633273445627495	-0.221886885558567	-1.36648064630879	-1.13754785859711	-0.0093656580199657
S208	TW	6.23036915619568	1.23	9.08	145.6	4.9	39	-0.740028009685424	-0.94917642437211	0.977497921734277	-0.458579715882787	-0.221886885558567	-1.36648064630879	-1.05702679155202	0.107850367179905
S209	TW	6.66507954441482	0.73	8.86	140.4	4.9	39	0.216072611371729	-1.23431006339866	0.811422249430014	-0.480897518808792	-0.221886885558567	-1.36648064630879	-0.965200697823269	-0.269109365575393
S210	TW	7.05910592442237	16	8.29	159.5	1.6	648	1.08269295642823	1.33208400047998	0.381135280278063	-0.402600707204595	-0.573168362162483	-0.0282491130090817	0.594838410539485	0.737245589940501
S213	TW	7.25620966924766	22.57	8.37	243	1.6	648	1.51620229493787	1.69907074383561	0.441526433843249	-0.143751354398882	-0.573168362162483	-0.0282491130090817	0.673984506310114	1.02508623752549
S214	TW	6.87304404960394	19.05	8.02	182.8	1.4	651	0.673469071078425	1.51741378431189	0.17731513699556	-0.318833009302776	-0.594458148623326	-0.021656839446029	0.807604215569451	0.709809568742441
S215	TW	6.71652905937407	10.19	8.25	191.5	-3.5	359	0.329230508074266	0.862410304400025	0.350939703495471	-0.290253431093731	-1.11605791691399	-0.663304799583164	0.833401751675712	0.0290085527243142
S216	TW	6.26165369669853	9.82	7.9	321	-3.5	359	-0.671220892545212	0.824646802874731	0.0867284066477815	0.0276616348621075	-1.11605791691399	-0.663304799583164	1.18259268430397	-0.357945881429237
S217	TW	6.59375569235609	6.59	8.15	182.1	-3.5	359	0.0592031619690857	0.426434074091941	0.275450761538988	-0.32119101167226	-1.11605791691399	-0.663304799583164	0.873663935908814	-0.447229861816872
S218	TW	6.82538621705066	0.84	8.77	53.1	6.5	635	0.568650588389067	-1.16507730658027	0.74348220166918	-1.07461201426943	-0.0515685938718206	-0.0568156317823103	-0.538625727679922	-0.626451578900346
S219	TW	6.78341021433251	1.86	8.76	84.6	6.5	635	0.476328703851808	-0.669725842076766	0.735933307473532	-0.791058417240474	-0.0515685938718206	-0.0568156317823103	-0.394176132013342	-0.275549710063424
S220	TW	6.91708817756147	6.05	8.1	199.1	6.7	637	0.770339583574396	0.343544594104307	0.237706290560746	-0.266325181147678	-0.0302788074109772	-0.0524207827402752	0.181752587327384	0.161792006776923
S221	TW	6.87666544014085	4.49	8.05	180.2	6.7	637	0.681433945705905	0.0626572012416318	0.199961819582506	-0.327637033169106	-0.0302788074109772	-0.0524207827402752	0.178988148124473	-0.116330946882841
S222	TW	6.25714335463743	2.97	8.41	96.4	6.7	637	-0.681140924278213	-0.30141035872267	0.471722010625843	-0.711253934408556	-0.0302788074109772	-0.0524207827402752	-0.178394332005409	-0.123016026717261
S223	TW	5.60741089483101	9.32	7.81	360	6.7	637	-2.11016039373876	0.77150996773997	0.0187883588869465	0.0983112764837095	-0.0302788074109772	-0.0524207827402752	0.545573681708153	0.225936286031818
S224	TW	7.13906791783361	9.95	7.67	443	6.7	637	1.25856110596717	0.83806022973879	-0.086896159852129	0.22619688977132	-0.0302788074109772	-0.0524207827402752	0.639327323285268	0.198732906453522
S225	TW	6.78354810457147	6.62	7.73	207	-0.5	409	0.476631979197125	0.430864467211752	-0.041602794678239	-0.242397085538344	-0.796711120001338	-0.553433573532284	0.863586660322808	-0.432722193111056
