	S1	S2	S3	S4	S5	S6	S7	S9	S10	S11	S12	S13	S15	S16	S17	S18	S19	S20	S22	S23	S24	S25	S26	S27	S28	S30	S34	S35	S36	S37	S61	S62	S63	S65	S85	S86	S87	S88	S89	S112	S113	S114	S161	S162	S164	S165	S166	S167	S168	S169	S170	S171	S172	S173	S174	S175	S176	S177	S179	S182	S187	S188	S191	S194	S196	S197	S198	S201	S202	S203	S204	S205	S206	S207	S208	S209	S210	S213	S214	S215	S216	S217	S218	S219	S220	S221	S222	S223	S224	S225
Candidate division SR1	3.91512019418996e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000209614309670207	0.000425305688463583	0	6.43500643500643e-05	0	0	0	0	0	0	0	0	0	0.000157986202538312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.60371128574259e-05	0	0	0	0.000267845185482791	0.000588027754910032	0.000219856151261032	0	0	0	0	0.000187406296851574	0.000121750776161198	0	0.000923716419059349	0.000116072119476902	6.47668393782383e-05	6.02264514574801e-05	5.41682465738584e-05	0	3.54245633922562e-05	0.000403014548825213	0	0	0	0	0	0	0
Chlamydiae	0	7.47272455537289e-05	0.000233590282644242	0.000150602409638554	5.66893424036281e-05	4.43951165371809e-05	0.000115141047783535	0.000158134018580747	9.43603937973768e-05	0	0.000174565767652963	0.000220913107511046	4.79294478527607e-05	0	7.08842814105972e-05	0.000178922884236894	0.000836550836550837	0	0.00027626853301409	0.000121322414316045	8.12413681046389e-05	0.000775940493391128	2.84867821330902e-05	0.00018046198267565	0.000464162766410088	8.13603449678627e-05	0	0	0.000153444836581249	5.94919388422869e-05	0	0	0.000128131206355308	0	0.000630358043368633	0.000132573246718812	7.63941940412529e-05	0.000715447154471545	4.8344210780759e-05	5.32907007727152e-05	3.16676166951675e-05	6.52997257411519e-05	0	0	0	0.000147145379635079	0.00013355592654424	7.96051584142652e-05	0	0	7.54204691153179e-05	0	0	0	0	0.00016392099008278	6.83060109289617e-05	0	0.000192957067052581	0.000460864889776481	0	6.60371128574259e-05	0	0.000138131086400995	0	0	0	0.000219856151261032	0	0.000118056785313736	0	0	0	0	8.91027354539784e-05	0.000153952736509891	3.86907064923006e-05	0.000129533678756477	0	0	0	3.54245633922562e-05	8.06029097650425e-05	0.000139830804726281	0	0	5.64844103027564e-05	5.05484506899864e-05	0	0
Chlorobi	0.0117453605825699	0.00403527125990136	0.00654052791403878	0.00798192771084337	0.0116780045351474	0.0110987791342952	0.0231433506044905	0.0116623838703301	0.0294718963293807	0.0220448265274793	0.0360478310203369	0.027540500736377	0.0026840490797546	0.00558971492453885	0.00219741272372851	0.00672750044730721	0.00411840411840412	0.0103669190448457	0.00455843079473248	0.00436760691537762	0.00308717198797628	0.00272917001123776	0.00549794895168642	0.00294754571703561	0.00301705798166557	0.00968188105117566	0.00194849649797251	0.00124168514412417	0.00214822771213749	0.00351002439169493	0.00938903252143149	0.00905612244897959	0.0169773848420783	0.00677364963079249	0.00334089762985376	0.00636351584250298	0.00328495034377387	0.00839024390243902	0.00391588107324148	0.00991207034372502	0.00250174171891823	0.00333028601279875	0.0082734300827343	0.00411837946556843	0.00440322278433577	0.00632725132430842	0.00514190317195326	0.0161598471580958	0.0199729834040911	0.00816270691778011	0.00452522814691907	0.0056131545928812	0.0072225869993434	0.00739306460130259	0.005126953125	0.00581919514793869	0.0346311475409836	0.0148114901256732	0.0194886637723107	0.0229664336738613	0.0211131696773197	0.0326883708644258	0.0336380886665517	0.00145037640721044	0.00240587032358956	0.00629436185884559	0.00676231918146537	0.00697258079713559	0.00957981599165323	0.0186529720795703	0.0151845637583893	0.0156112400928669	0.0174287856071964	0.00864430510744506	0.0147019513499064	0.011392502501732	0.0101369651009827	0.00420984455958549	0.0265598650927487	0.0156546232598451	0.0156940760389036	0.0129653902015658	0.00527949058961028	0.013423757253723	0.0156648107955082	0.0182765943754424	0.0144035246272029	0.011070110701107	0.0188895906298444	0.0310862525758022
Chloroflexi	0.120350794769399	0.188387386040951	0.166238417815152	0.149096385542169	0.311167800453515	0.328168701442841	0.183822682786413	0.1355208539237	0.27160066681345	0.153638317470064	0.198132146286113	0.182989690721649	0.105588573619632	0.152459474566797	0.122700691121744	0.209804974056182	0.163320463320463	0.180489225393128	0.188415139515609	0.158629056718229	0.152165082459989	0.313613742173704	0.220430720145852	0.250601539942252	0.0837426991064867	0.150191196810674	0.102743693717415	0.112461197339246	0.116157741292006	0.0954250699030281	0.0647707171043679	0.0717474489795918	0.0829649561150618	0.101895459038316	0.146053958648512	0.14960890892218	0.0675324675324675	0.114146341463415	0.33309161227943	0.0794031441513456	0.0261257837735132	0.0436202167950895	0.1700800217008	0.220620630207835	0.159827618512273	0.183637433784579	0.199799666110184	0.116064320967999	0.0870320339637206	0.185553376806968	0.126103024360812	0.0650465561645645	0.0698621142481944	0.118729096989967	0.091064453125	0.122776821572002	0.135724043715847	0.0917414721723519	0.138060781476122	0.147399953913511	0.24436467500386	0.350260846595787	0.259272037260652	0.0346709026866496	0.0312763142066643	0.0649524574795768	0.0629777725508644	0.0622506988284808	0.0827089063833823	0.0524172126792987	0.16744966442953	0.0814986790489152	0.119752623688156	0.131795215194497	0.199946538358728	0.131937495188977	0.113595914261394	0.077720207253886	0.13599132739099	0.140133253886572	0.0886383731211317	0.128626589677282	0.0773787933744408	0.0865552681255681	0.0831367368123054	0.0729776690906751	0.0605512878445549	0.0647020168831825	0.118734569673308	0.137268177803945
Cloacimonetes	0.000783024038837992	7.47272455537289e-05	7.78634275480807e-05	0	0.000113378684807256	0	0	7.90670092903736e-05	9.43603937973768e-05	0	0	0	0	0	3.54421407052986e-05	3.57845768473788e-05	0.000193050193050193	0.00029120559114735	0.000138134266507045	0	0	2.67565687376251e-05	0	0	0	0	0	0	0.000153444836581249	0	6.8036467546605e-05	0	0.000128131206355308	0.000174428745857317	6.30358043368633e-05	0	0	0	4.8344210780759e-05	0	3.16676166951675e-05	0	0.0001356300013563	0.000383105066564505	0.000562113546936481	0.000294290759270159	0.000467445742904841	0.00151249800987104	0.00144731763797761	0.000456017146244699	0.000301681876461272	0.000264148451429703	0.000459619172685489	0.000264038021475092	0.000406901041666667	0.00032784198016556	0.000751366120218579	0.000269299820466786	0	0.000384054074813734	0.00111934537594565	0.00184903916000792	0.00517509056408487	0.000276262172801989	0.000360880548538434	0.000401767778224186	0.00017640832647301	0.000910832626652847	0.00061652281134402	5.9028392656868e-05	0.0011744966442953	0.000400288207509407	0.00065592203898051	0.000426127716564193	0.00178205470907957	0.000307905473019783	0.000541669890892208	0.00038860103626943	0.000421585160202361	0.00032500947944315	0.000663129973474801	0.000141698253569025	8.06029097650425e-05	0.000489407816541984	0.000849296970840804	0.000836604672115323	0.000734297333935834	0.000808775211039782	0.000287075845438365	0.00067706800117751
Cyanobacteria	0.00195756009709498	0.00138245404274398	0.00116795141322121	0.000978915662650602	0.00124716553287982	0.000887902330743618	0.000690846286701209	0.000948804111484483	0.000629069291982512	0.000736874424316856	0.000785545954438335	0.000736377025036819	0.00532016871165644	0.0101313583007267	0.00783271309587099	0.0018607979960637	0.0103603603603604	0.00186371578334304	0.00119716364306106	0.000788595693054292	0.000568689576732472	0.000749183924653502	0.00427301731996354	0.00120307988450433	0.00131512783816192	0.0013017655194858	0.00126388962030649	0.000532150776053215	0.00130428111094062	0.0013683145933726	0.00149680228602531	0.00191326530612245	0.00365173938112627	0.00287807430664574	0.00107160867372668	0.0065623757125812	0.000763941940412529	0.00884552845528455	0.00280396422528402	0.00506261657340794	0.000886693267464691	0.000587697531670367	0.00413671504136715	0.00967340293075376	0.00262319655237025	0.00323719835197175	0.00427378964941569	0.00222894443559943	0.00308761096101891	0.00109444115098728	0.00309223923372803	0.00158489070857822	0.00118187787261983	0.00237634219327583	0.00236002604166667	0.00950741742480125	0.0032103825136612	0.00116696588868941	0.00424505547515678	0.0034564866733236	0.00463177396943029	0.000594334015716833	0.00155252716922546	0.000345327716002486	0.00102249488752556	0.00100441944556047	0.00152887216276608	0.000690976475391815	0.00336716304657118	0.00537158373177498	0.00218120805369127	0.00776559122568249	0.00103073463268366	0.00170451086625677	0.00383141762452107	0.00284812562543299	0.00116072119476902	0.00142487046632124	0.00915442062153698	0.000216672986295434	0.000589448865310934	0.000247971943745793	0.0089066215290372	0.000419492414178844	0.000660564310653959	0.000579187849925993	0.000508359692724808	5.05484506899864e-05	0.00097605787449044	0.000294377391816309
Deferribacteres	7.83024038837992e-05	3.73636227768644e-05	0	0	0	0	0	7.90670092903736e-05	3.14534645991256e-05	0	0	0.000147275405007364	4.79294478527607e-05	0	7.08842814105972e-05	0	0	5.824111822947e-05	4.60447555023483e-05	6.06612071580224e-05	0	0	2.84867821330902e-05	0	3.8680230534174e-05	0	0	8.86917960088692e-05	0	0	6.8036467546605e-05	0.000318877551020408	0.000384393619065923	0.000552357695214838	0.000315179021684317	6.62866233594061e-05	7.63941940412529e-05	0.000520325203252032	4.8344210780759e-05	0.00010658140154543	0	3.26498628705759e-05	0.00074596500745965	0.000287328799923379	0.000655799138092561	0.000367863449087699	0.000934891485809683	0.000318420633657061	0.000289463527595523	0.0018240685849788	0.00143298891319104	0.00125470514429109	0.00183847669074196	0.00149621545502552	0.002197265625	0.00229489386115892	0.0032103825136612	0.0059245960502693	0.000192957067052581	0.000460864889776481	7.71962328238382e-05	6.60371128574259e-05	8.62515094014145e-05	0.000207196629601492	0	0	5.88027754910032e-05	9.42240648261566e-05	0	0.000118056785313736	0	0	9.37031484257871e-05	0	8.91027354539784e-05	7.69763682549457e-05	0.000116072119476902	6.47668393782383e-05	0.00018067935437244	0	7.36811081638668e-05	3.54245633922562e-05	0	0	9.43663300934227e-05	6.43542055473325e-05	5.64844103027564e-05	0	5.7415169087673e-05	0.000117750956726523
Deinococcus-Thermus	0.000508965625244695	0.000373636227768644	0.000700770847932726	0.000451807228915663	0.000963718820861678	0.00110987791342952	0.000402993667242372	0.000553469065032615	0.000817790079577265	0.000429843414184833	0.000610980186785371	0.000883652430044183	0.00440950920245399	0.00251537171604248	0.0175438596491228	0.00114510645911612	0.000900900900900901	0.00535818287711124	0.000506492310525831	0.000121322414316045	0.00073117231294175	0.000615401080965377	0.000484275296262534	0.000541385948026949	0.000657563919080958	0.000325441379871451	0.000789931012691558	0.000886917960088692	0.00452662267914685	0.000713903266107442	0.00163287522111852	0.00223214285714286	0.00493305144467935	0.00145357288214431	0.00126071608673727	0.0076892483096911	0.000611153552330023	0.00741463414634146	0.00676818950930626	0.00234479083399947	0.000570017100513015	0.00133864437769361	0.00088159500881595	0.00282539986591323	0.00112422709387296	0.000882872277810477	0.00126878130217028	0.000955261900971183	0.00492087996912389	0.000775229148615988	0.00165925032053699	0.00283959585286931	0.00295469468154957	0.00149621545502552	0.00236002604166667	0.0024588148512417	0.000819672131147541	0.000807899461400359	0.000675349734684033	0.000691297334664721	0.000308784931295353	0.000264148451429703	0.000690012075211316	0.011810207887285	0.0545531095873932	0.000401767778224186	0.000411619428437022	0.000376896259304626	4.74248316418477e-05	0.000236113570627472	0.000503355704697987	0.00144103754703386	0.00159295352323838	0.000426127716564193	0.000980130089993763	0.000230929104764837	0.000309525651938404	0.000647668393782383	0.000301132257287401	0.000433345972590867	7.36811081638668e-05	0.000354245633922562	0.000282110184177649	0.000139830804726281	9.43663300934227e-05	0.000321771027736663	0.000169453230908269	0.000151645352069959	5.7415169087673e-05	0.000235501913453047
Dictyoglomi	0	0	0	0	0	0	0	0	0	0	0	0	0.000766871165644172	6.98714365567356e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.30358043368633e-05	0	0	0	0	5.32907007727152e-05	0	0	0	0	0	7.35726898175397e-05	0	7.96051584142652e-05	9.6487842531841e-05	0	0	0	0	0	0	0	6.83060109289617e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000182626164241797	0	7.69763682549457e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elusimicrobia	0.00097878004854749	0.00164399940218204	0.00109008798567313	0.00143072289156626	0.00153061224489796	0.00244173140954495	0.00178468624064479	0.000830203597548923	0.00440348504387758	0.00178077985876574	0.0019202234441826	0.00382916053019146	4.79294478527607e-05	0.000139742873113471	0.000141768562821194	0.00028627661477903	0.000193050193050193	5.824111822947e-05	0.000736716088037573	0.000667273278738247	0.00219351693882525	0.00112377588698025	0.000227894257064722	0.000360923965351299	0.000116040691602522	0.000569522414775039	0.000315972405076623	0.000354767184035477	7.67224182906245e-05	0.000535427449580582	0.000204109402639815	0.000191326530612245	0	2.90714576428862e-05	0.00018910741301059	0.000265146493437624	0.000152788388082506	6.50406504065041e-05	4.8344210780759e-05	0.00010658140154543	0	9.79495886117278e-05	0.0001356300013563	4.78881333205632e-05	0	7.35726898175397e-05	0	0	0	0.00013680514387341	7.54204691153179e-05	0.000132074225714852	0.000131319763624425	0.000264038021475092	0.000162760416666667	0.00016392099008278	0	0	0	0	3.85981164119191e-05	0.000198111338572278	0.000258754528204244	0	0.000120293516179478	0.000334806481853489	0.000705633305892038	0.000219856151261032	0.000189699326567391	0.000118056785313736	0.000419463087248322	0.000560403490513169	0.000468515742128936	0.000487003104644792	0.000267308206361935	0.000384881841274729	0.000464288477907607	0.000129533678756477	0.000722717417489762	0.00102919668490331	0.0002210433244916	0.000566793014276099	0.000201507274412606	0.000139830804726281	9.43663300934227e-05	0	0.000508359692724808	0.000202193802759945	0.000344491014526038	0.000206064174271416
