SampleID	Group	GroupLabel	LibrarySize	Singletons	Doubletons	GoodsCoverage	Observed	Chao1	Chao1SE	Shannon	Simpson	Pielou	Hill0	Hill1	Hill2	iNEXTCoverage
S13	IW	Inland wetland	13580	1476	402	0.8913107511045655	2553	5254.116625310174	201.36117653138936	6.2353673272073316	0.9904500684320917	0.7948180904961224	2553	510.4881001808284	104.71279222150805	0.8913
S15	IW	Inland wetland	20864	1569	497	0.9247986963190185	3268	5738.0722891566265	173.95808892394774	6.8728249220111906	0.9971178606073455	0.849342738592618	3268	965.6726662853457	346.9644815058656	0.9248
S16	IW	Inland wetland	14312	1514	440	0.8942146450531023	2887	5484.145124716553	188.91839345627795	6.77811690559361	0.996476393999602	0.8506701456894639	2887	878.4130310186572	283.8001751294073	0.8942
S17	IW	Inland wetland	28215	1832	594	0.9350699982278929	3758	6576.816806722689	183.053980236521	6.698160670128378	0.9953494422039522	0.8137089202473101	3758	810.912916262298	215.02796951579379	0.9351
S18	IW	Inland wetland	27945	1850	669	0.9337985328323493	4119	6671.7238805970155	162.36164987423084	6.969437486295775	0.9950762483920871	0.8373340475661948	4119	1063.6242789965684	203.09716647624973	0.9338
S19	IW	Inland wetland	15540	1561	504	0.8995495495495496	3188	5599.049504950495	169.72034209336948	6.9239116240250205	0.9961936481434551	0.8582848277341576	3188	1016.2875645086461	262.7187495240437	0.8996
S20	IW	Inland wetland	17170	1844	569	0.8926033779848573	3597	6578.133333333333	194.50894954616552	6.9900871021745266	0.994774079072918	0.8537140341866516	3597	1085.816049006116	191.35383293263615	0.8926
S22	IW	Inland wetland	21718	1714	552	0.9210792890689751	3422	6076.685352622062	178.41430316212214	6.705141786756365	0.9948991366288206	0.8239319109064837	3422	816.5938002909031	196.04524317395501	0.9211
S23	IW	Inland wetland	16485	1615	521	0.9020321504397938	3186	5682.752873563219	172.81557667462653	6.802088762178798	0.9945571791673923	0.8432493200712313	3186	899.7246411012562	183.7282598040044	0.902
S24	IW	Inland wetland	12309	1451	398	0.882118774880169	2588	5224.528822055137	197.96609664550442	6.4198582881623905	0.9895826574357094	0.8169171450243968	2588	613.9161087809402	95.99377133165268	0.8821
S25	IW	Inland wetland	37374	1770	605	0.9526408733344036	3762	6345.440594059406	169.3225393522838	6.316415857227228	0.9902517001460542	0.7672344730470816	3762	553.5853037336703	102.58199019136963	0.9526
S26	IW	Inland wetland	35104	1734	688	0.9506039197812215	4191	6371.712626995646	141.59482671601424	6.898691411034338	0.9966859430038956	0.8271123332336039	4191	990.9770850789457	301.7449612892831	0.9506
S27	IW	Inland wetland	16624	1719	617	0.8965952839268527	3405	5794.3543689320395	157.81167077416012	6.855449219727175	0.9954771462296704	0.8429176239369477	3405	949.0383604155479	221.09934364009328	0.8966
S28	IW	Inland wetland	25853	1948	644	0.9246509109194291	3811	6751.120930232559	184.60935261746843	6.500363302403096	0.9899891275382326	0.7883387902184118	3811	665.3833244989305	99.89139346436721	0.9247
S30	IW	Inland wetland	12291	1610	506	0.8690098446017411	2967	5521.723865877711	177.8415048793587	6.85193430116915	0.9959297387391632	0.8569945627576091	2967	945.708423527079	245.68447475885893	0.869
S34	IW	Inland wetland	18989	1549	519	0.9184264574227184	3327	5632.626923076923	162.0033731088328	6.974436820385754	0.9970585313629569	0.8599983011978718	3327	1068.9550060535162	339.96622891251616	0.9184
S35	IW	Inland wetland	11275	1323	431	0.8826607538802661	2617	4641.3125	154.5542155661524	6.9121092240547215	0.9969106700557028	0.8783099141810576	2617	1004.3634372625901	323.6947875528667	0.8827
S36	IW	Inland wetland	13034	1410	346	0.8918213902102194	2294	5156.665706051874	222.87934240871868	6.066138054975838	0.9919043427196194	0.7839360373394305	2294	431.0129150533687	123.52301553370387	0.8918
S37	IW	Inland wetland	16809	1816	617	0.891962639062407	3745	6411.699029126214	172.70569633548533	7.275044795772327	0.9980481129844684	0.8841624199100555	3745	1443.8158675463123	512.3247360337703	0.892
S61	CW	Coastal wetland	14698	1582	414	0.892366308341271	2791	5804.424096385543	218.67003973665518	6.422406139164448	0.9928871293982141	0.8094631312503228	2791	615.482269879205	140.5902139916517	0.8924
S62	CW	Coastal wetland	15680	1657	498	0.8943239795918367	2995	5744.490981963928	190.07622370147337	6.2102527648240615	0.9845045521397334	0.7758258453848828	2995	497.8270685564439	64.5350821104178	0.8943
S63	CW	Coastal wetland	15609	1571	537	0.8993529374079057	3066	5358.258364312267	159.46116284201392	6.661916442856262	0.9933601331871723	0.8298217920437617	3066	782.0482526957994	150.60543052882934	0.8994
S65	CW	Coastal wetland	34398	2087	757	0.9393278678992965	4386	7257.689973614775	171.901121838448	6.4539691396986125	0.9883006086149126	0.7695964767668186	4386	635.2185670185175	85.47453171578205	0.9393
S85	CW	Coastal wetland	15864	1672	419	0.8946041351487645	2874	6200.085714285715	236.82365872947435	6.075852355131009	0.9798755254255219	0.7629663870086263	2874	435.2203067270012	49.69073832457722	0.8946
S86	CW	Coastal wetland	15086	1827	550	0.8788943391223651	3270	6297.315789473684	199.26301324723963	6.793338656108326	0.9961969335068098	0.839456368124378	3270	891.8862982345626	262.94570494379167	0.8789
S87	CW	Coastal wetland	13090	1538	398	0.8825057295645531	2537	5499.288220551378	218.48822582988504	5.508720766846049	0.9497571551712566	0.7027561166530056	2537	246.83516528932125	19.90333157703505	0.8825
S88	CW	Coastal wetland	15375	1644	475	0.8930731707317073	2973	5810.281512605042	198.2739484132726	6.611573752580094	0.9942021516293211	0.8267229661750273	2973	743.652423218325	172.47777728325053	0.8931
S89	CW	Coastal wetland	20685	1704	463	0.9176214648295866	2820	5947.060344827586	217.0799792449437	5.208131320659068	0.9538246785568651	0.6555650396766559	2820	182.75223358948213	21.656589900115907	0.9176
S112	CW	Coastal wetland	18765	1825	626	0.9027444710897948	3415	6069.545454545454	171.25515277001074	6.456656125296791	0.9913613147141049	0.7935975267044537	3415	636.9276853196185	115.75835522481187	0.9027
S113	CW	Coastal wetland	31578	1906	579	0.9396415225790107	3233	6363.112068965517	201.40950590037076	4.930254531738098	0.9665533166957704	0.6100919925844899	3233	138.4147388006896	29.898330752381145	0.9396
S114	CW	Coastal wetland	30628	1810	568	0.9409037482042575	3340	6217.231985940246	188.9599519402662	5.52959253353952	0.9799399681720762	0.6815108712014087	3340	252.04119176530392	49.850369559632945	0.9409
S161	CW	Coastal wetland	14746	1321	441	0.9104163841041638	2693	4665.533936651584	150.15361107595422	6.687515761594857	0.9957909998521186	0.8466912753732474	2693	802.3266037745909	237.58611662281584	0.9104
S162	CW	Coastal wetland	20882	1431	508	0.9314720812182741	3091	5101.147347740668	145.7246536889002	6.817807730176678	0.9971133330442586	0.8483817426375155	3091	913.9791233108169	346.4202886346339	0.9315
S164	CW	Coastal wetland	10674	1043	340	0.9022859284242084	2128	3721.557184750733	136.99260458454873	6.665266273668396	0.9968904879862492	0.8698056024644583	2128	784.6723747578726	321.5938692559557	0.9023
S165	CW	Coastal wetland	13592	1372	426	0.8990582695703355	2735	4937.5901639344265	166.40890979219665	6.838227379088129	0.9967722093389423	0.8640795130730509	2735	932.8341070487777	309.8094346900102	0.8991
S166	CW	Coastal wetland	14975	1294	453	0.9135893155258765	2717	4559.667400881057	140.74484205382367	6.763170881104224	0.9963660524914925	0.8553090056162629	2717	865.3818729273023	275.1828411552125	0.9136
S167	CW	Coastal wetland	12562	1437	497	0.8856073873587008	2921	4992.819277108434	150.43436414358374	7.02477773307556	0.9968369845287165	0.8803331194409422	2921	1124.1446710566142	316.1540021156558	0.8856
S168	CW	Coastal wetland	10364	1405	472	0.8644345812427634	2706	4791.221987315011	153.77380443757437	6.9317247603486365	0.996693587680897	0.8770752666102315	2706	1024.259058426812	302.44261861185413	0.8644
S169	CW	Coastal wetland	21929	1570	609	0.9284053080395823	3572	5591.122950819672	138.14866974616493	6.743992452225903	0.9917100100438354	0.8243601758834739	3572	848.9433446519006	120.62740790854335	0.9284
S170	CW	Coastal wetland	13259	1203	328	0.9092691756542726	2379	4576.577507598784	181.39143243982767	6.626608703345614	0.9965534512270718	0.8523588232951186	2379	754.9176748316175	290.1453209816028	0.9093
S171	CW	Coastal wetland	15143	1303	402	0.9139536419467741	2565	4669.846153846154	163.34638474132564	6.512238082878726	0.9950387476673599	0.8296147202271693	2565	673.3317046440372	201.5620115552266	0.914
S172	CW	Coastal wetland	15230	1300	418	0.9146421536441234	2632	4647.155131264916	155.52596806788495	6.7107326612988105	0.9966373259398783	0.8521025032325592	2632	821.1720600930054	297.38237549071647	0.9146
S173	CW	Coastal wetland	11362	1206	388	0.8938567153670128	2405	4272.904884318767	149.65339570906252	6.761754063943721	0.9967850973426989	0.8685278104586494	2405	864.156653200474	311.0514085796621	0.8939
S174	CW	Coastal wetland	12288	1156	342	0.9059244791666666	2273	4219.326530612245	161.48577697970958	6.492329155379418	0.9946709209018283	0.8400116787459022	2273	660.0589540697647	187.6496823518885	0.9059
S175	CW	Coastal wetland	12201	1117	315	0.9084501270387673	2247	4219.4240506329115	167.89672903884997	6.663391431340394	0.9967722907775648	0.8634298474084511	2247	783.202615989559	309.8172515197995	0.9085
S176	CW	Coastal wetland	14640	1245	367	0.9149590163934427	2486	4590.320652173913	168.3542236219462	6.55295769687066	0.995804825838335	0.8381423724247342	2486	701.3153876219945	238.36912639715285	0.915
S177	CW	Coastal wetland	11140	1049	318	0.9058348294434471	2067	3790.122257053292	149.4464789298937	6.487498072993474	0.9958593420123836	0.8498326595177598	2067	656.8778451697452	241.50750991526778	0.9058
S179	CW	Coastal wetland	10365	1425	528	0.8625180897250362	2829	4746.958412098298	138.53398001907902	7.049281076917749	0.9972248901585148	0.8869610180728924	2829	1152.0302238789934	360.3460969547761	0.8625
S182	CW	Coastal wetland	13019	1360	483	0.8955372916506644	2908	4817.338842975207	141.9722510842137	7.015285927953744	0.9971644543383954	0.8796353191817384	2908	1113.5249886193008	352.66580734027036	0.8955
S187	TW	Tibetan Plateau	25908	1536	523	0.9407132931912923	3241	5490.770992366412	158.36705046862085	6.362061538156758	0.9919111202120905	0.7870295732327358	3241	579.4396629222857	123.62651272116864	0.9407
S188	TW	Tibetan Plateau	15143	1220	343	0.9194347223139404	2321	4482.5988372093025	176.17391747477598	6.2095349777962605	0.9923463714468589	0.8012558145100245	2321	497.46986295865463	130.65698094135973	0.9194
S191	TW	Tibetan Plateau	11594	1097	333	0.9053820941866483	2072	3871.868263473054	152.62071999729443	6.217967451942183	0.9918200478979315	0.8142676692806221	2072	501.6825012359325	122.25010458766994	0.9054
S194	TW	Tibetan Plateau	14479	1058	275	0.9269286552938739	1888	3913.916666666667	179.93009040414543	5.617942914236574	0.9822770680153835	0.7447619429952426	1888	275.32243843920713	56.42407254442988	0.9269
S196	TW	Tibetan Plateau	16626	1256	383	0.9244556718392879	2354	4406.447916666666	162.54372830092802	6.0266770850637625	0.991410532135075	0.7762463932804079	2354	414.33593627514387	116.42164750199424	0.9245
S197	TW	Tibetan Plateau	14934	1670	660	0.8881746350609347	3572	5680.343419062027	139.55769490888034	7.309889513207824	0.9983174483418304	0.8935332961127268	3572	1495.0120009858085	594.3353924050633	0.8882
S198	TW	Tibetan Plateau	17006	1677	700	0.9013877455015877	3704	5708.744650499287	131.61189871179195	7.290116282345142	0.9982361103701886	0.8871810523762899	3704	1465.7411271104297	566.9288957194722	0.9014
S201	TW	Tibetan Plateau	31839	1835	730	0.9423662803480009	4480	6781.908344733242	145.24958713658174	7.148325980714818	0.9976137745964754	0.850244357282095	4480	1271.9748614767716	419.0718942656975	0.9424
S202	TW	Tibetan Plateau	21086	1342	489	0.9363558759366404	2777	4613.348979591837	136.97806426959318	5.9674785911739425	0.9792231286284235	0.752602269711156	2777	390.5197683500373	48.130441880101316	0.9364
S203	TW	Tibetan Plateau	16941	1279	353	0.9245026857918659	2368	4676.703389830509	184.40616598449458	6.0822868333908975	0.992457442509748	0.7828111474822962	2368	438.02975129071694	132.5810245785203	0.9245
S204	TW	Tibetan Plateau	11920	1247	427	0.8953859060402685	2562	4377.142523364486	141.67628290664516	6.7649775929682345	0.9952599685824963	0.8619405126683102	2562	866.9467818681122	210.96906579717117	0.8954
S205	TW	Tibetan Plateau	12491	1279	434	0.8976062765190937	2477	4355.806896551724	144.99359507056604	6.471370247791299	0.9941076332464779	0.8280912381457247	2477	646.3688058664761	169.711092644098	0.8976
S206	TW	Tibetan Plateau	10672	1159	356	0.8913980509745127	2269	4148.72268907563	154.77203756761696	6.532507977911471	0.9938311859812223	0.8454028860108592	2269	687.1193324312942	162.10571383024754	0.8914
S207	TW	Tibetan Plateau	16427	1284	449	0.9218360017045109	2689	4519.413333333334	140.3737293901682	6.446405651708438	0.992051539081712	0.8163184951487473	2689	630.4322225625616	125.81051983273524	0.9218
S208	TW	Tibetan Plateau	11223	1249	371	0.888710683417981	2337	4432.096774193548	167.12749498898958	6.230369156195682	0.9816208995146223	0.8032321394869029	2337	507.9429591801937	54.409626890913124	0.8887
S209	TW	Tibetan Plateau	12991	1281	431	0.9013932722654145	2579	4476.777777777777	146.52745622509693	6.665079544414824	0.9955166761264072	0.8484973043090697	2579	784.525867150089	223.04879776589178	0.9014
S210	TW	Tibetan Plateau	25846	1625	660	0.9371276019500117	3941	5937.217851739788	133.53148026603895	7.059105924422374	0.9971988682972842	0.852632457328935	3941	1163.404529061858	356.9985656263361	0.9371
S213	TW	Tibetan Plateau	15440	1575	608	0.8979922279792746	3452	5487.3448275862065	139.11924272082825	7.256209669247659	0.9981693468281028	0.8906921338114046	3452	1416.875918115271	546.2531162927115	0.898
S214	TW	Tibetan Plateau	16604	1539	529	0.9073114912069381	3156	5389.001886792453	156.81714923082382	6.8730440496039416	0.9968191336549009	0.8530460822999602	3156	965.8842949980927	314.3797605770963	0.9073
S215	TW	Tibetan Plateau	18461	1330	509	0.9279562320567684	2956	4688.911764705883	129.02669980200142	6.716529059374067	0.9957592697630937	0.8404494151240584	2956	825.9457218980906	235.80844433281646	0.928
S216	TW	Tibetan Plateau	13572	1098	327	0.9190981432360743	2176	4012.137195121951	156.13010459389795	6.261653696698531	0.9930806099553622	0.8147632028476125	2176	524.0849013631541	144.52140919197893	0.9191
S217	TW	Tibetan Plateau	28229	1474	573	0.9477841935598144	3429	5320.29094076655	133.51241848700298	6.593755692356088	0.9946721464187445	0.8100413132520354	3429	730.5193301370241	187.69284567395124	0.9478
S218	TW	Tibetan Plateau	24813	1746	693	0.9296336597751179	4001	6196.079250720461	142.03152529824027	6.825386217050658	0.991512742290124	0.8229008522626832	4001	920.9320150218481	117.82368748345846	0.9296
S219	TW	Tibetan Plateau	14303	1457	547	0.8981332587569042	3053	4988.576642335766	138.02956907356213	6.7834102143325135	0.9932671658162672	0.8454027503495151	3053	883.0750703132711	148.52586187494327	0.8981
S220	TW	Tibetan Plateau	10597	1343	489	0.8732660186845334	2702	4541.08775510204	137.14495381882244	6.917088177561467	0.9949582270257635	0.8753871420656217	2702	1009.3765858812274	198.34292521897018	0.8733
S221	TW	Tibetan Plateau	15539	1489	585	0.9041765879400219	3167	5057.470989761092	132.61236262735036	6.87666544014085	0.9957329629053522	0.8531271354571126	3167	969.3884804260947	234.354653549719	0.9042
S222	TW	Tibetan Plateau	17704	1506	485	0.9149344780840488	3000	5331.820987654321	167.17766105010645	6.25714335463743	0.9862583741392572	0.781520870952695	3000	521.7264219616178	72.77159268735518	0.9149
S223	TW	Tibetan Plateau	19783	1351	491	0.9317090431178284	2777	4630.506097560976	137.8449001417581	5.607410894831014	0.9566072940793445	0.7071915051181915	2777	272.43795356315536	23.045347801737055	0.9317
S224	TW	Tibetan Plateau	17417	1609	642	0.9076189929379342	3594	5605.875583203732	135.52041549273193	7.139067917833611	0.9969648812702795	0.8719982346582711	3594	1260.2531819725316	329.47640242465314	0.9076
S225	TW	Tibetan Plateau	33970	1589	661	0.9532234324403885	3912	5817.8398791540785	128.58257448920537	6.783548104571466	0.9958640331747809	0.8200808528613693	3912	883.1968461413855	241.78143642315618	0.9532
