SampleID	TargetReads	ExpectedObserved	Group	GroupLabel
S218	4000	1518.7383370636703	TW	Tibetan Plateau
S219	4000	1525.8618214690716	TW	Tibetan Plateau
S220	4000	1578.113413840652	TW	Tibetan Plateau
S221	4000	1513.5842633113841	TW	Tibetan Plateau
S222	4000	1290.4654383845586	TW	Tibetan Plateau
S223	4000	1122.8196566806273	TW	Tibetan Plateau
S224	4000	1650.9431126504737	TW	Tibetan Plateau
S225	4000	1347.0295924773177	TW	Tibetan Plateau
S1	5000	1732.5925686346714	IW	Inland wetland
S2	5000	1678.731887423607	IW	Inland wetland
S3	5000	1593.135518073031	IW	Inland wetland
S4	5000	1514.4220510908392	IW	Inland wetland
S5	5000	1361.074032819218	IW	Inland wetland
S6	5000	1328.2671913953418	IW	Inland wetland
S7	5000	1447.3601143861727	IW	Inland wetland
S9	5000	1711.0202266615215	IW	Inland wetland
S10	5000	1184.8342618803806	IW	Inland wetland
S11	5000	1266.3995945765887	IW	Inland wetland
S12	5000	1294.474526387338	IW	Inland wetland
S13	5000	1391.0379660519413	IW	Inland wetland
S15	5000	1552.4787862872622	IW	Inland wetland
S16	5000	1605.8155596577208	IW	Inland wetland
S17	5000	1480.6755085908821	IW	Inland wetland
S18	5000	1712.9898332654714	IW	Inland wetland
S19	5000	1739.7961449013005	IW	Inland wetland
S20	5000	1806.0649075382782	IW	Inland wetland
S22	5000	1526.5962238597774	IW	Inland wetland
S23	5000	1648.7383543020428	IW	Inland wetland
S24	5000	1521.910851888233	IW	Inland wetland
S25	5000	1303.7633965240625	IW	Inland wetland
S26	5000	1600.7996202358818	IW	Inland wetland
S27	5000	1734.4062530491087	IW	Inland wetland
S28	5000	1490.0672644569795	IW	Inland wetland
S30	5000	1755.7661969610683	IW	Inland wetland
S34	5000	1679.186347396323	IW	Inland wetland
S35	5000	1690.1981246779008	IW	Inland wetland
S36	5000	1241.609042790138	IW	Inland wetland
S37	5000	1948.5963579231857	IW	Inland wetland
S61	5000	1469.1038821884604	CW	Coastal wetland
S62	5000	1513.2263192165017	CW	Coastal wetland
S63	5000	1617.3173032491545	CW	Coastal wetland
S65	5000	1506.8695261428095	CW	Coastal wetland
S85	5000	1415.875843643272	CW	Coastal wetland
S86	5000	1682.5232625499925	CW	Coastal wetland
S87	5000	1368.779582378842	CW	Coastal wetland
S88	5000	1536.9201218531139	CW	Coastal wetland
S89	5000	1115.2236170153847	CW	Coastal wetland
S112	5000	1550.6132698484312	CW	Coastal wetland
S113	5000	937.9188853228758	CW	Coastal wetland
S114	5000	1103.6200240864302	CW	Coastal wetland
S161	5000	1515.5698545265825	CW	Coastal wetland
S162	5000	1493.3646307066558	CW	Coastal wetland
S164	5000	1440.5823244061608	CW	Coastal wetland
S165	5000	1607.5251151997065	CW	Coastal wetland
S166	5000	1539.7517613831653	CW	Coastal wetland
S167	5000	1789.0419999360925	CW	Coastal wetland
S168	5000	1806.2938156551386	CW	Coastal wetland
S169	5000	1676.9567794482687	CW	Coastal wetland
S170	5000	1424.1992227699584	CW	Coastal wetland
S171	5000	1408.5113639798694	CW	Coastal wetland
S172	5000	1464.7871612578006	CW	Coastal wetland
S173	5000	1555.456961262356	CW	Coastal wetland
S174	5000	1405.7831409847875	CW	Coastal wetland
S175	5000	1419.450735750058	CW	Coastal wetland
S176	5000	1401.674173258252	CW	Coastal wetland
S177	5000	1351.5308426498477	CW	Coastal wetland
S179	5000	1899.2298390053859	CW	Coastal wetland
S182	5000	1778.2104377993098	CW	Coastal wetland
S187	5000	1356.5297281739056	TW	Tibetan Plateau
S188	5000	1256.7073418787322	TW	Tibetan Plateau
S191	5000	1297.6304157528336	TW	Tibetan Plateau
S194	5000	1016.719849634265	TW	Tibetan Plateau
S196	5000	1182.5978412634288	TW	Tibetan Plateau
S197	5000	1997.8731985768454	TW	Tibetan Plateau
S198	5000	1952.01670570346	TW	Tibetan Plateau
S201	5000	1784.4352367897038	TW	Tibetan Plateau
S202	5000	1265.8165961677505	TW	Tibetan Plateau
S203	5000	1178.957625788963	TW	Tibetan Plateau
S204	5000	1625.6962501917517	TW	Tibetan Plateau
S205	5000	1484.6422390568573	TW	Tibetan Plateau
S206	5000	1507.2562736674042	TW	Tibetan Plateau
S207	5000	1435.4042537540333	TW	Tibetan Plateau
S208	5000	1478.0703883508102	TW	Tibetan Plateau
S209	5000	1546.0952635809917	TW	Tibetan Plateau
S210	5000	1748.5529307002123	TW	Tibetan Plateau
S213	5000	1923.4492916683669	TW	Tibetan Plateau
S214	5000	1652.9277221729901	TW	Tibetan Plateau
S215	5000	1524.125662234135	TW	Tibetan Plateau
S216	5000	1276.3115198875648	TW	Tibetan Plateau
S217	5000	1440.3857517837966	TW	Tibetan Plateau
S218	5000	1742.373405521229	TW	Tibetan Plateau
S219	5000	1744.187757671939	TW	Tibetan Plateau
S220	5000	1801.6633373150153	TW	Tibetan Plateau
S221	5000	1731.5794728667645	TW	Tibetan Plateau
S222	5000	1484.0000617928144	TW	Tibetan Plateau
S223	5000	1293.1847740612602	TW	Tibetan Plateau
S224	5000	1887.1423615525268	TW	Tibetan Plateau
S225	5000	1532.059977202644	TW	Tibetan Plateau
S1	6000	1928.2681406474017	IW	Inland wetland
S2	6000	1862.9523686973087	IW	Inland wetland
S3	6000	1772.2765433481475	IW	Inland wetland
S4	6000	1685.6386333570074	IW	Inland wetland
S5	6000	1526.9020914930761	IW	Inland wetland
S6	6000	1483.0697716257826	IW	Inland wetland
S7	6000	1610.1665103428386	IW	Inland wetland
S9	6000	1900.4320382992407	IW	Inland wetland
S10	6000	1319.896221514463	IW	Inland wetland
S11	6000	1416.244894689898	IW	Inland wetland
S12	6000	1448.8121229884937	IW	Inland wetland
S13	6000	1560.1570497905234	IW	Inland wetland
S15	6000	1718.8519111873613	IW	Inland wetland
S16	6000	1787.4972053363335	IW	Inland wetland
S17	6000	1645.7490041684673	IW	Inland wetland
S18	6000	1900.3178644881446	IW	Inland wetland
S19	6000	1932.0351729296276	IW	Inland wetland
S20	6000	2015.1191482956476	IW	Inland wetland
S22	6000	1700.054691040356	IW	Inland wetland
S23	6000	1836.0922664891946	IW	Inland wetland
S24	6000	1701.741916742392	IW	Inland wetland
S25	6000	1446.9888010645013	IW	Inland wetland
S26	6000	1775.4338180901098	IW	Inland wetland
S27	6000	1937.0877917013213	IW	Inland wetland
S28	6000	1667.5809264013674	IW	Inland wetland
S30	6000	1963.9987202768332	IW	Inland wetland
S34	6000	1858.295207413975	IW	Inland wetland
S35	6000	1872.9253303790633	IW	Inland wetland
S36	6000	1399.6897212964739	IW	Inland wetland
S37	6000	2168.58269063282	IW	Inland wetland
S61	6000	1644.4375592328665	CW	Coastal wetland
S62	6000	1698.165644135183	CW	Coastal wetland
S63	6000	1804.2517822342804	CW	Coastal wetland
S65	6000	1686.6552546962105	CW	Coastal wetland
S85	6000	1591.2802379794516	CW	Coastal wetland
S86	6000	1888.8217765641175	CW	Coastal wetland
S87	6000	1546.1244445610969	CW	Coastal wetland
S88	6000	1718.232279519324	CW	Coastal wetland
S89	6000	1264.2220634478126	CW	Coastal wetland
S112	6000	1743.3183433696092	CW	Coastal wetland
S113	6000	1070.7546016891476	CW	Coastal wetland
S114	6000	1245.5456893660696	CW	Coastal wetland
S161	6000	1680.2173650201833	CW	Coastal wetland
S162	6000	1649.828067988272	CW	Coastal wetland
S164	6000	1587.521975706488	CW	Coastal wetland
S165	6000	1779.5422887265272	CW	Coastal wetland
S166	6000	1702.5268181959068	CW	Coastal wetland
S167	6000	1983.095918408258	CW	Coastal wetland
S168	6000	2008.1827066863434	CW	Coastal wetland
S169	6000	1862.1758687072106	CW	Coastal wetland
S170	6000	1573.6778205287176	CW	Coastal wetland
S171	6000	1562.499141316233	CW	Coastal wetland
S172	6000	1619.9772844013487	CW	Coastal wetland
S173	6000	1720.8423625548367	CW	Coastal wetland
S174	6000	1556.1311332365963	CW	Coastal wetland
S175	6000	1563.9576373819255	CW	Coastal wetland
S176	6000	1553.1708903425347	CW	Coastal wetland
S177	6000	1493.5853830219403	CW	Coastal wetland
S179	6000	2110.382626965758	CW	Coastal wetland
S182	6000	1967.5374346026426	CW	Coastal wetland
S187	6000	1507.283130912901	TW	Tibetan Plateau
S188	6000	1396.519247275016	TW	Tibetan Plateau
S191	6000	1441.3533060933246	TW	Tibetan Plateau
S194	6000	1134.111667888243	TW	Tibetan Plateau
S196	6000	1319.7008737945944	TW	Tibetan Plateau
S197	6000	2221.950006076921	TW	Tibetan Plateau
S198	6000	2169.9480384995977	TW	Tibetan Plateau
S201	6000	1983.133405328164	TW	Tibetan Plateau
S202	6000	1410.4361439925826	TW	Tibetan Plateau
S203	6000	1314.785443266422	TW	Tibetan Plateau
S204	6000	1798.2404455259764	TW	Tibetan Plateau
S205	6000	1653.6922650285687	TW	Tibetan Plateau
S206	6000	1670.249396536075	TW	Tibetan Plateau
S207	6000	1592.626423945661	TW	Tibetan Plateau
S208	6000	1646.8717369662406	TW	Tibetan Plateau
S209	6000	1714.8840858663566	TW	Tibetan Plateau
S210	6000	1939.6873630773239	TW	Tibetan Plateau
S213	6000	2134.46461661857	TW	Tibetan Plateau
S214	6000	1838.1670217316864	TW	Tibetan Plateau
S215	6000	1686.7154959100371	TW	Tibetan Plateau
S216	6000	1413.5725628024386	TW	Tibetan Plateau
S217	6000	1596.5672377655058	TW	Tibetan Plateau
S218	6000	1941.7879538670022	TW	Tibetan Plateau
S219	6000	1938.002170136348	TW	Tibetan Plateau
S220	6000	1999.545875760573	TW	Tibetan Plateau
S221	6000	1925.5056396927587	TW	Tibetan Plateau
S222	6000	1657.6937032944859	TW	Tibetan Plateau
S223	6000	1446.4898899869504	TW	Tibetan Plateau
S224	6000	2096.1560245979276	TW	Tibetan Plateau
S225	6000	1696.5724594994633	TW	Tibetan Plateau
