SampleID	Group	GroupLabel	TargetReads	Method	Order	SampleCoverage	HillD
S12	IW	Inland wetland	10000	Rarefaction	1	0.8849607396397631	387.17334746404515
S12	IW	Inland wetland	10000	Rarefaction	2	0.8849607396397631	65.60816620652635
S13	IW	Inland wetland	10000	Rarefaction	0	0.8725393002097415	2132.4165049544467
S13	IW	Inland wetland	10000	Rarefaction	1	0.8725393002097415	485.43150460795545
S13	IW	Inland wetland	10000	Rarefaction	2	0.8725393002097415	104.4272558536964
S15	IW	Inland wetland	10000	Rarefaction	0	0.8820505695296179	2261.1812924505953
S15	IW	Inland wetland	10000	Rarefaction	1	0.8820505695296179	866.1013913836272
S15	IW	Inland wetland	10000	Rarefaction	2	0.8820505695296179	340.8243853387586
S16	IW	Inland wetland	10000	Rarefaction	0	0.8699247335353184	2383.262912468393
S16	IW	Inland wetland	10000	Rarefaction	1	0.8699247335353184	825.0273080238366
S16	IW	Inland wetland	10000	Rarefaction	2	0.8699247335353184	281.4023573519556
S17	IW	Inland wetland	10000	Rarefaction	0	0.8797042376718349	2192.7019147157225
S17	IW	Inland wetland	10000	Rarefaction	1	0.8797042376718349	703.5156780528093
S17	IW	Inland wetland	10000	Rarefaction	2	0.8797042376718349	212.09727778234344
S18	IW	Inland wetland	10000	Rarefaction	0	0.8698961593492391	2503.689984271438
S18	IW	Inland wetland	10000	Rarefaction	1	0.8698961593492391	910.4340186109417
S18	IW	Inland wetland	10000	Rarefaction	2	0.8698961593492391	200.49509710049355
S19	IW	Inland wetland	10000	Rarefaction	0	0.8666866201974822	2551.0694107685313
S19	IW	Inland wetland	10000	Rarefaction	1	0.8666866201974822	938.8156054508762
S19	IW	Inland wetland	10000	Rarefaction	2	0.8666866201974822	260.2900205583043
S20	IW	Inland wetland	10000	Rarefaction	0	0.851211322628591	2698.61778457365
S20	IW	Inland wetland	10000	Rarefaction	1	0.851211322628591	979.804860307313
S20	IW	Inland wetland	10000	Rarefaction	2	0.851211322628591	189.84467668822057
S22	IW	Inland wetland	10000	Rarefaction	0	0.8743208979912723	2273.4065573048792
S22	IW	Inland wetland	10000	Rarefaction	1	0.8743208979912723	726.1009330956703
S22	IW	Inland wetland	10000	Rarefaction	2	0.8743208979912723	194.0035117323608
S23	IW	Inland wetland	10000	Rarefaction	0	0.8665198639139222	2449.3872103162175
S23	IW	Inland wetland	10000	Rarefaction	1	0.8665198639139222	825.1070021463789
S23	IW	Inland wetland	10000	Rarefaction	2	0.8665198639139222	182.41691110321216
S24	IW	Inland wetland	10000	Rarefaction	0	0.8680637203931066	2300.393896042669
S24	IW	Inland wetland	10000	Rarefaction	1	0.8680637203931066	591.5702531917223
S24	IW	Inland wetland	10000	Rarefaction	2	0.8680637203931066	95.82300534840502
S25	IW	Inland wetland	10000	Rarefaction	0	0.8955111584819544	1921.8935373500158
S25	IW	Inland wetland	10000	Rarefaction	1	0.8955111584819544	477.648352534311
S25	IW	Inland wetland	10000	Rarefaction	2	0.8955111584819544	101.82437482968297
S26	IW	Inland wetland	10000	Rarefaction	0	0.8793305046124997	2337.0874855372253
S26	IW	Inland wetland	10000	Rarefaction	1	0.8793305046124997	839.7557868683589
S26	IW	Inland wetland	10000	Rarefaction	2	0.8793305046124997	295.3917197151484
S27	IW	Inland wetland	10000	Rarefaction	0	0.8559086669524465	2600.328188937275
S27	IW	Inland wetland	10000	Rarefaction	1	0.8559086669524465	864.0613912739434
S27	IW	Inland wetland	10000	Rarefaction	2	0.8559086669524465	219.17702799724302
S28	IW	Inland wetland	10000	Rarefaction	0	0.8681793920744016	2263.1773361410956
S28	IW	Inland wetland	10000	Rarefaction	1	0.8681793920744016	577.7024705674833
S28	IW	Inland wetland	10000	Rarefaction	2	0.8681793920744016	99.28928023231425
S30	IW	Inland wetland	10000	Rarefaction	0	0.8512860545999551	2647.578029370162
S30	IW	Inland wetland	10000	Rarefaction	1	0.8512860545999551	906.7599975484079
S30	IW	Inland wetland	10000	Rarefaction	2	0.8512860545999551	244.56894558742164
S34	IW	Inland wetland	10000	Rarefaction	0	0.8759618988832953	2434.339963636472
S34	IW	Inland wetland	10000	Rarefaction	1	0.8759618988832953	964.0647204300199
S34	IW	Inland wetland	10000	Rarefaction	2	0.8759618988832953	334.5970156748248
S35	IW	Inland wetland	10000	Rarefaction	0	0.8732411268050515	2461.561353226584
S35	IW	Inland wetland	10000	Rarefaction	1	0.8732411268050515	981.9826140124093
S35	IW	Inland wetland	10000	Rarefaction	2	0.8732411268050515	322.51778400534437
S36	IW	Inland wetland	10000	Rarefaction	0	0.8772581174937851	1944.9021883081734
S36	IW	Inland wetland	10000	Rarefaction	1	0.8772581174937851	413.69357426053347
S36	IW	Inland wetland	10000	Rarefaction	2	0.8772581174937851	123.17169803098857
S37	IW	Inland wetland	10000	Rarefaction	0	0.847401585177811	2878.0419369659676
S37	IW	Inland wetland	10000	Rarefaction	1	0.847401585177811	1301.527023087011
S37	IW	Inland wetland	10000	Rarefaction	2	0.847401585177811	501.92780056406
S61	CW	Coastal wetland	10000	Rarefaction	0	0.8687812449012211	2234.956808923334
S61	CW	Coastal wetland	10000	Rarefaction	1	0.8687812449012211	576.8786446935259
S61	CW	Coastal wetland	10000	Rarefaction	2	0.8687812449012211	139.96567317247911
S62	CW	Coastal wetland	10000	Rarefaction	0	0.8636260938612955	2316.2525734196493
S62	CW	Coastal wetland	10000	Rarefaction	1	0.8636260938612955	460.8200467328727
S62	CW	Coastal wetland	10000	Rarefaction	2	0.8636260938612955	64.38688457438293
S63	CW	Coastal wetland	10000	Rarefaction	0	0.8663289836764368	2417.9642415890044
S63	CW	Coastal wetland	10000	Rarefaction	1	0.8663289836764368	723.6700567491471
S63	CW	Coastal wetland	10000	Rarefaction	2	0.8663289836764368	149.8000566875924
S65	CW	Coastal wetland	10000	Rarefaction	0	0.8686569569010447	2283.795871254279
S65	CW	Coastal wetland	10000	Rarefaction	1	0.8686569569010447	534.914211426168
S65	CW	Coastal wetland	10000	Rarefaction	2	0.8686569569010447	84.96543331817334
S85	CW	Coastal wetland	10000	Rarefaction	0	0.8675022440114448	2185.218599823858
S85	CW	Coastal wetland	10000	Rarefaction	1	0.8675022440114448	403.46591090717055
S85	CW	Coastal wetland	10000	Rarefaction	2	0.8675022440114448	49.60145929698317
S86	CW	Coastal wetland	10000	Rarefaction	0	0.847162130538191	2580.4460015336144
S86	CW	Coastal wetland	10000	Rarefaction	1	0.847162130538191	823.6783292118719
S86	CW	Coastal wetland	10000	Rarefaction	2	0.847162130538191	260.6437877253559
S87	CW	Coastal wetland	10000	Rarefaction	0	0.8653830492303773	2149.0402676794465
S87	CW	Coastal wetland	10000	Rarefaction	1	0.8653830492303773	235.76081684412944
S87	CW	Coastal wetland	10000	Rarefaction	2	0.8653830492303773	19.894453429126848
S88	CW	Coastal wetland	10000	Rarefaction	0	0.8645621236352109	2328.730768173924
S88	CW	Coastal wetland	10000	Rarefaction	1	0.8645621236352109	690.4559792053408
S88	CW	Coastal wetland	10000	Rarefaction	2	0.8645621236352109	171.4499108094676
S89	CW	Coastal wetland	10000	Rarefaction	0	0.8830165067445285	1780.94160320679
S89	CW	Coastal wetland	10000	Rarefaction	1	0.8830165067445285	166.03957151029593
S89	CW	Coastal wetland	10000	Rarefaction	2	0.8830165067445285	21.633505132041304
S112	CW	Coastal wetland	10000	Rarefaction	0	0.8573684865675539	2389.4350187086884
S112	CW	Coastal wetland	10000	Rarefaction	1	0.8573684865675539	572.0467580027843
S112	CW	Coastal wetland	10000	Rarefaction	2	0.8573684865675539	115.141133347467
S113	CW	Coastal wetland	10000	Rarefaction	0	0.8933985073084726	1537.7467069075042
S113	CW	Coastal wetland	10000	Rarefaction	1	0.8933985073084726	122.18773895426959
S113	CW	Coastal wetland	10000	Rarefaction	2	0.8933985073084726	29.839405257032077
S114	CW	Coastal wetland	10000	Rarefaction	0	0.89130278100134	1730.5765893240894
S114	CW	Coastal wetland	10000	Rarefaction	1	0.89130278100134	221.6275765820633
S114	CW	Coastal wetland	10000	Rarefaction	2	0.89130278100134	49.68689042274429
S161	CW	Coastal wetland	10000	Rarefaction	0	0.884934575440521	2213.133125978148
S161	CW	Coastal wetland	10000	Rarefaction	1	0.884934575440521	754.634495775534
S161	CW	Coastal wetland	10000	Rarefaction	2	0.884934575440521	235.79056196374623
S162	CW	Coastal wetland	10000	Rarefaction	0	0.8898205691046162	2157.9576068055676
S162	CW	Coastal wetland	10000	Rarefaction	1	0.8898205691046162	824.7276628512675
S162	CW	Coastal wetland	10000	Rarefaction	2	0.8898205691046162	340.29452503601107
S164	CW	Coastal wetland	10000	Rarefaction	0	0.898086984980773	2060.746686321362
S164	CW	Coastal wetland	10000	Rarefaction	1	0.898086984980773	776.6653715440054
S164	CW	Coastal wetland	10000	Rarefaction	2	0.898086984980773	320.9441017352556
S165	CW	Coastal wetland	10000	Rarefaction	0	0.8785715981028063	2338.3129348901066
S165	CW	Coastal wetland	10000	Rarefaction	1	0.8785715981028063	885.3093927077467
S165	CW	Coastal wetland	10000	Rarefaction	2	0.8785715981028063	307.30136290657373
S166	CW	Coastal wetland	10000	Rarefaction	0	0.8869736012589756	2227.2468560618877
S166	CW	Coastal wetland	10000	Rarefaction	1	0.8869736012589756	812.3671328081705
S166	CW	Coastal wetland	10000	Rarefaction	2	0.8869736012589756	272.69868681400897
S167	CW	Coastal wetland	10000	Rarefaction	0	0.8666610224832022	2604.983037547991
S167	CW	Coastal wetland	10000	Rarefaction	1	0.8666610224832022	1075.8047088157252
S167	CW	Coastal wetland	10000	Rarefaction	2	0.8666610224832022	314.1347353501922
S168	CW	Coastal wetland	10000	Rarefaction	0	0.8611644614382619	2656.0639255550313
S168	CW	Coastal wetland	10000	Rarefaction	1	0.8611644614382619	1016.6508465342242
S168	CW	Coastal wetland	10000	Rarefaction	2	0.8611644614382619	302.1227262030448
S169	CW	Coastal wetland	10000	Rarefaction	0	0.8733431500939687	2454.584600481471
S169	CW	Coastal wetland	10000	Rarefaction	1	0.8733431500939687	750.8772507196721
S169	CW	Coastal wetland	10000	Rarefaction	2	0.8733431500939687	119.84746188271599
S170	CW	Coastal wetland	10000	Rarefaction	0	0.8938883935107726	2060.207223423644
S170	CW	Coastal wetland	10000	Rarefaction	1	0.8938883935107726	723.500330602861
S170	CW	Coastal wetland	10000	Rarefaction	2	0.8938883935107726	288.0976403807113
S171	CW	Coastal wetland	10000	Rarefaction	0	0.88995320121221	2066.8222962643804
S171	CW	Coastal wetland	10000	Rarefaction	1	0.88995320121221	633.2312454172741
S171	CW	Coastal wetland	10000	Rarefaction	2	0.88995320121221	200.1982381708003
S172	CW	Coastal wetland	10000	Rarefaction	0	0.8896751590710601	2126.620504886496
S172	CW	Coastal wetland	10000	Rarefaction	1	0.8896751590710601	770.8406633494515
S172	CW	Coastal wetland	10000	Rarefaction	2	0.8896751590710601	294.3859754579267
S173	CW	Coastal wetland	10000	Rarefaction	0	0.8848851835140238	2254.5119934487957
S173	CW	Coastal wetland	10000	Rarefaction	1	0.8848851835140238	845.4846496066425
S173	CW	Coastal wetland	10000	Rarefaction	2	0.8848851835140238	309.8995076133403
S174	CW	Coastal wetland	10000	Rarefaction	0	0.893823819229993	2044.6407410604238
S174	CW	Coastal wetland	10000	Rarefaction	1	0.893823819229993	639.5907337481125
S174	CW	Coastal wetland	10000	Rarefaction	2	0.893823819229993	186.9997346576607
S175	CW	Coastal wetland	10000	Rarefaction	0	0.8975334027692382	2034.1265612404657
S175	CW	Coastal wetland	10000	Rarefaction	1	0.8975334027692382	760.07696474502
S175	CW	Coastal wetland	10000	Rarefaction	2	0.8975334027692382	308.10070940339523
S176	CW	Coastal wetland	10000	Rarefaction	0	0.8931009943106374	2045.9594885890513
S176	CW	Coastal wetland	10000	Rarefaction	1	0.8931009943106374	663.2089783968272
S176	CW	Coastal wetland	10000	Rarefaction	2	0.8931009943106374	236.58910369943305
S177	CW	Coastal wetland	10000	Rarefaction	0	0.8995191891703641	1956.1465020479882
S177	CW	Coastal wetland	10000	Rarefaction	1	0.8995191891703641	646.3706063398422
S177	CW	Coastal wetland	10000	Rarefaction	2	0.8995191891703641	240.91451597166508
S179	CW	Coastal wetland	10000	Rarefaction	0	0.8588510369464376	2778.1553508456773
S179	CW	Coastal wetland	10000	Rarefaction	1	0.8588510369464376	1143.1243623128078
S179	CW	Coastal wetland	10000	Rarefaction	2	0.8588510369464376	359.89063831787416
S182	CW	Coastal wetland	10000	Rarefaction	0	0.8741036286201438	2562.6428834592075
S182	CW	Coastal wetland	10000	Rarefaction	1	0.8741036286201438	1060.476081687074
S182	CW	Coastal wetland	10000	Rarefaction	2	0.8741036286201438	349.81291860947596
S187	TW	Tibetan Plateau	10000	Rarefaction	0	0.8923769211525852	2000.961536648988
S187	TW	Tibetan Plateau	10000	Rarefaction	1	0.8923769211525852	514.0556142568674
S187	TW	Tibetan Plateau	10000	Rarefaction	2	0.8923769211525852	122.7025880623282
S188	TW	Tibetan Plateau	10000	Rarefaction	0	0.8985537427928545	1858.4799918881301
S188	TW	Tibetan Plateau	10000	Rarefaction	1	0.8985537427928545	470.45564034998716
S188	TW	Tibetan Plateau	10000	Rarefaction	2	0.8985537427928545	130.08411440752445
S191	TW	Tibetan Plateau	10000	Rarefaction	0	0.8966777373209859	1914.469793133797
S191	TW	Tibetan Plateau	10000	Rarefaction	1	0.8966777373209859	490.8766921440224
S191	TW	Tibetan Plateau	10000	Rarefaction	2	0.8966777373209859	122.0466345753531
S194	TW	Tibetan Plateau	10000	Rarefaction	0	0.911890516953888	1529.8676534400847
S194	TW	Tibetan Plateau	10000	Rarefaction	1	0.911890516953888	263.8932420159596
S194	TW	Tibetan Plateau	10000	Rarefaction	2	0.911890516953888	56.32749162491053
S196	TW	Tibetan Plateau	10000	Rarefaction	0	0.8988190448133642	1777.9769190844047
S196	TW	Tibetan Plateau	10000	Rarefaction	1	0.8988190448133642	388.2279003287978
S196	TW	Tibetan Plateau	10000	Rarefaction	2	0.8988190448133642	115.88853664708556
S197	TW	Tibetan Plateau	10000	Rarefaction	0	0.8490860990010161	2933.3168020073545
S197	TW	Tibetan Plateau	10000	Rarefaction	1	0.8490860990010161	1375.8519311349687
S197	TW	Tibetan Plateau	10000	Rarefaction	2	0.8490860990010161	582.9078655540937
S198	TW	Tibetan Plateau	10000	Rarefaction	0	0.8525397912136572	2863.473375653614
S198	TW	Tibetan Plateau	10000	Rarefaction	1	0.8525397912136572	1321.5704326895063
S198	TW	Tibetan Plateau	10000	Rarefaction	2	0.8525397912136572	554.0115237932462
S201	TW	Tibetan Plateau	10000	Rarefaction	0	0.8637482802610486	2620.128715189568
S201	TW	Tibetan Plateau	10000	Rarefaction	1	0.8637482802610486	1067.604930418858
S201	TW	Tibetan Plateau	10000	Rarefaction	2	0.8637482802610486	407.3890838338714
S202	TW	Tibetan Plateau	10000	Rarefaction	0	0.8961980888115223	1886.338378267651
S202	TW	Tibetan Plateau	10000	Rarefaction	1	0.8961980888115223	355.55726019888453
S202	TW	Tibetan Plateau	10000	Rarefaction	2	0.8961980888115223	48.011469054774714
S203	TW	Tibetan Plateau	10000	Rarefaction	0	0.8996671667010928	1768.6354177875264
S203	TW	Tibetan Plateau	10000	Rarefaction	1	0.8996671667010928	409.6979513891034
S203	TW	Tibetan Plateau	10000	Rarefaction	2	0.8996671667010928	131.87005976885848
S204	TW	Tibetan Plateau	10000	Rarefaction	0	0.8822127575154907	2349.0549686917025
S204	TW	Tibetan Plateau	10000	Rarefaction	1	0.8822127575154907	840.7105497783876
S204	TW	Tibetan Plateau	10000	Rarefaction	2	0.8822127575154907	210.2579029607438
S205	TW	Tibetan Plateau	10000	Rarefaction	0	0.8814852694252031	2202.8862045703363
S205	TW	Tibetan Plateau	10000	Rarefaction	1	0.8814852694252031	622.9174155396614
S205	TW	Tibetan Plateau	10000	Rarefaction	2	0.8814852694252031	169.1419694172191
S206	TW	Tibetan Plateau	10000	Rarefaction	0	0.8869676458885096	2194.5579149594637
S206	TW	Tibetan Plateau	10000	Rarefaction	1	0.8869676458885096	679.5683340413951
S206	TW	Tibetan Plateau	10000	Rarefaction	2	0.8869676458885096	161.94141554618815
S207	TW	Tibetan Plateau	10000	Rarefaction	0	0.890947338018018	2099.7813781649616
S207	TW	Tibetan Plateau	10000	Rarefaction	1	0.890947338018018	586.5666826932688
S207	TW	Tibetan Plateau	10000	Rarefaction	2	0.890947338018018	125.19911490846519
S208	TW	Tibetan Plateau	10000	Rarefaction	0	0.8808007956689724	2196.207315610307
S208	TW	Tibetan Plateau	10000	Rarefaction	1	0.8808007956689724	498.0270345620066
S208	TW	Tibetan Plateau	10000	Rarefaction	2	0.8808007956689724	54.377975065029474
S209	TW	Tibetan Plateau	10000	Rarefaction	0	0.8830465136579616	2258.3566082767156
S209	TW	Tibetan Plateau	10000	Rarefaction	1	0.8830465136579616	751.1269253070246
S209	TW	Tibetan Plateau	10000	Rarefaction	2	0.8830465136579616	221.91420297058488
S210	TW	Tibetan Plateau	10000	Rarefaction	0	0.8706157727702264	2547.802399565058
S210	TW	Tibetan Plateau	10000	Rarefaction	1	0.8706157727702264	1005.5839153142925
S210	TW	Tibetan Plateau	10000	Rarefaction	2	0.8706157727702264	349.3728515446977
S213	TW	Tibetan Plateau	10000	Rarefaction	0	0.8586642220206158	2802.278611048995
S213	TW	Tibetan Plateau	10000	Rarefaction	1	0.8586642220206158	1302.1286333355565
S213	TW	Tibetan Plateau	10000	Rarefaction	2	0.8586642220206158	535.956199864021
S214	TW	Tibetan Plateau	10000	Rarefaction	0	0.870614644044837	2437.8454350166085
S214	TW	Tibetan Plateau	10000	Rarefaction	1	0.870614644044837	886.1691301660404
S214	TW	Tibetan Plateau	10000	Rarefaction	2	0.870614644044837	310.5092700273874
S215	TW	Tibetan Plateau	10000	Rarefaction	0	0.8889091421932375	2206.173537656639
S215	TW	Tibetan Plateau	10000	Rarefaction	1	0.8889091421932375	755.2844592046162
S215	TW	Tibetan Plateau	10000	Rarefaction	2	0.8889091421932375	233.29763321760797
S216	TW	Tibetan Plateau	10000	Rarefaction	0	0.9029480471500787	1860.5024180781995
S216	TW	Tibetan Plateau	10000	Rarefaction	1	0.9029480471500787	502.7912487062774
S216	TW	Tibetan Plateau	10000	Rarefaction	2	0.9029480471500787	143.9775193144804
S217	TW	Tibetan Plateau	10000	Rarefaction	0	0.8919295974063266	2099.268520559772
S217	TW	Tibetan Plateau	10000	Rarefaction	1	0.8919295974063266	641.4506017116639
S217	TW	Tibetan Plateau	10000	Rarefaction	2	0.8919295974063266	185.45693988086612
S218	TW	Tibetan Plateau	10000	Rarefaction	0	0.8633026341981868	2581.0726032916405
S218	TW	Tibetan Plateau	10000	Rarefaction	1	0.8633026341981868	795.7081251926534
S218	TW	Tibetan Plateau	10000	Rarefaction	2	0.8633026341981868	117.0076195652085
S219	TW	Tibetan Plateau	10000	Rarefaction	0	0.868274064543057	2556.0433842189373
S219	TW	Tibetan Plateau	10000	Rarefaction	1	0.868274064543057	827.1301117692839
S219	TW	Tibetan Plateau	10000	Rarefaction	2	0.868274064543057	147.86953311591122
S220	TW	Tibetan Plateau	10000	Rarefaction	0	0.867836335879447	2624.743285557441
S220	TW	Tibetan Plateau	10000	Rarefaction	1	0.867836335879447	997.5883033330952
S220	TW	Tibetan Plateau	10000	Rarefaction	2	0.867836335879447	198.12263863597195
S221	TW	Tibetan Plateau	10000	Rarefaction	0	0.867668736777344	2545.667376887476
S221	TW	Tibetan Plateau	10000	Rarefaction	1	0.867668736777344	896.0269541681686
S221	TW	Tibetan Plateau	10000	Rarefaction	2	0.867668736777344	232.42122335477697
S222	TW	Tibetan Plateau	10000	Rarefaction	0	0.8777555986283412	2222.6193334531636
S222	TW	Tibetan Plateau	10000	Rarefaction	1	0.8777555986283412	477.55974220399685
S222	TW	Tibetan Plateau	10000	Rarefaction	2	0.8777555986283412	72.54500853835505
S223	TW	Tibetan Plateau	10000	Rarefaction	0	0.8919027139911866	1946.1995853141452
S223	TW	Tibetan Plateau	10000	Rarefaction	1	0.8919027139911866	248.95468419575442
S223	TW	Tibetan Plateau	10000	Rarefaction	2	0.8919027139911866	23.02025039469686
S224	TW	Tibetan Plateau	10000	Rarefaction	0	0.8599781419076243	2757.1872961012864
S224	TW	Tibetan Plateau	10000	Rarefaction	1	0.8599781419076243	1136.984895054773
S224	TW	Tibetan Plateau	10000	Rarefaction	2	0.8599781419076243	324.9309706205491
S225	TW	Tibetan Plateau	10000	Rarefaction	0	0.8862087495816632	2225.5733811961773
S225	TW	Tibetan Plateau	10000	Rarefaction	1	0.8862087495816632	757.1003711612323
S225	TW	Tibetan Plateau	10000	Rarefaction	2	0.8862087495816632	237.7420602906641
