SampleID	Group	GroupLabel	ImpliedReads	ObservedReads	EffortRatio	Method	Order	TargetCoverage	HillD
S16	IW	Inland wetland	15695.783887858961	14312	1.0966869681287703	Extrapolation	1	0.9	891.5025758688405
S16	IW	Inland wetland	15695.783887858961	14312	1.0966869681287703	Extrapolation	2	0.9	284.29547121198874
S17	IW	Inland wetland	13914.049629580977	28215	0.4931437047521169	Rarefaction	0	0.8999999995852481	2620.77312328929
S17	IW	Inland wetland	13914.049629580977	28215	0.4931437047521169	Rarefaction	1	0.8999999995852481	742.2657557379157
S17	IW	Inland wetland	13914.049629580977	28215	0.4931437047521169	Rarefaction	2	0.8999999995852481	213.3644067421093
S18	IW	Inland wetland	15160.338874263614	27945	0.5425063114783902	Rarefaction	0	0.9000000005629294	3089.0530104716813
S18	IW	Inland wetland	15160.338874263614	27945	0.5425063114783902	Rarefaction	1	0.9000000005629294	980.1565829669818
S18	IW	Inland wetland	15160.338874263614	27945	0.5425063114783902	Rarefaction	2	0.9000000005629294	201.86600461861667
S19	IW	Inland wetland	15647.154645211247	15540	1.006895408314752	Extrapolation	0	0.9	3198.7395802052915
S19	IW	Inland wetland	15647.154645211247	15540	1.006895408314752	Extrapolation	1	0.9	1017.399467597101
S19	IW	Inland wetland	15647.154645211247	15540	1.006895408314752	Extrapolation	2	0.9	262.74905552002735
S20	IW	Inland wetland	19154.260199100234	17170	1.1155655328538283	Extrapolation	0	0.9	3802.6771183007168
S20	IW	Inland wetland	19154.260199100234	17170	1.1155655328538283	Extrapolation	1	0.9	1105.630066508027
S20	IW	Inland wetland	19154.260199100234	17170	1.1155655328538283	Extrapolation	2	0.9	191.5738650740096
S22	IW	Inland wetland	14818.808685058259	21718	0.6823284227395827	Rarefaction	0	0.8999999997617144	2811.4090005324874
S22	IW	Inland wetland	14818.808685058259	21718	0.6823284227395827	Rarefaction	1	0.8999999997617144	775.1488742177293
S22	IW	Inland wetland	14818.808685058259	21718	0.6823284227395827	Rarefaction	2	0.8999999997617144	195.22891540326015
S23	IW	Inland wetland	15966.313430894632	16485	0.9685358465814153	Rarefaction	0	0.8999999999656723	3134.662486404147
S23	IW	Inland wetland	15966.313430894632	16485	0.9685358465814153	Rarefaction	1	0.8999999999656723	895.3419502040751
S23	IW	Inland wetland	15966.313430894632	16485	0.9685358465814153	Rarefaction	2	0.8999999999656723	183.6621199748418
S24	IW	Inland wetland	15998.93890220378	12309	1.2997756846375643	Extrapolation	0	0.9	2989.079842135875
S24	IW	Inland wetland	15998.93890220378	12309	1.2997756846375643	Extrapolation	1	0.9	642.1503768009593
S24	IW	Inland wetland	15998.93890220378	12309	1.2997756846375643	Extrapolation	2	0.9	96.16495110725434
S25	IW	Inland wetland	10836.556659560556	37374	0.2899490731407009	Rarefaction	0	0.8999999996692005	2007.3933032177192
S25	IW	Inland wetland	10836.556659560556	37374	0.2899490731407009	Rarefaction	1	0.8999999996692005	483.4616481219141
S25	IW	Inland wetland	10836.556659560556	37374	0.2899490731407009	Rarefaction	2	0.8999999996692005	101.90369852961783
S26	IW	Inland wetland	13293.781763476127	35104	0.3786970648209927	Rarefaction	0	0.8999999998381103	2698.069986198563
S26	IW	Inland wetland	13293.781763476127	35104	0.3786970648209927	Rarefaction	1	0.8999999998381103	881.6006704140913
S26	IW	Inland wetland	13293.781763476127	35104	0.3786970648209927	Rarefaction	2	0.8999999998381103	297.5623873503008
S27	IW	Inland wetland	17398.3002839896	16624	1.0465772548116938	Extrapolation	0	0.9	3483.740800075223
S27	IW	Inland wetland	17398.3002839896	16624	1.0465772548116938	Extrapolation	1	0.9	956.0118290471106
S27	IW	Inland wetland	17398.3002839896	16624	1.0465772548116938	Extrapolation	2	0.9	221.2297069512993
S28	IW	Inland wetland	16413.847381844425	25853	0.6348914006824904	Rarefaction	0	0.89999999979193	2995.4437252629873
S28	IW	Inland wetland	16413.847381844425	25853	0.6348914006824904	Rarefaction	1	0.89999999979193	627.0131657833057
S28	IW	Inland wetland	16413.847381844425	25853	0.6348914006824904	Rarefaction	2	0.89999999979193	99.67213280361975
S30	IW	Inland wetland	17568.30980409436	12291	1.4293637461634008	Extrapolation	0	0.9	3572.8279701947195
S30	IW	Inland wetland	17568.30980409436	12291	1.4293637461634008	Extrapolation	1	0.9	1013.3291650054066
S30	IW	Inland wetland	17568.30980409436	12291	1.4293637461634008	Extrapolation	2	0.9	247.16262965886466
S34	IW	Inland wetland	13974.449869907172	18989	0.7359234225028791	Rarefaction	0	0.8999999994501252	2875.4935247917756
S34	IW	Inland wetland	13974.449869907172	18989	0.7359234225028791	Rarefaction	1	0.8999999994501252	1022.117865907282
S34	IW	Inland wetland	13974.449869907172	18989	0.7359234225028791	Rarefaction	2	0.8999999994501252	337.802329306213
S35	IW	Inland wetland	14040.872567726366	11275	1.245310205563314	Extrapolation	0	0.9	2916.927331991262
S35	IW	Inland wetland	14040.872567726366	11275	1.245310205563314	Extrapolation	1	0.9	1045.3309415646734
S35	IW	Inland wetland	14040.872567726366	11275	1.245310205563314	Extrapolation	2	0.9	325.53024080808603
S36	IW	Inland wetland	15120.673381911194	13034	1.1600946280429028	Extrapolation	0	0.9	2511.088537801907
S36	IW	Inland wetland	15120.673381911194	13034	1.1600946280429028	Extrapolation	1	0.9	440.6014134010737
S36	IW	Inland wetland	15120.673381911194	13034	1.1600946280429028	Extrapolation	2	0.9	123.68347609537571
S37	IW	Inland wetland	18720.24639335566	16809	1.1137037535460563	Extrapolation	0	0.9	3943.706324266948
S37	IW	Inland wetland	18720.24639335566	16809	1.1137037535460563	Extrapolation	1	0.9	1470.9400385443766
S37	IW	Inland wetland	18720.24639335566	16809	1.1137037535460563	Extrapolation	2	0.9	513.9209171776911
S61	CW	Coastal wetland	16762.737548411056	14698	1.1404774492047256	Extrapolation	0	0.9	3005.2578786242298
S61	CW	Coastal wetland	16762.737548411056	14698	1.1404774492047256	Extrapolation	1	0.9	628.1608086969538
S61	CW	Coastal wetland	16762.737548411056	14698	1.1404774492047256	Extrapolation	2	0.9	140.75488216075416
S62	CW	Coastal wetland	17119.092623307206	15680	1.0917788662823473	Extrapolation	0	0.9	3142.955818108278
S62	CW	Coastal wetland	17119.092623307206	15680	1.0917788662823473	Extrapolation	1	0.9	504.6297947259228
S62	CW	Coastal wetland	17119.092623307206	15680	1.0917788662823473	Extrapolation	2	0.9	64.55707321650156
S63	CW	Coastal wetland	15755.256223773013	15609	1.009369993194504	Extrapolation	0	0.9	3080.6728896315362
S63	CW	Coastal wetland	15755.256223773013	15609	1.009369993194504	Extrapolation	1	0.9	783.1771231896944
S63	CW	Coastal wetland	15755.256223773013	15609	1.009369993194504	Extrapolation	2	0.9	150.6188324871954
S65	CW	Coastal wetland	16103.303983086336	34398	0.4681465196548153	Rarefaction	0	0.8999999999580771	2979.2912017826275
S65	CW	Coastal wetland	16103.303983086336	34398	0.4681465196548153	Rarefaction	1	0.8999999999580771	579.0893686577646
S65	CW	Coastal wetland	16103.303983086336	34398	0.4681465196548153	Rarefaction	2	0.8999999999580771	85.23671513114091
S85	CW	Coastal wetland	17526.350376955874	15864	1.1047875931011015	Extrapolation	0	0.9	3044.6806421407746
S85	CW	Coastal wetland	17526.350376955874	15864	1.1047875931011015	Extrapolation	1	0.9	441.7383089433903
S85	CW	Coastal wetland	17526.350376955874	15864	1.1047875931011015	Extrapolation	2	0.9	49.7052091737908
S86	CW	Coastal wetland	19882.92240905003	15086	1.317971789012994	Extrapolation	0	0.9	3798.6983999721097
S86	CW	Coastal wetland	19882.92240905003	15086	1.317971789012994	Extrapolation	1	0.9	936.3507445278458
S86	CW	Coastal wetland	19882.92240905003	15086	1.317971789012994	Extrapolation	2	0.9	264.05191541601306
S87	CW	Coastal wetland	17166.327341012977	13090	1.3114077418650096	Extrapolation	0	0.9	2979.3310223907088
S87	CW	Coastal wetland	17166.327341012977	13090	1.3114077418650096	Extrapolation	1	0.9	257.988768407085
S87	CW	Coastal wetland	17166.327341012977	13090	1.3114077418650096	Extrapolation	2	0.9	19.910159652134514
S88	CW	Coastal wetland	17155.899552792693	15375	1.115830865222289	Extrapolation	0	0.9	3157.1890655691423
S88	CW	Coastal wetland	17155.899552792693	15375	1.115830865222289	Extrapolation	1	0.9	756.5122755809947
S88	CW	Coastal wetland	17155.899552792693	15375	1.115830865222289	Extrapolation	2	0.9	172.6777096829039
S89	CW	Coastal wetland	14123.136074230039	20685	0.6827718672579183	Rarefaction	0	0.899999999860912	2225.9116751643537
S89	CW	Coastal wetland	14123.136074230039	20685	0.6827718672579183	Rarefaction	1	0.899999999860912	174.38843834139033
S89	CW	Coastal wetland	14123.136074230039	20685	0.6827718672579183	Rarefaction	2	0.899999999860912	21.646545852090743
S112	CW	Coastal wetland	18011.456766275373	18765	0.9598431530122767	Rarefaction	0	0.899999999451516	3340.688467615816
S112	CW	Coastal wetland	18011.456766275373	18765	0.9598431530122767	Rarefaction	1	0.899999999451516	633.1057426450881
S112	CW	Coastal wetland	18011.456766275373	18765	0.9598431530122767	Rarefaction	2	0.899999999451516	115.72874378855096
S113	CW	Coastal wetland	11675.985630201454	31578	0.36975063747550363	Rarefaction	0	0.9000000001555074	1710.7255466745316
S113	CW	Coastal wetland	11675.985630201454	31578	0.36975063747550363	Rarefaction	1	0.9000000001555074	124.6748929759149
S113	CW	Coastal wetland	11675.985630201454	31578	0.36975063747550363	Rarefaction	2	0.9000000001555074	29.8517640617604
S114	CW	Coastal wetland	11877.291852688679	30628	0.38779195026409424	Rarefaction	0	0.8999999999690017	1926.1798455368196
S114	CW	Coastal wetland	11877.291852688679	30628	0.38779195026409424	Rarefaction	1	0.8999999999690017	227.03742155503357
S114	CW	Coastal wetland	11877.291852688679	30628	0.38779195026409424	Rarefaction	2	0.8999999999690017	49.725159326187864
S161	CW	Coastal wetland	12470.515178583693	14746	0.8456879952925331	Rarefaction	0	0.9000000002469163	2477.7875909513978
S161	CW	Coastal wetland	12470.515178583693	14746	0.8456879952925331	Rarefaction	1	0.9000000002469163	782.6155110223485
S161	CW	Coastal wetland	12470.515178583693	14746	0.8456879952925331	Rarefaction	2	0.9000000002469163	236.89255438090487
S162	CW	Coastal wetland	11722.591234682845	20882	0.5613730119089572	Rarefaction	0	0.9000000008939055	2338.6462874130157
S162	CW	Coastal wetland	11722.591234682845	20882	0.5613730119089572	Rarefaction	1	0.9000000008939055	846.2772138979374
S162	CW	Coastal wetland	11722.591234682845	20882	0.5613730119089572	Rarefaction	2	0.9000000008939055	341.99984075232766
S164	CW	Coastal wetland	10299.178087646636	10674	0.9648845875629226	Rarefaction	0	0.9000000002205168	2090.9496813192004
S164	CW	Coastal wetland	10299.178087646636	10674	0.9648845875629226	Rarefaction	1	0.9000000002205168	780.3095061594722
S164	CW	Coastal wetland	10299.178087646636	10674	0.9648845875629226	Rarefaction	2	0.9000000002205168	321.2426936154345
S165	CW	Coastal wetland	13796.147151848727	13592	1.0150196550801005	Extrapolation	0	0.9	2755.5106900774385
S165	CW	Coastal wetland	13796.147151848727	13592	1.0150196550801005	Extrapolation	1	0.9	935.02077117398
S165	CW	Coastal wetland	13796.147151848727	13592	1.0150196550801005	Extrapolation	2	0.9	309.91363411871674
S166	CW	Coastal wetland	12078.577835976082	14975	0.806582827110256	Rarefaction	0	0.9000000001315677	2448.0345278375617
S166	CW	Coastal wetland	12078.577835976082	14975	0.806582827110256	Rarefaction	1	0.9000000001315677	838.2207418408543
S166	CW	Coastal wetland	12078.577835976082	14975	0.806582827110256	Rarefaction	2	0.9000000001315677	273.97983704761344
S167	CW	Coastal wetland	15002.856081707128	12562	1.1943047350507188	Extrapolation	0	0.9	3182.257060174234
S167	CW	Coastal wetland	15002.856081707128	12562	1.1943047350507188	Extrapolation	1	0.9	1160.868565626701
S167	CW	Coastal wetland	15002.856081707128	12562	1.1943047350507188	Extrapolation	2	0.9	317.4498138777587
S168	CW	Coastal wetland	15056.352926341846	10364	1.4527550102606952	Extrapolation	0	0.9	3254.4519391831805
S168	CW	Coastal wetland	15056.352926341846	10364	1.4527550102606952	Extrapolation	1	0.9	1105.8013744044497
S168	CW	Coastal wetland	15056.352926341846	10364	1.4527550102606952	Extrapolation	2	0.9	305.2094842106378
S169	CW	Coastal wetland	14050.708487930851	21929	0.6407363987382394	Rarefaction	0	0.899999999977704	2909.1209985035935
S169	CW	Coastal wetland	14050.708487930851	21929	0.6407363987382394	Rarefaction	1	0.899999999977704	797.3665444147415
S169	CW	Coastal wetland	14050.708487930851	21929	0.6407363987382394	Rarefaction	2	0.899999999977704	120.2595458020383
S170	CW	Coastal wetland	11116.03980822638	13259	0.8383769370409819	Rarefaction	0	0.8999999996461332	2175.1253036266476
S170	CW	Coastal wetland	11116.03980822638	13259	0.8383769370409819	Rarefaction	1	0.8999999996461332	735.6624526013388
S170	CW	Coastal wetland	11116.03980822638	13259	0.8383769370409819	Rarefaction	2	0.8999999996461332	288.93054660049074
S171	CW	Coastal wetland	11790.240254299844	15143	0.7785934262893643	Rarefaction	0	0.8999999994835668	2254.484111955033
S171	CW	Coastal wetland	11790.240254299844	15143	0.7785934262893643	Rarefaction	1	0.8999999994835668	649.8770351258443
S171	CW	Coastal wetland	11790.240254299844	15143	0.7785934262893643	Rarefaction	2	0.8999999994835668	200.80566440413594
S172	CW	Coastal wetland	11800.861517420015	15230	0.7748431725160877	Rarefaction	0	0.9000000003692943	2315.6425549389874
S172	CW	Coastal wetland	11800.861517420015	15230	0.7748431725160877	Rarefaction	1	0.9000000003692943	791.6064037724453
S172	CW	Coastal wetland	11800.861517420015	15230	0.7748431725160877	Rarefaction	2	0.9000000003692943	295.710059286753
S173	CW	Coastal wetland	12413.699706120027	11362	1.0925629031966226	Extrapolation	0	0.9	2513.368287625584
S173	CW	Coastal wetland	12413.699706120027	11362	1.0925629031966226	Extrapolation	1	0.9	876.9300526826615
S173	CW	Coastal wetland	12413.699706120027	11362	1.0925629031966226	Extrapolation	2	0.9	311.77225896634417
S174	CW	Coastal wetland	11076.90317685521	12288	0.9014406882206388	Rarefaction	0	0.9000000000058707	2155.5716641823046
S174	CW	Coastal wetland	11076.90317685521	12288	0.9014406882206388	Rarefaction	1	0.9000000000058707	649.9445771534645
S174	CW	Coastal wetland	11076.90317685521	12288	0.9014406882206388	Rarefaction	2	0.9000000000058707	187.33853291445976
S175	CW	Coastal wetland	10437.839070713528	12201	0.8554904573980434	Rarefaction	0	0.9000000001524218	2078.445463560564
S175	CW	Coastal wetland	10437.839070713528	12201	0.8554904573980434	Rarefaction	1	0.9000000001524218	765.20379548983
S175	CW	Coastal wetland	10437.839070713528	12201	0.8554904573980434	Rarefaction	2	0.9000000001524218	308.4981577834165
S176	CW	Coastal wetland	11172.493706724747	14640	0.7631484772352969	Rarefaction	0	0.9000000003268185	2167.1404137034124
S176	CW	Coastal wetland	11172.493706724747	14640	0.7631484772352969	Rarefaction	1	0.9000000003268185	674.8616028558538
S176	CW	Coastal wetland	11172.493706724747	14640	0.7631484772352969	Rarefaction	2	0.9000000003268185	237.1755509356778
S177	CW	Coastal wetland	10080.571490480364	11140	0.9048986975296557	Rarefaction	0	0.8999999995358823	1964.2232227595982
S177	CW	Coastal wetland	10080.571490480364	11140	0.9048986975296557	Rarefaction	1	0.8999999995358823	647.1662948250055
S177	CW	Coastal wetland	10080.571490480364	11140	0.9048986975296557	Rarefaction	2	0.8999999995358823	240.96072664936491
S179	CW	Coastal wetland	14816.057356725883	10365	1.4294314864183197	Extrapolation	0	0.9	3353.1036820882173
S179	CW	Coastal wetland	14816.057356725883	10365	1.4294314864183197	Extrapolation	1	0.9	1242.6050169641294
S179	CW	Coastal wetland	14816.057356725883	10365	1.4294314864183197	Extrapolation	2	0.9	364.1391016855201
S182	CW	Coastal wetland	13818.205014432117	13019	1.0613875884808446	Extrapolation	0	0.9	2989.690818547415
S182	CW	Coastal wetland	13818.205014432117	13019	1.0613875884808446	Extrapolation	1	0.9	1124.9532072902937
S182	CW	Coastal wetland	13818.205014432117	13019	1.0613875884808446	Extrapolation	2	0.9	353.21767490808696
S187	TW	Tibetan Plateau	11332.192591696603	25908	0.4374012888565927	Rarefaction	0	0.900000000068916	2139.1082104387606
S187	TW	Tibetan Plateau	11332.192591696603	25908	0.4374012888565927	Rarefaction	1	0.900000000068916	524.095125221519
S187	TW	Tibetan Plateau	11332.192591696603	25908	0.4374012888565927	Rarefaction	2	0.900000000068916	122.87840952593707
S188	TW	Tibetan Plateau	10265.246810443354	15143	0.6778872621305787	Rarefaction	0	0.9000000000758595	1885.1959654926623
S188	TW	Tibetan Plateau	10265.246810443354	15143	0.6778872621305787	Rarefaction	1	0.9000000000758595	472.2793967746782
S188	TW	Tibetan Plateau	10265.246810443354	15143	0.6778872621305787	Rarefaction	2	0.9000000000758595	130.12752204383023
S191	TW	Tibetan Plateau	10571.267606153548	11594	0.9117877873170215	Rarefaction	0	0.9000000001162067	1972.5354068796946
S191	TW	Tibetan Plateau	10571.267606153548	11594	0.9117877873170215	Rarefaction	1	0.9000000001162067	495.00254315495556
S191	TW	Tibetan Plateau	10571.267606153548	11594	0.9117877873170215	Rarefaction	2	0.9000000001162067	122.12652940667019
S194	TW	Tibetan Plateau	7709.835173585462	14479	0.5324839542499801	Rarefaction	0	0.9000000004204697	1315.2740691402073
S194	TW	Tibetan Plateau	7709.835173585462	14479	0.5324839542499801	Rarefaction	1	0.9000000004204697	254.99629655981155
S194	TW	Tibetan Plateau	7709.835173585462	14479	0.5324839542499801	Rarefaction	2	0.9000000004204697	56.23506156399759
S196	TW	Tibetan Plateau	10219.92103786682	16626	0.6146951183608096	Rarefaction	0	0.9000000003805098	1800.098863299602
S196	TW	Tibetan Plateau	10219.92103786682	16626	0.6146951183608096	Rarefaction	1	0.9000000003805098	389.4417662497675
S196	TW	Tibetan Plateau	10219.92103786682	16626	0.6146951183608096	Rarefaction	2	0.9000000003805098	115.91719737555954
S197	TW	Tibetan Plateau	17044.637955341535	14934	1.1413310536588681	Extrapolation	0	0.9	3795.3107966996017
S197	TW	Tibetan Plateau	17044.637955341535	14934	1.1413310536588681	Extrapolation	1	0.9	1531.7289629630204
S197	TW	Tibetan Plateau	17044.637955341535	14934	1.1413310536588681	Extrapolation	2	0.9	597.2740759259223
S198	TW	Tibetan Plateau	16721.627627809314	17006	0.9832781152422271	Rarefaction	0	0.8999999998243877	3675.760839166528
S198	TW	Tibetan Plateau	16721.627627809314	17006	0.9832781152422271	Rarefaction	1	0.8999999998243877	1461.6298601721712
S198	TW	Tibetan Plateau	16721.627627809314	17006	0.9832781152422271	Rarefaction	2	0.8999999998243877	566.608211956398
S201	TW	Tibetan Plateau	15527.168124721753	31839	0.48767763198347164	Rarefaction	0	0.9000000001197204	3262.030205491579
S201	TW	Tibetan Plateau	15527.168124721753	31839	0.48767763198347164	Rarefaction	1	0.9000000001197204	1157.629505893769
S201	TW	Tibetan Plateau	15527.168124721753	31839	0.48767763198347164	Rarefaction	2	0.9000000001197204	413.36954062168945
S202	TW	Tibetan Plateau	10646.855828346439	21086	0.5049253451743545	Rarefaction	0	0.8999999995954192	1952.238230039527
S202	TW	Tibetan Plateau	10646.855828346439	21086	0.5049253451743545	Rarefaction	1	0.8999999995954192	358.8994613334314
S202	TW	Tibetan Plateau	10646.855828346439	21086	0.5049253451743545	Rarefaction	2	0.8999999995954192	48.02518742244409
S203	TW	Tibetan Plateau	10063.518245842426	16941	0.5940333065251417	Rarefaction	0	0.9000000000469733	1774.9979629538118
S203	TW	Tibetan Plateau	10063.518245842426	16941	0.5940333065251417	Rarefaction	1	0.9000000000469733	410.06923257336956
S203	TW	Tibetan Plateau	10063.518245842426	16941	0.5940333065251417	Rarefaction	2	0.9000000000469733	131.88095444452992
S204	TW	Tibetan Plateau	12704.082677522061	11920	1.0657787481142669	Extrapolation	0	0.9	2642.2035670099704
S204	TW	Tibetan Plateau	12704.082677522061	11920	1.0657787481142669	Extrapolation	1	0.9	876.2081238175202
S204	TW	Tibetan Plateau	12704.082677522061	11920	1.0657787481142669	Extrapolation	2	0.9	211.19869402403916
S205	TW	Tibetan Plateau	12925.36372719672	12491	1.034774135553336	Extrapolation	0	0.9	2520.9541917374777
S205	TW	Tibetan Plateau	12925.36372719672	12491	1.034774135553336	Extrapolation	1	0.9	649.8405574037153
S205	TW	Tibetan Plateau	12925.36372719672	12491	1.034774135553336	Extrapolation	2	0.9	169.78816513454598
S206	TW	Tibetan Plateau	12104.428068975314	10672	1.1342230199564574	Extrapolation	0	0.9	2418.318862834727
S206	TW	Tibetan Plateau	12104.428068975314	10672	1.1342230199564574	Extrapolation	1	0.9	701.7892083750728
S206	TW	Tibetan Plateau	12104.428068975314	10672	1.1342230199564574	Extrapolation	2	0.9	162.3958549696788
S207	TW	Tibetan Plateau	11419.508300835256	16427	0.695166999502968	Rarefaction	0	0.9000000004313805	2247.9492375421987
S207	TW	Tibetan Plateau	11419.508300835256	16427	0.695166999502968	Rarefaction	1	0.9000000004313805	599.1665103555953
S207	TW	Tibetan Plateau	11419.508300835256	16427	0.695166999502968	Rarefaction	2	0.9000000004313805	125.39272357519548
S208	TW	Tibetan Plateau	13242.571360401864	11223	1.1799493326563186	Extrapolation	0	0.9	2550.1536383349494
S208	TW	Tibetan Plateau	13242.571360401864	11223	1.1799493326563186	Extrapolation	1	0.9	522.1692333601529
S208	TW	Tibetan Plateau	13242.571360401864	11223	1.1799493326563186	Extrapolation	2	0.9	54.44914782932732
S209	TW	Tibetan Plateau	12721.08363217301	12991	0.9792228182721122	Rarefaction	0	0.8999999996447149	2552.197288884469
S209	TW	Tibetan Plateau	12721.08363217301	12991	0.9792228182721122	Rarefaction	1	0.8999999996447149	781.9675269288311
S209	TW	Tibetan Plateau	12721.08363217301	12991	0.9792228182721122	Rarefaction	2	0.8999999996447149	222.96792788636668
S210	TW	Tibetan Plateau	14296.777677669888	25846	0.5531524289123999	Rarefaction	0	0.8999999998645065	3034.9528184881938
S210	TW	Tibetan Plateau	14296.777677669888	25846	0.5531524289123999	Rarefaction	1	0.8999999998645065	1072.889853124068
S210	TW	Tibetan Plateau	14296.777677669888	25846	0.5531524289123999	Rarefaction	2	0.8999999998645065	353.06988284164197
S213	TW	Tibetan Plateau	15836.527909749235	15440	1.0256818594397172	Extrapolation	0	0.9	3492.049537629844
S213	TW	Tibetan Plateau	15836.527909749235	15440	1.0256818594397172	Extrapolation	1	0.9	1423.0112836856654
S213	TW	Tibetan Plateau	15836.527909749235	15440	1.0256818594397172	Extrapolation	2	0.9	546.7365878364651
S214	TW	Tibetan Plateau	14850.62405179467	16604	0.8944003885686985	Rarefaction	0	0.9000000005493946	2987.251216503261
S214	TW	Tibetan Plateau	14850.62405179467	16604	0.8944003885686985	Rarefaction	1	0.9000000005493946	949.6357665444962
S214	TW	Tibetan Plateau	14850.62405179467	16604	0.8944003885686985	Rarefaction	2	0.9000000005493946	313.68071973977203
S215	TW	Tibetan Plateau	11687.85703961417	18461	0.6331107220418271	Rarefaction	0	0.9000000005551582	2383.9576500197704
