FeatureID	FeatureState	TotalReads	PositiveSamples	RawPresence	DetectedSamples	Prevalence	EqualSampleMean	PooledReadFraction	MaximumSampleAbundance	BestRank	BestTaxon	Lineage
OTU_8058	Persistently rare	72	39	0.43333333333333335	9	0.1	4.486538401132682e-5	4.445349978699365e-5	4.434589800443459e-4	Genus	Mycobacterium	Bacteria > Actinobacteria > Actinobacteria > Corynebacteriales > Mycobacteriaceae > Mycobacterium > Unknown species
OTU_7152	Persistently rare	57	31	0.34444444444444444	11	0.12222222222222222	3.645843600813126e-5	3.519235399803664e-5	3.491315353059265e-4	Class	OPB35 soil group	Bacteria > Verrucomicrobia > OPB35 soil group > Unknown order > Unknown family > Unknown genus > Unknown species
OTU_999	Intermediate	326	61	0.6777777777777778	34	0.37777777777777777	2.164452866602044e-4	2.0127556847999902e-4	0.0029514196328433977	Genus	Desulfocapsa	Bacteria > Proteobacteria > Deltaproteobacteria > Desulfobacterales > Desulfobulbaceae > Desulfocapsa > Unknown species
OTU_3650	Persistently rare	59	16	0.17777777777777778	8	0.08888888888888889	3.0520244823277054e-5	3.642717343656424e-5	6.947660954145438e-4	Class	Bacteroidetes BD2-2	Bacteria > Bacteroidetes > Bacteroidetes BD2-2 > Unknown order > Unknown family > Unknown genus > Unknown species
OTU_305	Intermediate	1441	79	0.8777777777777778	60	0.6666666666666666	8.826073252818981e-4	8.896874054591368e-4	0.005328230791875184	Genus	Syntrophus	Bacteria > Proteobacteria > Deltaproteobacteria > Syntrophobacterales > Syntrophaceae > Syntrophus > Unknown species
OTU_11016	Persistently rare	15	13	0.14444444444444443	1	0.011111111111111112	1.0268947426092976e-5	9.261145788957009e-6	1.639209900827801e-4	Order	Subgroup 18	Bacteria > Acidobacteria > Acidobacteria > Subgroup 18 > Unknown family > Unknown genus > Unknown species
OTU_13742	Intermediate	314	67	0.7444444444444445	41	0.45555555555555555	1.9185592796923688e-4	1.938666518488334e-4	0.0014248704663212435	Family	Comamonadaceae	Bacteria > Proteobacteria > Betaproteobacteria > Burkholderiales > Comamonadaceae > Unknown genus > Unknown species
OTU_4502	Intermediate	71	26	0.28888888888888886	9	0.1	5.6457607115016475e-5	4.383609006772984e-5	0.0021507028189569092	Genus	Pirellula	Bacteria > Planctomycetes > Planctomycetacia > Planctomycetales > Planctomycetaceae > Pirellula > Unknown species
OTU_5248	Persistently rare	23	17	0.18888888888888888	3	0.03333333333333333	1.4770980811947003e-5	1.4200423543067415e-5	2.106482700510822e-4	Genus	Arenimonas	Bacteria > Proteobacteria > Gammaproteobacteria > Xanthomonadales > Xanthomonadaceae > Arenimonas > Unknown species
OTU_408	Primary core	991	87	0.9666666666666667	74	0.8222222222222222	6.308024717115559e-4	6.118530317904264e-4	0.003779870587481581	Genus	Geoalkalibacter	Bacteria > Proteobacteria > Deltaproteobacteria > Desulfuromonadales > Geobacteraceae > Geoalkalibacter > Unknown species
OTU_4558	Persistently rare	4	4	0.044444444444444446	0	0	2.8093266142334424e-6	2.4696388770552028e-6	8.869179600886918e-5	Kingdom	Unknown kingdom	Unknown kingdom > Unknown phylum > Unknown class > Unknown order > Unknown family > Unknown genus > Unknown species
OTU_4474	Persistently rare	68	38	0.4222222222222222	12	0.13333333333333333	3.9426071706830705e-5	4.1983860909938446e-5	2.618486514794449e-4	Phylum	Latescibacteria	Bacteria > Latescibacteria > Unknown class > Unknown order > Unknown family > Unknown genus > Unknown species
OTU_4716	Persistently rare	32	12	0.13333333333333333	5	0.05555555555555555	1.9929424167574574e-5	1.9757111016441622e-5	6.026516673362796e-4	Family	Rhodobacteraceae	Bacteria > Proteobacteria > Alphaproteobacteria > Rhodobacterales > Rhodobacteraceae > Unknown genus > Unknown species
OTU_5004	Persistently rare	53	31	0.34444444444444444	9	0.1	3.377964165628442e-5	3.272271512098144e-5	3.748125937031484e-4	Phylum	Chloroflexi	Bacteria > Chloroflexi > Unknown class > Unknown order > Unknown family > Unknown genus > Unknown species
OTU_6426	Primary core	1267	87	0.9666666666666667	78	0.8666666666666667	9.30892619525654e-4	7.822581143072354e-4	0.007912003087610961	Family	Xanthomonadales Incertae Sedis	Bacteria > Proteobacteria > Gammaproteobacteria > Xanthomonadales > Xanthomonadales Incertae Sedis > Unknown genus > Unknown species
OTU_3449	Persistently rare	46	30	0.3333333333333333	5	0.05555555555555555	2.7021119994179917e-5	2.840084708613483e-5	2.409058058299205e-4	Class	Pla3 lineage	Bacteria > Planctomycetes > Pla3 lineage > Unknown order > Unknown family > Unknown genus > Unknown species
OTU_10128	Persistently rare	49	28	0.3111111111111111	7	0.07777777777777778	3.0968868690886686e-5	3.0253076243926232e-5	2.894356005788712e-4	Order	Subgroup 7	Bacteria > Acidobacteria > Holophagae > Subgroup 7 > Unknown family > Unknown genus > Unknown species
OTU_75	Primary core	1104	86	0.9555555555555556	77	0.8555555555555555	7.79076814303051e-4	6.816203300672359e-4	0.016823091907207367	Family	Rhodocyclaceae	Bacteria > Proteobacteria > Betaproteobacteria > Rhodocyclales > Rhodocyclaceae > Unknown genus > Unknown species
OTU_2069	Intermediate	338	76	0.8444444444444444	52	0.5777777777777777	2.3566146508429786e-4	2.0868448511116461e-4	0.0018579024921519635	Order	SC-I-84	Bacteria > Proteobacteria > Betaproteobacteria > SC-I-84 > Unknown family > Unknown genus > Unknown species
OTU_356	Primary core	875	87	0.9666666666666667	76	0.8444444444444444	5.04578066674105e-4	5.402335043558255e-4	0.007398273736128237	Family	Halieaceae	Bacteria > Proteobacteria > Gammaproteobacteria > Cellvibrionales > Halieaceae > Unknown genus > Unknown species
OTU_825	Intermediate	223	55	0.6111111111111112	25	0.2777777777777778	1.254755934760103e-4	1.3768236739582755e-4	0.0010735373054213634	Genus	Anaerolinea	Bacteria > Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Anaerolinea > Unknown species
OTU_4105	Persistently rare	34	20	0.2222222222222222	5	0.05555555555555555	1.8859274384417266e-5	2.0991930454969223e-5	2.302237775117414e-4	Order	Chthonomonadales	Bacteria > Armatimonadetes > Chthonomonadetes > Chthonomonadales > Unknown family > Unknown genus > Unknown species
OTU_2526	Persistently rare	25	18	0.2	3	0.03333333333333333	1.626299243727153e-5	1.5435242981595016e-5	2.008838891120932e-4	Family	PHOS-HE51	Bacteria > Bacteroidetes > Sphingobacteriia > Sphingobacteriales > PHOS-HE51 > Unknown genus > Unknown species
OTU_482	Intermediate	368	46	0.5111111111111111	31	0.34444444444444444	2.0755421945892508e-4	2.2720677668907865e-4	0.002337484383186233	Genus	Haloferula	Bacteria > Verrucomicrobia > Verrucomicrobiae > Verrucomicrobiales > Verrucomicrobiaceae > Haloferula > Unknown species
OTU_13756	Sampling-limited	3	2	0.022222222222222223	1	0.011111111111111112	2.583435441209653e-6	1.852229157791402e-6	1.9297568506368199e-4	Genus	Methylomonas	Bacteria > Proteobacteria > Gammaproteobacteria > Methylococcales > Methylococcaceae > Methylomonas > Unknown species
OTU_7092	Persistently rare	8	6	0.06666666666666667	1	0.011111111111111112	6.251437871059494e-6	4.9392777541104055e-6	2.894356005788712e-4	Genus	Thermoanaerobaculum	Bacteria > Acidobacteria > Holophagae > Holophagae Incertae Sedis > Unknown family > Thermoanaerobaculum > Unknown species
OTU_4276	Persistently rare	4	4	0.044444444444444446	0	0	2.0818523397188637e-6	2.4696388770552028e-6	9.436633009342267e-5	Order	MSBL9	Bacteria > Planctomycetes > Phycisphaerae > MSBL9 > Unknown family > Unknown genus > Unknown species
OTU_1	Primary core	16783	89	0.9888888888888889	88	0.9777777777777777	0.010140087637493926	0.010361987318404367	0.20496562261268145	Genus	Clostridium sensu stricto 13	Bacteria > Firmicutes > Clostridia > Clostridiales > Clostridiaceae 1 > Clostridium sensu stricto 13 > Unknown species
OTU_2268	Intermediate	184	52	0.5777777777777777	24	0.26666666666666666	1.2054581952993125e-4	1.1360338834453932e-4	0.0016898379291804286	Family	Coriobacteriaceae	Bacteria > Actinobacteria > Coriobacteriia > Coriobacteriales > Coriobacteriaceae > Unknown genus > Unknown species
OTU_6141	Persistently rare	22	15	0.16666666666666666	1	0.011111111111111112	1.2989260983259383e-5	1.3583013823803615e-5	1.8681811388432222e-4	Genus	Gemmata	Bacteria > Planctomycetes > Planctomycetacia > Planctomycetales > Planctomycetaceae > Gemmata > Unknown species
OTU_3095	Intermediate	45	21	0.23333333333333334	6	0.06666666666666667	3.407860789251131e-5	2.778343736687103e-5	0.001447178002894356	Class	OPB35 soil group	Bacteria > Verrucomicrobia > OPB35 soil group > Unknown order > Unknown family > Unknown genus > Unknown species
OTU_296	Intermediate	435	71	0.7888888888888889	45	0.5	2.7571166458353587e-4	2.685732278797533e-4	0.006669748398600013	Family	Anaerolineaceae	Bacteria > Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus > Unknown species
OTU_2883	Intermediate	67	20	0.2222222222222222	4	0.044444444444444446	3.5867146683577605e-5	4.136645119067464e-5	0.0012768480094851567	Family	Anaerolineaceae	Bacteria > Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus > Unknown species
OTU_3998	Persistently rare	76	45	0.5	15	0.16666666666666666	4.9913388939514135e-5	4.692313866404885e-5	4.8243921265920495e-4	Family	ABS-19	Bacteria > Acidobacteria > Holophagae > Subgroup 10 > ABS-19 > Unknown genus > Unknown species
OTU_1515	Intermediate	268	67	0.7444444444444445	41	0.45555555555555555	1.607241897149915e-4	1.6546580476269857e-4	0.0016062823487417454	Family	Comamonadaceae	Bacteria > Proteobacteria > Betaproteobacteria > Burkholderiales > Comamonadaceae > Unknown genus > Unknown species
OTU_6339	Persistently rare	5	4	0.044444444444444446	0	0	2.722140627479001e-6	3.087048596319003e-6	7.71962328238382e-5	Family	Nitrospinaceae	Bacteria > Proteobacteria > Deltaproteobacteria > Desulfobacterales > Nitrospinaceae > Unknown genus > Unknown species
OTU_13667	Persistently rare	5	4	0.044444444444444446	1	0.011111111111111112	3.294895714932448e-6	3.087048596319003e-6	1.3008130081300812e-4	Family	CCA47	Archaea > Euryarchaeota > Thermoplasmata > Thermoplasmatales > CCA47 > Unknown genus > Unknown species
OTU_1952	Intermediate	237	53	0.5888888888888889	29	0.32222222222222224	1.4816518962244146e-4	1.4632610346552075e-4	0.001415356619319618	Genus	Christensenellaceae R-7 group	Bacteria > Firmicutes > Clostridia > Clostridiales > Christensenellaceae > Christensenellaceae R-7 group > Unknown species
OTU_3897	Persistently rare	76	35	0.3888888888888889	10	0.1111111111111111	4.762595395191399e-5	4.692313866404885e-5	8.820416323650477e-4	Class	S085	Bacteria > Chloroflexi > S085 > Unknown order > Unknown family > Unknown genus > Unknown species
OTU_7112	Persistently rare	10	8	0.08888888888888889	1	0.011111111111111112	5.806158326222788e-6	6.174097192638006e-6	1.3680514387340965e-4	Kingdom	Unknown kingdom	Unknown kingdom > Unknown phylum > Unknown class > Unknown order > Unknown family > Unknown genus > Unknown species
OTU_791	Persistently rare	124	58	0.6444444444444445	22	0.24444444444444444	7.438887957337482e-5	7.655880518871129e-5	5.902839265686796e-4	Family	Gemmatimonadaceae	Bacteria > Gemmatimonadetes > Gemmatimonadetes > Gemmatimonadales > Gemmatimonadaceae > Unknown genus > Unknown species
OTU_5644	Persistently rare	25	15	0.16666666666666666	3	0.03333333333333333	1.6585269576593478e-5	1.5435242981595016e-5	3.9771974015643646e-4	Class	Bacteroidetes BD2-2	Bacteria > Bacteroidetes > Bacteroidetes BD2-2 > Unknown order > Unknown family > Unknown genus > Unknown species
OTU_1628	Intermediate	132	39	0.43333333333333335	17	0.18888888888888888	9.39701301531709e-5	8.149808294282169e-5	0.0012075211316198034	Genus	Thermoanaerobaculum	Bacteria > Acidobacteria > Holophagae > Holophagae Incertae Sedis > Unknown family > Thermoanaerobaculum > Unknown species
OTU_4304	Intermediate	248	63	0.7	38	0.4222222222222222	1.5379848069727766e-4	1.5311761037742257e-4	0.0010643015521064302	Order	Subgroup 6	Bacteria > Acidobacteria > Acidobacteria > Subgroup 6 > Unknown family > Unknown genus > Unknown species
OTU_41	Primary core	2145	88	0.9777777777777777	78	0.8666666666666667	0.0012158504703719054	0.0013243438478208523	0.04235037465616997	Order	PeM15	Bacteria > Actinobacteria > Actinobacteria > PeM15 > Unknown family > Unknown genus > Unknown species
OTU_59	Primary core	6403	89	0.9888888888888889	76	0.8444444444444444	0.004065472880655992	0.003953274432446116	0.06117976502100201	Family	Draconibacteriaceae	Bacteria > Bacteroidetes > Bacteroidia > Bacteroidia Incertae Sedis > Draconibacteriaceae > Unknown genus > Unknown species
OTU_792	Intermediate	272	75	0.8333333333333334	47	0.5222222222222223	0.00016984800917931449	1.6793544363975378e-4	0.0012665515256188831	Order	Rhizobiales	Bacteria > Proteobacteria > Alphaproteobacteria > Rhizobiales > Unknown family > Unknown genus > Unknown species
OTU_2733	Intermediate	772	75	0.8333333333333334	50	0.5555555555555556	4.321803463612831e-4	4.766403032716541e-4	0.004370951603559956	Family	RB41	Bacteria > Acidobacteria > Acidobacteria > Subgroup 4 > RB41 > Unknown genus > Unknown species
OTU_1844	Persistently rare	13	10	0.1111111111111111	1	0.011111111111111112	8.373346959534592e-6	8.026326350429408e-6	1.0658140154543032e-4	Family	Syntrophaceae	Bacteria > Proteobacteria > Deltaproteobacteria > Syntrophobacterales > Syntrophaceae > Unknown genus > Unknown species
OTU_609	Intermediate	511	51	0.5666666666666667	28	0.3111111111111111	3.244742271791712e-4	3.154963665438021e-4	0.008188601994320808	Phylum	Aminicenantes	Bacteria > Aminicenantes > Unknown class > Unknown order > Unknown family > Unknown genus > Unknown species
OTU_2563	Persistently rare	76	25	0.2777777777777778	11	0.12222222222222222	4.131120782111948e-5	4.692313866404885e-5	3.578457684737878e-4	Family	AKYH478	Bacteria > Proteobacteria > Alphaproteobacteria > Rhodospirillales > AKYH478 > Unknown genus > Unknown species
OTU_6273	Persistently rare	13	11	0.12222222222222222	2	0.022222222222222223	8.084145521137798e-6	8.026326350429408e-6	1.1483033817534593e-4	Order	MSBL9	Bacteria > Planctomycetes > Phycisphaerae > MSBL9 > Unknown family > Unknown genus > Unknown species
OTU_1069	Intermediate	310	66	0.7333333333333333	44	0.4888888888888889	1.9790198000607963e-4	1.913970129717782e-4	0.0020738920039941626	Order	Acidimicrobiales	Bacteria > Actinobacteria > Acidimicrobiia > Acidimicrobiales > Unknown family > Unknown genus > Unknown species
OTU_5789	Persistently rare	8	8	0.08888888888888889	0	0	4.716906588657751e-6	4.9392777541104055e-6	8.910273545397844e-5	Order	JG30-KF-AS9	Bacteria > Chloroflexi > Ktedonobacteria > JG30-KF-AS9 > Unknown family > Unknown genus > Unknown species
OTU_6231	Persistently rare	8	5	0.05555555555555555	1	0.011111111111111112	6.7292424101156905e-6	4.9392777541104055e-6	3.18420633657061e-4	Family	Marinilabiaceae	Bacteria > Bacteroidetes > Bacteroidia > Bacteroidales > Marinilabiaceae > Unknown genus > Unknown species
OTU_2753	Intermediate	119	29	0.32222222222222224	13	0.14444444444444443	7.524696471556585e-5	7.347175659239228e-5	0.0021817764253315728	Genus	Methanobacterium	Archaea > Euryarchaeota > Methanobacteria > Methanobacteriales > Methanobacteriaceae > Methanobacterium > Unknown species
OTU_3210	Persistently rare	64	24	0.26666666666666666	12	0.13333333333333333	3.5488952189294e-5	3.9514222032883244e-5	4.121283485428319e-4	Order	vadinBA26	Bacteria > Chloroflexi > Dehalococcoidia > vadinBA26 > Unknown family > Unknown genus > Unknown species
OTU_2811	Persistently rare	15	12	0.13333333333333333	3	0.03333333333333333	1.067296947193123e-5	9.261145788957009e-6	1.6248273620927777e-4	Family	Anaerolineaceae	Bacteria > Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus > Unknown species
OTU_5031	Intermediate	160	36	0.4	20	0.2222222222222222	1.0330843205342477e-4	9.87855550822081e-5	0.0014157925220413155	Order	Subgroup 6	Bacteria > Acidobacteria > Acidobacteria > Subgroup 6 > Unknown family > Unknown genus > Unknown species
OTU_3989	Persistently rare	26	14	0.15555555555555556	5	0.05555555555555555	1.6011218562273212e-5	1.6052652700858816e-5	2.315886984715146e-4	Genus	Methylobacter	Bacteria > Proteobacteria > Gammaproteobacteria > Methylococcales > Methylococcaceae > Methylobacter > Unknown species
OTU_4050	Intermediate	214	28	0.3111111111111111	14	0.15555555555555556	1.1850487461791077e-4	1.3212567992245333e-4	0.0017573696145124717	Order	Subgroup 15	Bacteria > Acidobacteria > Acidobacteria > Subgroup 15 > Unknown family > Unknown genus > Unknown species
OTU_52	Primary core	2536	89	0.9888888888888889	87	0.9666666666666667	0.0015234330385951657	0.0015657510480529984	0.010373066424021839	Genus	Bradyrhizobium	Bacteria > Proteobacteria > Alphaproteobacteria > Rhizobiales > Bradyrhizobiaceae > Bradyrhizobium > Unknown species
OTU_9583	Persistently rare	28	17	0.18888888888888888	4	0.044444444444444446	2.2777566202296544e-5	1.7287472139386417e-5	5.789270551910459e-4	Order	Gaiellales	Bacteria > Actinobacteria > Thermoleophilia > Gaiellales > Unknown family > Unknown genus > Unknown species
OTU_6499	Intermediate	180	51	0.5666666666666667	30	0.3333333333333333	1.2569161789018467e-4	1.1113374946748412e-4	0.0020548853241415884	Genus	Roseomonas	Bacteria > Proteobacteria > Alphaproteobacteria > Rhodospirillales > Acetobacteraceae > Roseomonas > Unknown species
OTU_4147	Intermediate	580	52	0.5777777777777777	34	0.37777777777777777	4.3367789077033514e-4	3.580976371730044e-4	0.005141903171953255	Genus	Halioglobus	Bacteria > Proteobacteria > Gammaproteobacteria > Cellvibrionales > Halieaceae > Halioglobus > Unknown species
OTU_286	Intermediate	127	44	0.4888888888888889	20	0.2222222222222222	8.191778483507705e-5	7.841103434650268e-5	0.001174496644295302	Genus	Sulfuricurvum	Bacteria > Proteobacteria > Epsilonproteobacteria > Campylobacterales > Helicobacteraceae > Sulfuricurvum > Unknown species
OTU_23	Primary core	4908	90	1	90	1	0.0030354445089865543	0.0030302469021467335	0.01588826958805817	Family	Alcaligenaceae	Bacteria > Proteobacteria > Betaproteobacteria > Burkholderiales > Alcaligenaceae > Unknown genus > Unknown species
OTU_4672	Persistently rare	20	13	0.14444444444444443	2	0.022222222222222223	1.0751396400155313e-5	1.2348194385276013e-5	1.8067935437244038e-4	Family	BSV26	Bacteria > Chlorobi > Ignavibacteria > Ignavibacteriales > BSV26 > Unknown genus > Unknown species
OTU_2	Primary core	14018	90	1	90	1	0.008213118755311085	0.008654849444639958	0.19001162614365869	Genus	Arthrobacter	Bacteria > Actinobacteria > Actinobacteria > Micrococcales > Micrococcaceae > Arthrobacter > Unknown species
OTU_2399	Persistently rare	174	43	0.4777777777777778	21	0.23333333333333334	9.786458744762318e-5	1.0742929115190131e-4	8.820416323650477e-4	Family	Verrucomicrobiaceae	Bacteria > Verrucomicrobia > Verrucomicrobiae > Verrucomicrobiales > Verrucomicrobiaceae > Unknown genus > Unknown species
OTU_684	Intermediate	291	72	0.8	48	0.5333333333333333	1.9381818665733716e-4	1.7966622830576599e-4	0.0018975332068311196	Family	Xanthomonadales Incertae Sedis	Bacteria > Proteobacteria > Gammaproteobacteria > Xanthomonadales > Xanthomonadales Incertae Sedis > Unknown genus > Unknown species
OTU_9721	Persistently rare	12	8	0.08888888888888889	2	0.022222222222222223	8.178141033830912e-6	7.408916631165608e-6	2.3881547524279574e-4	Kingdom	Unknown kingdom	Unknown kingdom > Unknown phylum > Unknown class > Unknown order > Unknown family > Unknown genus > Unknown species
OTU_36	Primary core	6794	90	1	90	1	0.00418673390832859	0.004194681632678262	0.08197254041758063	Family	DA101 soil group	Bacteria > Verrucomicrobia > Spartobacteria > Chthoniobacterales > DA101 soil group > Unknown genus > Unknown species
OTU_2853	Persistently rare	31	15	0.16666666666666666	5	0.05555555555555555	1.8636910599256364e-5	1.9139701297177822e-5	3.0076997112608275e-4	Family	Anaerolineaceae	Bacteria > Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus > Unknown species
OTU_161	Intermediate	346	73	0.8111111111111111	44	0.4888888888888889	2.1937109817778217e-4	2.1362376286527502e-4	0.002638522427440633	Family	Chitinophagaceae	Bacteria > Bacteroidetes > Sphingobacteriia > Sphingobacteriales > Chitinophagaceae > Unknown genus > Unknown species
OTU_2335	Intermediate	238	59	0.6555555555555556	32	0.35555555555555557	1.2287507829654564e-4	1.4694351318478456e-4	0.002108021877848678	Family	11-24	Bacteria > Acidobacteria > Acidobacteria > Subgroup 4 > 11-24 > Unknown genus > Unknown species
OTU_1761	Intermediate	328	47	0.5222222222222223	31	0.34444444444444444	2.1158696784916652e-4	2.025103879185266e-4	0.0025875452820424355	Class	SB-5	Bacteria > Bacteroidetes > SB-5 > Unknown order > Unknown family > Unknown genus > Unknown species
OTU_13614	Persistently rare	10	6	0.06666666666666667	2	0.022222222222222223	5.409920138917985e-6	6.174097192638006e-6	1.1898387768457374e-4	Genus	Halomonas	Bacteria > Proteobacteria > Gammaproteobacteria > Oceanospirillales > Halomonadaceae > Halomonas > Unknown species
OTU_7321	Persistently rare	8	8	0.08888888888888889	0	0	4.155463210439138e-6	4.9392777541104055e-6	6.377551020408164e-5	Class	Ardenticatenia	Bacteria > Chloroflexi > Ardenticatenia > Unknown order > Unknown family > Unknown genus > Unknown species
OTU_6210	Persistently rare	79	36	0.4	16	0.17777777777777778	4.729528278571726e-5	4.877536782184025e-5	5.28296902859407e-4	Order	Subgroup 18	Bacteria > Acidobacteria > Acidobacteria > Subgroup 18 > Unknown family > Unknown genus > Unknown species
OTU_2721	Intermediate	326	39	0.43333333333333335	24	0.26666666666666666	1.8165797256312208e-4	2.0127556847999902e-4	0.0022641509433962265	Genus	Blastocatella	Bacteria > Acidobacteria > Acidobacteria > Subgroup 4 > Unknown family > Blastocatella > Unknown species
OTU_192	Primary core	2513	90	1	89	0.9888888888888889	0.0015682654244150004	0.001551550624509931	0.013451720310765816	Class	KD4-96	Bacteria > Chloroflexi > KD4-96 > Unknown order > Unknown family > Unknown genus > Unknown species
OTU_3056	Intermediate	142	30	0.3333333333333333	7	0.07777777777777778	1.1790843986379308e-4	8.767218013545969e-5	0.005376757047392273	Genus	Clostridium sensu stricto 1	Bacteria > Firmicutes > Clostridia > Clostridiales > Clostridiaceae 1 > Clostridium sensu stricto 1 > Unknown species
OTU_9188	Persistently rare	53	15	0.16666666666666666	8	0.08888888888888889	3.083758787008629e-5	3.272271512098144e-5	6.026516673362796e-4	Family	PHOS-HE51	Bacteria > Bacteroidetes > Sphingobacteriia > Sphingobacteriales > PHOS-HE51 > Unknown genus > Unknown species
OTU_12498	Persistently rare	9	5	0.05555555555555555	1	0.011111111111111112	4.231232461826756e-6	5.556687473374206e-6	0.00014535728821443106	Class	PBS-18	Bacteria > Cloacimonetes > PBS-18 > Unknown order > Unknown family > Unknown genus > Unknown species
OTU_171	Intermediate	397	67	0.7444444444444445	42	0.4666666666666667	2.393331753847308e-4	2.4511165854772883e-4	0.0028244071409539036	Family	Anaerolineaceae	Bacteria > Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus > Unknown species
OTU_471	Intermediate	680	84	0.9333333333333333	65	0.7222222222222222	4.433840497685133e-4	4.1983860909938444e-4	0.002252397194156638	Order	SC-I-84	Bacteria > Proteobacteria > Betaproteobacteria > SC-I-84 > Unknown family > Unknown genus > Unknown species
OTU_4607	Persistently rare	5	4	0.044444444444444446	0	0	2.388486270581056e-6	3.087048596319003e-6	7.73814129846011e-5	Genus	Fluviicola	Bacteria > Bacteroidetes > Flavobacteriia > Flavobacteriales > Cryomorphaceae > Fluviicola > Unknown species
OTU_1230	Persistently rare	13	11	0.12222222222222222	2	0.022222222222222223	9.057173372594223e-6	8.026326350429408e-6	1.929570670525808e-4	Genus	Methanobacterium	Archaea > Euryarchaeota > Methanobacteria > Methanobacteriales > Methanobacteriaceae > Methanobacterium > Unknown species
OTU_5549	Persistently rare	13	10	0.1111111111111111	2	0.022222222222222223	7.46438175235858e-6	8.026326350429408e-6	1.7472335468841002e-4	Family	BSV40	Bacteria > Chlorobi > Ignavibacteria > Ignavibacteriales > BSV40 > Unknown genus > Unknown species
OTU_2714	Persistently rare	59	25	0.2777777777777778	9	0.1	3.4478020813361774e-5	3.642717343656424e-5	7.673691045392834e-4	Family	Caldilineaceae	Bacteria > Chloroflexi > Caldilineae > Caldilineales > Caldilineaceae > Unknown genus > Unknown species
OTU_3620	Persistently rare	167	43	0.4777777777777778	21	0.23333333333333334	9.255336566702565e-5	1.0310742311705471e-4	8.596868283696653e-4	Order	Acidimicrobiales	Bacteria > Actinobacteria > Acidimicrobiia > Acidimicrobiales > Unknown family > Unknown genus > Unknown species
OTU_3	Primary core	8001	83	0.9222222222222223	74	0.8222222222222222	0.003382186259426206	0.004939895163829669	0.11001330039901197	Genus	Paenisporosarcina	Bacteria > Firmicutes > Bacilli > Bacillales > Planococcaceae > Paenisporosarcina > Unknown species
