Sample1	Sample2	BetaNTI	RCbray	BrayCurtis	Group1	Group2	PairScope	Process
S173	S1	0.725174403846907	1	0.837786002777207	CW	IW	Between groups	Dispersal limitation
S174	S1	0.87170520075152	1	0.85997716902219	CW	IW	Between groups	Dispersal limitation
S175	S1	1.05745415129559	1	0.868386098868072	CW	IW	Between groups	Dispersal limitation
S176	S1	2.7618170399402	1	0.834922797711816	CW	IW	Between groups	Heterogeneous selection
S177	S1	0.55364440800043	1	0.841794462279356	CW	IW	Between groups	Dispersal limitation
S179	S1	0.509400469356847	1	0.737456051102589	CW	IW	Between groups	Dispersal limitation
S182	S1	0.216499965183939	1	0.714941509363742	CW	IW	Between groups	Dispersal limitation
S187	S1	0.417567559822388	1	0.800028176258097	TW	IW	Between groups	Dispersal limitation
S188	S1	0.383914264476126	1	0.814599052870808	TW	IW	Between groups	Dispersal limitation
S191	S1	0.567714593376614	1	0.79882534365174	TW	IW	Between groups	Dispersal limitation
S194	S1	1.39925189172568	1	0.892358436690924	TW	IW	Between groups	Dispersal limitation
S196	S1	0.877627079816916	1	0.855918834296723	TW	IW	Between groups	Dispersal limitation
S197	S1	1.72896195127902	1	0.682089073778303	TW	IW	Between groups	Dispersal limitation
S198	S1	2.56261665145793	1	0.688740062336922	TW	IW	Between groups	Heterogeneous selection
S201	S1	1.2912317758394	1	0.583683674780976	TW	IW	Between groups	Dispersal limitation
S202	S1	1.03953052137941	1	0.681855235323444	TW	IW	Between groups	Dispersal limitation
S203	S1	0.692746661132835	1	0.758214276260834	TW	IW	Between groups	Dispersal limitation
S204	S1	0.161902644641633	1	0.742946807509006	TW	IW	Between groups	Dispersal limitation
S205	S1	4.48946397059055	1	0.788040926871152	TW	IW	Between groups	Heterogeneous selection
S206	S1	1.30664419280858	1	0.777706597145406	TW	IW	Between groups	Dispersal limitation
S207	S1	1.3146023606578	1	0.765553714108628	TW	IW	Between groups	Dispersal limitation
S208	S1	0.038968054753654	1	0.787739592119828	TW	IW	Between groups	Dispersal limitation
S209	S1	2.47470358554377	1	0.730276499423093	TW	IW	Between groups	Heterogeneous selection
S210	S1	1.44230665977622	1	0.655022720083553	TW	IW	Between groups	Dispersal limitation
S213	S1	2.37431198760078	1	0.708669843222912	TW	IW	Between groups	Heterogeneous selection
S214	S1	1.57417542315379	1	0.696048011076911	TW	IW	Between groups	Dispersal limitation
S215	S1	1.52883132500947	1	0.72823976841463	TW	IW	Between groups	Dispersal limitation
S216	S1	0.496566218385562	1	0.778440210323271	TW	IW	Between groups	Dispersal limitation
S217	S1	2.60676662221598	1	0.693691796490701	TW	IW	Between groups	Heterogeneous selection
S218	S1	1.05598772252744	1	0.680922570433624	TW	IW	Between groups	Dispersal limitation
S219	S1	2.02838949570479	1	0.768055392329264	TW	IW	Between groups	Heterogeneous selection
S220	S1	1.26246998732577	1	0.696766620124607	TW	IW	Between groups	Dispersal limitation
S221	S1	1.86819390652984	1	0.698300789341253	TW	IW	Between groups	Dispersal limitation
S222	S1	2.13004926268791	1	0.753541325105246	TW	IW	Between groups	Heterogeneous selection
S223	S1	0.895352667745645	1	0.819389951275867	TW	IW	Between groups	Dispersal limitation
S224	S1	2.30762969257083	1	0.710311801105541	TW	IW	Between groups	Heterogeneous selection
S225	S1	1.27399087501135	1	0.714978223416187	TW	IW	Between groups	Dispersal limitation
S3	S2	0.616991730186073	-1	0.238892711464939	IW	IW	Within IW	Homogenizing dispersal
S4	S2	0.0646338548527195	0.361361361361361	0.365496758542834	IW	IW	Within IW	Undominated
S5	S2	-0.356125908618377	1	0.475976045386127	IW	IW	Within IW	Dispersal limitation
S6	S2	2.51111266242869	1	0.539151113827535	IW	IW	Within IW	Heterogeneous selection
S7	S2	-0.463822436423189	1	0.53064455690553	IW	IW	Within IW	Dispersal limitation
S9	S2	0.724132445799933	0.995995995995996	0.323273708868444	IW	IW	Within IW	Dispersal limitation
S10	S2	-0.330218151903525	1	0.619074484710744	IW	IW	Within IW	Dispersal limitation
S11	S2	-0.340830190778176	1	0.640459097363183	IW	IW	Within IW	Dispersal limitation
S12	S2	-0.771716329743729	1	0.664441234004088	IW	IW	Within IW	Dispersal limitation
S13	S2	-0.597835829934001	1	0.627103321068292	IW	IW	Within IW	Dispersal limitation
S15	S2	1.6041664353099	1	0.818764631202258	IW	IW	Within IW	Dispersal limitation
S16	S2	1.2944539357942	1	0.817380308871779	IW	IW	Within IW	Dispersal limitation
S17	S2	4.06154439937605	1	0.832887342875544	IW	IW	Within IW	Heterogeneous selection
S18	S2	1.06182590464173	1	0.755184331874195	IW	IW	Within IW	Dispersal limitation
S19	S2	-0.240988775397211	1	0.768753684101581	IW	IW	Within IW	Dispersal limitation
S20	S2	1.46359416653193	1	0.750673436202379	IW	IW	Within IW	Dispersal limitation
S22	S2	-0.297423536994372	1	0.539138641645832	IW	IW	Within IW	Dispersal limitation
S23	S2	-0.622946299471623	1	0.552281271820916	IW	IW	Within IW	Dispersal limitation
S24	S2	-0.871928068725438	1	0.578450123651807	IW	IW	Within IW	Dispersal limitation
S25	S2	-0.466252358651945	1	0.631030136604137	IW	IW	Within IW	Dispersal limitation
S26	S2	-0.302913443137843	1	0.664489322765726	IW	IW	Within IW	Dispersal limitation
S27	S2	-0.408708081319868	1	0.62969831821451	IW	IW	Within IW	Dispersal limitation
S28	S2	2.51223755102347	1	0.81969463364867	IW	IW	Within IW	Heterogeneous selection
S30	S2	0.0313869946970062	1	0.703102162835253	IW	IW	Within IW	Dispersal limitation
S34	S2	2.44970719749243	1	0.556903897878417	IW	IW	Within IW	Heterogeneous selection
S35	S2	-0.718704896872593	1	0.633367710865913	IW	IW	Within IW	Dispersal limitation
S36	S2	0.429207495897532	1	0.811151396249907	IW	IW	Within IW	Dispersal limitation
S37	S2	-0.400905766382941	1	0.694544020694222	IW	IW	Within IW	Dispersal limitation
S61	S2	-0.165207122184615	1	0.850016081148983	CW	IW	Between groups	Dispersal limitation
S62	S2	-0.764434618887103	1	0.853064290349763	CW	IW	Between groups	Dispersal limitation
S63	S2	0.438840881613386	1	0.8400301217426	CW	IW	Between groups	Dispersal limitation
S65	S2	-0.398185829299963	1	0.85883956933864	CW	IW	Between groups	Dispersal limitation
S85	S2	-0.233659494666127	1	0.863470196768391	CW	IW	Between groups	Dispersal limitation
S86	S2	0.861421794039902	1	0.802473522048252	CW	IW	Between groups	Dispersal limitation
S87	S2	-0.948956424086706	1	0.873033035533445	CW	IW	Between groups	Dispersal limitation
S88	S2	0.308231706375993	1	0.843004342381353	CW	IW	Between groups	Dispersal limitation
S89	S2	1.21952181297552	1	0.883539621193453	CW	IW	Between groups	Dispersal limitation
S112	S2	1.95578109176596	1	0.870478779666093	CW	IW	Between groups	Dispersal limitation
S113	S2	0.840748215151576	1	0.926903134875208	CW	IW	Between groups	Dispersal limitation
S114	S2	0.289439170747852	1	0.918620247984789	CW	IW	Between groups	Dispersal limitation
S161	S2	-0.313262066681756	1	0.890412552545764	CW	IW	Between groups	Dispersal limitation
S162	S2	-0.189434996835493	1	0.860521407895396	CW	IW	Between groups	Dispersal limitation
S164	S2	0.36095100608969	1	0.865674368817939	CW	IW	Between groups	Dispersal limitation
S165	S2	1.61361735007058	1	0.845886781050123	CW	IW	Between groups	Dispersal limitation
S166	S2	0.0334752017688944	1	0.862429569609049	CW	IW	Between groups	Dispersal limitation
S167	S2	1.05497862027095	1	0.80693877520565	CW	IW	Between groups	Dispersal limitation
S168	S2	0.474548444508692	1	0.844162880633072	CW	IW	Between groups	Dispersal limitation
S169	S2	0.979060334314671	1	0.821651193332075	CW	IW	Between groups	Dispersal limitation
S170	S2	0.0307439542264655	1	0.887028832653042	CW	IW	Between groups	Dispersal limitation
S171	S2	-0.641062920889216	1	0.887718918504961	CW	IW	Between groups	Dispersal limitation
S172	S2	-0.699671980115026	1	0.888042973931515	CW	IW	Between groups	Dispersal limitation
S173	S2	-0.143661034356437	1	0.875824992026652	CW	IW	Between groups	Dispersal limitation
S174	S2	-0.0354094973270619	1	0.888086844541985	CW	IW	Between groups	Dispersal limitation
S175	S2	-0.17086948265372	1	0.890449557348738	CW	IW	Between groups	Dispersal limitation
S176	S2	1.78622446327742	1	0.865687956908171	CW	IW	Between groups	Dispersal limitation
S177	S2	0.0401662917026131	1	0.872832147472349	CW	IW	Between groups	Dispersal limitation
S179	S2	1.90391873039899	1	0.776931452468365	CW	IW	Between groups	Dispersal limitation
S182	S2	1.0371597793926	1	0.78673472680509	CW	IW	Between groups	Dispersal limitation
S187	S2	2.0348855963623	1	0.880073106866241	TW	IW	Between groups	Heterogeneous selection
S188	S2	1.23078830231286	1	0.878466146980351	TW	IW	Between groups	Dispersal limitation
S191	S2	1.53208518259523	1	0.874147691391639	TW	IW	Between groups	Dispersal limitation
S194	S2	2.49977679669723	1	0.911844888958951	TW	IW	Between groups	Heterogeneous selection
S196	S2	1.56254785215409	1	0.880728248710334	TW	IW	Between groups	Dispersal limitation
S197	S2	2.85236797524685	1	0.716706337963079	TW	IW	Between groups	Heterogeneous selection
S198	S2	3.32894959665775	1	0.722283561778948	TW	IW	Between groups	Heterogeneous selection
S201	S2	1.77869299878088	1	0.75511270137892	TW	IW	Between groups	Dispersal limitation
S202	S2	-0.481240935691834	1	0.828316607520292	TW	IW	Between groups	Dispersal limitation
S203	S2	-0.211921937528789	1	0.871539629800185	TW	IW	Between groups	Dispersal limitation
S204	S2	1.64372633709211	1	0.830791563575288	TW	IW	Between groups	Dispersal limitation
S205	S2	3.28250140843926	1	0.84995377058795	TW	IW	Between groups	Heterogeneous selection
S206	S2	1.45303753935705	1	0.841227999627134	TW	IW	Between groups	Dispersal limitation
S207	S2	-0.22580819992612	1	0.820914493676838	TW	IW	Between groups	Dispersal limitation
S208	S2	2.27569919628482	1	0.84824458686177	TW	IW	Between groups	Heterogeneous selection
S209	S2	0.878085564685089	1	0.804276921490243	TW	IW	Between groups	Dispersal limitation
S210	S2	1.70275299426289	1	0.765549848589875	TW	IW	Between groups	Dispersal limitation
S213	S2	3.65374251819176	1	0.752090491141503	TW	IW	Between groups	Heterogeneous selection
S214	S2	2.77181883154773	1	0.767826163846104	TW	IW	Between groups	Heterogeneous selection
S215	S2	0.088389067335725	1	0.795228716865951	TW	IW	Between groups	Dispersal limitation
S216	S2	0.184090110712932	1	0.844303009106236	TW	IW	Between groups	Dispersal limitation
S217	S2	0.950257666376343	1	0.690980842760949	TW	IW	Between groups	Dispersal limitation
S218	S2	-0.213297936462444	1	0.747986500689139	TW	IW	Between groups	Dispersal limitation
S219	S2	1.18635811332249	1	0.805326631651492	TW	IW	Between groups	Dispersal limitation
S220	S2	-0.0767211590692607	1	0.765275139931257	TW	IW	Between groups	Dispersal limitation
S221	S2	1.00599473585371	1	0.793508554240346	TW	IW	Between groups	Dispersal limitation
S222	S2	2.10748009564618	1	0.834022194682738	TW	IW	Between groups	Heterogeneous selection
S223	S2	0.329330134597721	1	0.870308594794958	TW	IW	Between groups	Dispersal limitation
S224	S2	1.18010434947971	1	0.763455074921829	TW	IW	Between groups	Dispersal limitation
S225	S2	0.644348761870741	1	0.814140214574655	TW	IW	Between groups	Dispersal limitation
S4	S3	0.199190432894699	-1	0.268008320084344	IW	IW	Within IW	Homogenizing dispersal
S5	S3	0.0308624409847192	1	0.486985314449151	IW	IW	Within IW	Dispersal limitation
S6	S3	-0.379308893458765	1	0.524859889066977	IW	IW	Within IW	Dispersal limitation
S7	S3	-1.09370135266056	1	0.485292377329611	IW	IW	Within IW	Dispersal limitation
S9	S3	-0.241951554427005	-0.731731731731732	0.333232075803019	IW	IW	Within IW	Undominated
S10	S3	-0.544895962554603	1	0.616384630486397	IW	IW	Within IW	Dispersal limitation
S11	S3	-0.651250797973597	1	0.64548535063484	IW	IW	Within IW	Dispersal limitation
S12	S3	-1.14251375846794	1	0.655451816815943	IW	IW	Within IW	Dispersal limitation
S13	S3	-0.835011511703197	1	0.615961810827036	IW	IW	Within IW	Dispersal limitation
S15	S3	1.21359162424539	1	0.828867283431853	IW	IW	Within IW	Dispersal limitation
S16	S3	1.26227037242938	1	0.823723336665477	IW	IW	Within IW	Dispersal limitation
S17	S3	1.51121953219014	1	0.841982900779645	IW	IW	Within IW	Dispersal limitation
S18	S3	0.765465065123396	1	0.769856893089289	IW	IW	Within IW	Dispersal limitation
S19	S3	1.70947639620824	1	0.786000419826464	IW	IW	Within IW	Dispersal limitation
S20	S3	1.13904092829508	1	0.761229296082674	IW	IW	Within IW	Dispersal limitation
S22	S3	-0.215524885551903	1	0.508120914628136	IW	IW	Within IW	Dispersal limitation
S23	S3	-0.970476905562366	1	0.517484248394801	IW	IW	Within IW	Dispersal limitation
S24	S3	-0.584208819426817	1	0.539502885424604	IW	IW	Within IW	Dispersal limitation
S25	S3	-0.555402369313615	1	0.603741015435534	IW	IW	Within IW	Dispersal limitation
S26	S3	-0.721603788601634	1	0.710418159591833	IW	IW	Within IW	Dispersal limitation
S27	S3	-0.580794501493831	1	0.678087744225038	IW	IW	Within IW	Dispersal limitation
S28	S3	-0.19595027298157	1	0.828355050149633	IW	IW	Within IW	Dispersal limitation
S30	S3	0.188472644014041	1	0.719947879475504	IW	IW	Within IW	Dispersal limitation
S34	S3	-0.0320056156162354	1	0.602330594084354	IW	IW	Within IW	Dispersal limitation
S35	S3	-1.13470150525174	1	0.662710825430893	IW	IW	Within IW	Dispersal limitation
S36	S3	-0.837345513513796	1	0.822900725981343	IW	IW	Within IW	Dispersal limitation
S37	S3	0.537682479192937	1	0.724011187612348	IW	IW	Within IW	Dispersal limitation
S61	S3	-0.439987639099779	1	0.8519786857359	CW	IW	Between groups	Dispersal limitation
S62	S3	-0.985889425229169	1	0.858248009892006	CW	IW	Between groups	Dispersal limitation
S63	S3	0.161995294131441	1	0.843352863336098	CW	IW	Between groups	Dispersal limitation
S65	S3	0.534222167736907	1	0.859988982999857	CW	IW	Between groups	Dispersal limitation
S85	S3	-0.84746723254753	1	0.864125253764024	CW	IW	Between groups	Dispersal limitation
S86	S3	0.0484379099522353	1	0.810462539687498	CW	IW	Between groups	Dispersal limitation
S87	S3	-1.1813556415763	1	0.868903356682255	CW	IW	Between groups	Dispersal limitation
S88	S3	0.181347491695493	1	0.846821941301102	CW	IW	Between groups	Dispersal limitation
S89	S3	1.21009928029682	1	0.883223314173594	CW	IW	Between groups	Dispersal limitation
S112	S3	0.792631331465124	1	0.877085361741192	CW	IW	Between groups	Dispersal limitation
S113	S3	1.65117948308341	1	0.929957935846388	CW	IW	Between groups	Dispersal limitation
S114	S3	-0.0873273443030364	1	0.922021498262486	CW	IW	Between groups	Dispersal limitation
S161	S3	-0.01477259007331	1	0.89918870374328	CW	IW	Between groups	Dispersal limitation
S162	S3	0.606302498096981	1	0.872189779769525	CW	IW	Between groups	Dispersal limitation
S164	S3	1.88213974110733	1	0.880943885941123	CW	IW	Between groups	Dispersal limitation
S165	S3	2.4644907515013	1	0.858359129588143	CW	IW	Between groups	Heterogeneous selection
S166	S3	2.52788622006037	1	0.874531944848771	CW	IW	Between groups	Heterogeneous selection
S167	S3	0.658816625192816	1	0.825015557675571	CW	IW	Between groups	Dispersal limitation
S168	S3	1.55042442999048	1	0.852673719277695	CW	IW	Between groups	Dispersal limitation
S169	S3	2.26111192443041	1	0.832031236738033	CW	IW	Between groups	Heterogeneous selection
S170	S3	0.542208764623948	1	0.894808366105425	CW	IW	Between groups	Dispersal limitation
S171	S3	0.151884950487239	1	0.900143258724567	CW	IW	Between groups	Dispersal limitation
S172	S3	0.415122353977004	1	0.89690803414826	CW	IW	Between groups	Dispersal limitation
S173	S3	0.175355323087454	1	0.883295620902165	CW	IW	Between groups	Dispersal limitation
S174	S3	2.03532031875149	1	0.898917969267282	CW	IW	Between groups	Heterogeneous selection
S175	S3	1.35016154493564	1	0.900651275534519	CW	IW	Between groups	Dispersal limitation
S176	S3	2.0121800864209	1	0.878922515053657	CW	IW	Between groups	Heterogeneous selection
S177	S3	0.538373785873842	1	0.884589392959641	CW	IW	Between groups	Dispersal limitation
S179	S3	0.510263838414403	1	0.805980425389192	CW	IW	Between groups	Dispersal limitation
S182	S3	0.338823877930184	1	0.80080084761722	CW	IW	Between groups	Dispersal limitation
S187	S3	1.81815612487858	1	0.891229043485253	TW	IW	Between groups	Dispersal limitation
S188	S3	1.45053711995169	1	0.886506032587903	TW	IW	Between groups	Dispersal limitation
S191	S3	1.29340879793064	1	0.887107645502962	TW	IW	Between groups	Dispersal limitation
S194	S3	1.50929358201051	1	0.921355075894541	TW	IW	Between groups	Dispersal limitation
S196	S3	4.21218222108983	1	0.893455999496896	TW	IW	Between groups	Heterogeneous selection
S197	S3	1.51006885344336	1	0.754400049992583	TW	IW	Between groups	Dispersal limitation
S198	S3	1.40638805049537	1	0.761574551587183	TW	IW	Between groups	Dispersal limitation
S201	S3	0.868839948626335	1	0.782672427526361	TW	IW	Between groups	Dispersal limitation
S202	S3	-0.347577450529194	1	0.845576943929434	TW	IW	Between groups	Dispersal limitation
S203	S3	0.464865669858418	1	0.88778765524905	TW	IW	Between groups	Dispersal limitation
S204	S3	2.11204116436106	1	0.845016537190262	TW	IW	Between groups	Heterogeneous selection
S205	S3	3.70140432648274	1	0.867253759507652	TW	IW	Between groups	Heterogeneous selection
S206	S3	1.87051306697056	1	0.855922496517869	TW	IW	Between groups	Dispersal limitation
S207	S3	1.56701683689296	1	0.836770115825742	TW	IW	Between groups	Dispersal limitation
S208	S3	0.249605766262035	1	0.860352154810573	TW	IW	Between groups	Dispersal limitation
S209	S3	1.57024850876284	1	0.823651969970377	TW	IW	Between groups	Dispersal limitation
S210	S3	1.83236517206037	1	0.796797683282275	TW	IW	Between groups	Dispersal limitation
S213	S3	2.88687617064333	1	0.778553947133571	TW	IW	Between groups	Heterogeneous selection
S214	S3	0.436724292590545	1	0.776390048358858	TW	IW	Between groups	Dispersal limitation
S215	S3	1.15215578059658	1	0.821883230097127	TW	IW	Between groups	Dispersal limitation
S216	S3	1.70151363969512	1	0.863622869759735	TW	IW	Between groups	Dispersal limitation
S217	S3	1.55685709872332	1	0.725101135363985	TW	IW	Between groups	Dispersal limitation
S218	S3	-0.32965542703171	1	0.777952483584622	TW	IW	Between groups	Dispersal limitation
S219	S3	2.67031814072697	1	0.82974657625843	TW	IW	Between groups	Heterogeneous selection
S220	S3	0.829789150224135	1	0.789262925802609	TW	IW	Between groups	Dispersal limitation
S221	S3	1.93874625202152	1	0.817999517144243	TW	IW	Between groups	Dispersal limitation
S222	S3	1.19992151703567	1	0.854961365826627	TW	IW	Between groups	Dispersal limitation
S223	S3	1.57106342579198	1	0.889404512499641	TW	IW	Between groups	Dispersal limitation
S224	S3	2.4218408104461	1	0.785461985916005	TW	IW	Between groups	Heterogeneous selection
S225	S3	0.709189256797029	1	0.831840096806872	TW	IW	Between groups	Dispersal limitation
S5	S4	0.239015198758905	1	0.481014986055878	IW	IW	Within IW	Dispersal limitation
S6	S4	1.73916951407417	1	0.509282776473488	IW	IW	Within IW	Dispersal limitation
S7	S4	0.857504116725341	0.0730730730730731	0.372228506571536	IW	IW	Within IW	Undominated
S9	S4	0.281545578615461	0.991991991991992	0.411851013637164	IW	IW	Within IW	Dispersal limitation
S10	S4	0.496303017078418	1	0.578058724056661	IW	IW	Within IW	Dispersal limitation
S11	S4	0.121389131620661	1	0.563178758998591	IW	IW	Within IW	Dispersal limitation
S12	S4	-0.177655045272459	1	0.565338000454914	IW	IW	Within IW	Dispersal limitation
S13	S4	0.616425091170234	1	0.523253373461161	IW	IW	Within IW	Dispersal limitation
S15	S4	-0.12553983579763	1	0.832285998369924	IW	IW	Within IW	Dispersal limitation
S16	S4	0.992479515570857	1	0.830823636498896	IW	IW	Within IW	Dispersal limitation
S17	S4	0.756454954495924	1	0.839792655323132	IW	IW	Within IW	Dispersal limitation
S18	S4	1.16714342043926	1	0.781769234732558	IW	IW	Within IW	Dispersal limitation
S19	S4	1.53611802175025	1	0.795771379991017	IW	IW	Within IW	Dispersal limitation
S20	S4	0.781486665566758	1	0.776086688250171	IW	IW	Within IW	Dispersal limitation
S22	S4	-0.518471169624387	1	0.463707086897358	IW	IW	Within IW	Dispersal limitation
S23	S4	-1.00485256098233	1	0.455586269078591	IW	IW	Within IW	Dispersal limitation
S24	S4	-0.288663209254674	1	0.523291231625196	IW	IW	Within IW	Dispersal limitation
S25	S4	-0.727819761452127	1	0.592679761145524	IW	IW	Within IW	Dispersal limitation
S26	S4	-0.872004345037463	1	0.757976392560152	IW	IW	Within IW	Dispersal limitation
S27	S4	-0.714163361085083	1	0.720139531518357	IW	IW	Within IW	Dispersal limitation
S28	S4	-0.223478172643304	1	0.830718542678048	IW	IW	Within IW	Dispersal limitation
S30	S4	0.33354098782834	1	0.751814152456921	IW	IW	Within IW	Dispersal limitation
S34	S4	-0.850026800267623	1	0.640122498230847	IW	IW	Within IW	Dispersal limitation
S35	S4	-1.32594910539846	1	0.669631407953342	IW	IW	Within IW	Dispersal limitation
S36	S4	0.77908463154628	1	0.823501860254292	IW	IW	Within IW	Dispersal limitation
S37	S4	0.594835244101277	1	0.738167967063283	IW	IW	Within IW	Dispersal limitation
S61	S4	0.392880560208815	1	0.852460591395935	CW	IW	Between groups	Dispersal limitation
S62	S4	-0.430896530214516	1	0.859617806763297	CW	IW	Between groups	Dispersal limitation
S63	S4	0.917475309084241	1	0.840292103258217	CW	IW	Between groups	Dispersal limitation
S65	S4	1.28932975992662	1	0.86267227110531	CW	IW	Between groups	Dispersal limitation
S85	S4	1.14001618805782	1	0.869377999706111	CW	IW	Between groups	Dispersal limitation
S86	S4	1.67994441295207	1	0.81653963012387	CW	IW	Between groups	Dispersal limitation
S87	S4	0.180377665074106	1	0.875405715497386	CW	IW	Between groups	Dispersal limitation
S88	S4	2.23700316629214	1	0.849649333044039	CW	IW	Between groups	Heterogeneous selection
S89	S4	1.69211074581016	1	0.88997878295917	CW	IW	Between groups	Dispersal limitation
S112	S4	-0.292896845839106	1	0.872513607069611	CW	IW	Between groups	Dispersal limitation
S113	S4	0.574196809108875	1	0.924897940685677	CW	IW	Between groups	Dispersal limitation
S114	S4	-0.497488496431713	1	0.916727460931372	CW	IW	Between groups	Dispersal limitation
S161	S4	0.457004532892158	1	0.892318667235293	CW	IW	Between groups	Dispersal limitation
S162	S4	0.305288302025301	1	0.872862314164377	CW	IW	Between groups	Dispersal limitation
S164	S4	0.513848308402383	1	0.874521255784228	CW	IW	Between groups	Dispersal limitation
S165	S4	2.30869014278817	1	0.856492232695905	CW	IW	Between groups	Heterogeneous selection
S166	S4	0.609189886089782	1	0.872849363629908	CW	IW	Between groups	Dispersal limitation
S167	S4	-0.302729544304814	1	0.836431651600545	CW	IW	Between groups	Dispersal limitation
S168	S4	-0.188175871419634	1	0.854358841106925	CW	IW	Between groups	Dispersal limitation
S169	S4	1.02005162896656	1	0.840013626579193	CW	IW	Between groups	Dispersal limitation
S170	S4	1.10970684944051	1	0.890485500398322	CW	IW	Between groups	Dispersal limitation
S171	S4	0.217053112825436	1	0.894598292216888	CW	IW	Between groups	Dispersal limitation
