FeatureID	Kingdom	Phylum	Class	Order	Family	Genus	Species
185612	Archaea	Crenarchaeota	Thaumarchaeota	Cenarchaeales	Cenarchaeaceae		
321018	Archaea	Crenarchaeota	Thaumarchaeota	Cenarchaeales	Cenarchaeaceae		
549041	Archaea	Crenarchaeota	Thaumarchaeota	Cenarchaeales	Cenarchaeaceae	Cenarchaeum	
153762	Archaea	Crenarchaeota	Thaumarchaeota	Cenarchaeales	Cenarchaeaceae	Cenarchaeum	
155789	Archaea	Crenarchaeota	Thaumarchaeota	Cenarchaeales	Cenarchaeaceae	Cenarchaeum	
155495	Archaea	Crenarchaeota	Thaumarchaeota	Cenarchaeales	Cenarchaeaceae	Cenarchaeum	Cenarchaeumsymbiosum
1029	Archaea	Crenarchaeota	Thaumarchaeota	Cenarchaeales	Cenarchaeaceae	Cenarchaeum	Cenarchaeumsymbiosum
155526	Archaea	Crenarchaeota	Thaumarchaeota	Cenarchaeales	Cenarchaeaceae	Nitrosopumilus	
197473	Archaea	Crenarchaeota	Thaumarchaeota	Cenarchaeales	Cenarchaeaceae	Nitrosopumilus	
315545	Archaea	Crenarchaeota	Thaumarchaeota	Cenarchaeales	Cenarchaeaceae	Nitrosopumilus	
348549	Archaea	Crenarchaeota	Thaumarchaeota	Cenarchaeales	Cenarchaeaceae	Nitrosopumilus	
559394	Archaea	Crenarchaeota	Thaumarchaeota	Cenarchaeales	Cenarchaeaceae	Nitrosopumilus	
341551	Archaea	Crenarchaeota	Thaumarchaeota	Cenarchaeales	Cenarchaeaceae	Nitrosopumilus	pIVWA5
108964	Archaea	Crenarchaeota	Thaumarchaeota	Cenarchaeales	Cenarchaeaceae	Nitrosopumilus	pIVWA5
330416	Archaea	Crenarchaeota	Thaumarchaeota	Cenarchaeales	Cenarchaeaceae	Nitrosopumilus	pIVWA5
573586	Archaea	Crenarchaeota	Thaumarchaeota	Cenarchaeales	Cenarchaeaceae	Nitrosopumilus	
568724	Archaea	Crenarchaeota	Thaumarchaeota	Cenarchaeales	Cenarchaeaceae	Nitrosopumilus	
175045	Archaea	Crenarchaeota	Thaumarchaeota	Cenarchaeales	Cenarchaeaceae	Nitrosopumilus	
552540	Archaea	Crenarchaeota	Thaumarchaeota	Cenarchaeales	Cenarchaeaceae	Nitrosopumilus	
546313	Archaea	Crenarchaeota	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	CandidatusNitrososphaera	CandidatusNitrososphaeragargensis
548602	Archaea	Crenarchaeota	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	CandidatusNitrososphaera	CandidatusNitrososphaeragargensis
564501	Archaea	Crenarchaeota	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	CandidatusNitrososphaera	CandidatusNitrososphaeragargensis
47778	Archaea	Crenarchaeota	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	CandidatusNitrososphaera	CandidatusNitrososphaeragargensis
54107	Archaea	Crenarchaeota	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	CandidatusNitrososphaera	CandidatusNitrososphaeragargensis
25116	Archaea	Crenarchaeota	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	CandidatusNitrososphaera	CandidatusNitrososphaeragargensis
71074	Archaea	Crenarchaeota	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	CandidatusNitrososphaera	SCA1145
252853	Archaea	Crenarchaeota	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	CandidatusNitrososphaera	SCA1145
100679	Archaea	Crenarchaeota	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	CandidatusNitrososphaera	SCA1145
540349	Archaea	Crenarchaeota	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	CandidatusNitrososphaera	SCA1145
1140	Archaea	Crenarchaeota	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	CandidatusNitrososphaera	
101071	Archaea	Crenarchaeota	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	CandidatusNitrososphaera	SCA1170
1143	Archaea	Crenarchaeota	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	CandidatusNitrososphaera	SCA1170
141739	Archaea	Crenarchaeota	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	CandidatusNitrososphaera	SCA1170
1141	Archaea	Crenarchaeota	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	CandidatusNitrososphaera	
237125	Archaea	Crenarchaeota	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	CandidatusNitrososphaera	
1144	Archaea	Crenarchaeota	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	CandidatusNitrososphaera	
512943	Archaea	Crenarchaeota	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	CandidatusNitrososphaera	
235345	Archaea	Crenarchaeota	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	CandidatusNitrososphaera	
141417	Archaea	Crenarchaeota	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	CandidatusNitrososphaera	
268471	Archaea	Crenarchaeota					
395774	Archaea	Crenarchaeota					
142115	Archaea	Crenarchaeota					
239672	Archaea	Crenarchaeota	C2	B10			
462844	Archaea	Crenarchaeota	C2	B10			
243675	Archaea	Crenarchaeota	C2	B10			
444679	Archaea	Crenarchaeota	C2	B10			
540290	Archaea	Crenarchaeota	C2	B10			
523571	Archaea	Crenarchaeota	C2	B10			
545095	Archaea	Crenarchaeota	C2	B10			
105679	Archaea	Crenarchaeota	C2				
105066	Archaea	Crenarchaeota	C2				
515962	Archaea	Crenarchaeota	C2	pGrfC26			
525569	Archaea	Crenarchaeota	C2	pGrfC26			
238793	Archaea	Crenarchaeota	C2	pGrfC26			
538819	Archaea	Crenarchaeota	C2	pGrfC26			
515691	Archaea	Crenarchaeota	C2	pGrfC26			
525464	Archaea	Crenarchaeota	C2	pGrfC26			
529521	Archaea	Crenarchaeota	C2	pGrfC26			
202343	Archaea	Crenarchaeota	C2	pGrfC26			
455926	Archaea	Crenarchaeota	C2	pGrfC26			
246371	Archaea	Crenarchaeota	C2	pGrfC26			
282132	Archaea	Crenarchaeota	C2	pGrfC26			
254458	Archaea	Crenarchaeota	C2	pGrfC26			
245697	Archaea	Crenarchaeota	C2	pGrfC26			
45742	Archaea	Crenarchaeota	C2	pGrfC26			
441638	Archaea	Crenarchaeota	C2	pGrfC26			
251993	Archaea	Crenarchaeota	C2	pGrfC26			
462098	Archaea	Crenarchaeota	C2	pGrfC26			
570593	Archaea	Crenarchaeota	C2	pGrfC26			
159421	Archaea	Crenarchaeota	pMC2A209				
104332	Archaea	Crenarchaeota	pMC2A209				
137608	Archaea	Crenarchaeota	pMC2A209				
200619	Archaea	Crenarchaeota	pMC2A209				
568129	Archaea	Crenarchaeota	pMC2A209				
348720	Archaea	Crenarchaeota	pMC2A209				
528115	Archaea	Crenarchaeota	pMC2A209				
257655	Archaea	Crenarchaeota	pMC2A209				
173903	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Natronococcus	
47016	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Natronorubrum	
548723	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Haloterrigena	Haloterrigenathermotolerans
542636	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Haloterrigena	Haloterrigenathermotolerans
526502	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halomicrobium	Halomicrobiummukohataei
311512	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Haloarcula	
132088	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Haloarcula	
202347	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosaetaceae	Methanosaeta	
152431	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosaetaceae	Methanosaeta	Methanosaetathermophila
272691	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosaetaceae	Methanosaeta	
236606	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosaetaceae	Methanosaeta	
525	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosaetaceae	Methanosaeta	
52710	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	
592689	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	
55681	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcinaacetivorans
206978	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcinamazei
467541	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcinamazei
566371	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae		
453468	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales			
557121	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales		Methanosphaerula	Methanosphaerulapalustris
524986	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales		Methanosphaerula	Methanosphaerulapalustris
102663	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales		Methanolinea	
264985	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales		Methanolinea	
37119	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales		CandidatusMethanoregula	
349670	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales		CandidatusMethanoregula	
240012	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales		CandidatusMethanoregula	
248224	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales		CandidatusMethanoregula	
236057	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales			
236619	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales			
565033	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanocorpusculaceae	Methanocorpusculum	
212360	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanocorpusculaceae	Methanocorpusculum	Methanocorpusculumlabreanum
146124	Archaea	Euryarchaeota	Thermoplasmata	E2	MarinegroupIII		
251552	Archaea	Euryarchaeota	Thermoplasmata	E2			
542257	Archaea	Euryarchaeota	Thermoplasmata	E2			
548984	Archaea	Euryarchaeota	Thermoplasmata	E2	MOB7-9		
201596	Archaea	Euryarchaeota	Thermoplasmata	E2	MOB7-9		
158026	Archaea	Euryarchaeota	Thermoplasmata	E2	MOB7-9		
62881	Archaea	Euryarchaeota	Thermoplasmata	E2	WCHD3-02		
329648	Archaea	Euryarchaeota	Thermoplasmata	E2	WCHD3-02		
570725	Archaea	Euryarchaeota	Thermoplasmata	E2	WCHD3-02		
206080	Archaea	Euryarchaeota	Thermoplasmata	E2	WCHD3-02		
547371	Archaea	Euryarchaeota	Thermoplasmata	E2	WCHD3-02		
140729	Archaea	Euryarchaeota	Thermoplasmata	E2	WCHD3-02		
347836	Archaea	Euryarchaeota	Thermoplasmata	E2	WCHD3-02		
76707	Archaea	Euryarchaeota	Thermoplasmata	E2	WCHD3-02		
136107	Archaea	Euryarchaeota	Thermoplasmata	E2	WCHD3-02		
170941	Archaea	Euryarchaeota	Thermoplasmata	E2	WCHD3-02		
155703	Archaea	Euryarchaeota	Thermoplasmata	E2	WCHD3-02		
213630	Archaea	Euryarchaeota	Thermoplasmata	E2	WCHD3-02		
546805	Archaea	Euryarchaeota	Thermoplasmata	E2	pMC2A33		
448625	Archaea	Euryarchaeota	Thermoplasmata	E2	pMC2A33		
101828	Archaea	Euryarchaeota	Thermoplasmata	E2	pMC2A33		
319002	Archaea	Euryarchaeota	Thermoplasmata	E2	pMC2A33		
219191	Archaea	Euryarchaeota	Thermoplasmata	E2	pMC2A33		
410763	Archaea	Euryarchaeota	Thermoplasmata	E2	pMC2A33		
412056	Archaea	Euryarchaeota	Thermoplasmata	E2	pMC2A33		
550661	Archaea	Euryarchaeota	Thermoplasmata	E2	pMC2A33		
550655	Archaea	Euryarchaeota	Thermoplasmata	E2	pMC2A33		
526	Archaea	Euryarchaeota	Thermoplasmata	E2	pMC2A33		
515698	Archaea	Euryarchaeota	Thermoplasmata	E2	pMC2A33		
379145	Archaea	Euryarchaeota	Thermoplasmata	E2	pMC2A33		
245798	Archaea	Euryarchaeota	Thermoplasmata	E2	pMC2A33		
583469	Archaea	Euryarchaeota	Thermoplasmata	E2	pMC2A33		
254858	Archaea	Euryarchaeota	Thermoplasmata	E2	pMC2A33		
407348	Archaea	Euryarchaeota	Thermoplasmata	E2	pMC2A33		
250392	Archaea	Euryarchaeota	Thermoplasmata	E2	MarinegroupII		
148407	Archaea	Euryarchaeota	Thermoplasmata	E2	MarinegroupII		
104364	Archaea	Euryarchaeota	Thermoplasmata	E2	MarinegroupII		
250570	Archaea	Euryarchaeota	Thermoplasmata	E2	MarinegroupII		
308755	Archaea	Euryarchaeota	Thermoplasmata	E2	MarinegroupII		
147601	Archaea	Euryarchaeota	Thermoplasmata	E2	MarinegroupII		
255494	Archaea	Euryarchaeota	Thermoplasmata	E2	MarinegroupII		
146866	Archaea	Euryarchaeota	Thermoplasmata	E2	MarinegroupII		
155847	Archaea	Euryarchaeota	Thermoplasmata	E2	MarinegroupII		
715	Archaea	Euryarchaeota	Thermoplasmata	E2	MarinegroupII		
32110	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	WSA2		
140297	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	MSBL1	SAGMEG-1	
105600	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	
40123	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	
79	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacteriumbryantii
18599	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	
77878	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	
101553	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacteriumbeijingense
204	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	
134	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	
551498	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	
99797	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	
155634	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	
153917	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	
348180	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	
138	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	
547463	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacterarboriphilus
152271	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae		
227785	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibactersmithii
104804	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	
128	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	
228569	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	
100449	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae		
262662	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae		
246686	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae		
166443	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae		
368907	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	Propionibacteriumacnes
12724	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	Propionibacteriumgranulosum
93749	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	Propionibacteriumacidipropionici
378053	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Tessaracoccus	
165106	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Aestuariimicrobium	Aestuariimicrobiumkwangyangense
135424	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales			
167566	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Propionicimonas	
12751	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Propionicimonas	
12753	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Propionicimonas	
560734	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales			
231733	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales			
145101	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Microlunatus	
367851	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae		
275357	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae		
315847	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae		
428663	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Friedmanniella	
165629	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales			
243161	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae		
525323	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae		
157893	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae		
172332	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae		
179479	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Aeromicrobium	
145776	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Aeromicrobium	
263308	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae		
341901	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae		
237339	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae		
216616	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae		
549341	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae		
132361	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae		
377237	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae		
101707	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae		
552729	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae		
34725	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae		
205152	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae		
586825	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae		
255802	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae		
98983	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae		
101669	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae		
204284	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae		
501795	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae		
207298	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Pimelobacter	
516593	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Pimelobacter	
154684	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Pimelobacter	
243943	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Pimelobacter	
101852	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Pimelobacter	
325277	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Pimelobacter	
167263	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Pimelobacter	
563475	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Pimelobacter	
214797	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Pimelobacter	
360170	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae		
151383	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae		
16538	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae		
154113	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae		
236362	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	
12762	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	
559914	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	
244158	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	
533951	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	
286030	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	
137567	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	Nocardioideslentus
517399	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	
12778	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	
12776	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	
257075	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	
264145	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	
249247	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	
251908	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	
513390	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae		
99516	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	Nocardioidesalkalitolerans
45520	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	
12789	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	Nocardioidesalbus
140932	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	Nocardioidesalbus
576124	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	
554391	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	
574022	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	
255749	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	Nocardioidesoleivorans
166467	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae		
217144	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae		
414150	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae		
531515	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae		
365828	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae		
197085	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae		
295675	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae		
549557	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae		
213587	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae		
12787	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae		
114316	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae		
246385	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae		
137878	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae		
157872	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae		
208818	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae		
239739	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae		
218299	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae		
